stock,selloff_date,entry_date,exit_date,branch,z,spy_z,vr,ret,ret_net,bench_ret,excess_ret
KO,2017-06-27,2017-06-30,2017-07-10,market_wide,-3.330431936924947,-5.685558648487389,0.9919092096187133,-0.010479507003145705,-0.011479507003145706,-0.0033240842034935048,-0.008155422799652201
KO,2017-07-06,2017-07-11,2017-07-18,market_wide,-4.322641413264533,-3.7089769085961857,1.5102027654227717,0.0076692139207288346,0.0066692139207288345,0.014315494499797854,-0.007646280579069019
KO,2017-08-09,2017-08-14,2017-08-21,market_wide,-2.7129441322843313,-1.9439396236215194,0.8709781227231885,-0.0026200877230080355,-0.0036200877230080355,-0.00874325619705274,0.0051231684740447045
KO,2017-08-23,2017-08-28,2017-09-05,market_wide,-2.8633722709849265,-1.492609990343383,0.7068098821730907,0.011008104642525218,0.010008104642525217,0.017239175782274074,-0.007231071139748857
KO,2017-09-20,2017-09-25,2017-10-02,idiosyncratic,-2.8901189222683024,0.05070493464914102,1.0587077478480866,-0.01947959434210511,-0.020479594342105112,0.01615954044081458,-0.03663913478291969
KO,2017-09-28,2017-10-03,2017-10-10,idiosyncratic,-2.7454360353973493,0.6304333922745415,0.8544968632639748,0.01504685779067394,0.014046857790673939,0.0027330934646123684,0.01131376432606157
KO,2017-10-25,2017-10-30,2017-11-06,market_wide,-2.9300023227095306,-2.380136374430871,1.4625289598829412,-0.008504197197071406,-0.009504197197071407,0.007175617138192036,-0.016679814335263443
KO,2017-11-02,2017-11-07,2017-11-14,idiosyncratic,-2.9135417341980996,-0.14491506464046455,0.9534748563391325,0.03243283374362016,0.03143283374362016,0.005635119556482104,0.025797714187138054
KO,2017-11-17,2017-11-22,2017-11-30,market_wide,-3.134693153588785,-1.6708089233780752,2.0985786146254672,0.006658658483775781,0.005658658483775781,0.01982844639293191,-0.014169787909156129
KO,2017-11-28,2017-12-01,2017-12-08,idiosyncratic,-2.542800276921261,1.9505978514106077,0.7268270441579665,-0.014357368397573511,-0.015357368397573512,0.0004571149482492931,-0.015814483345822805
KO,2017-12-08,2017-12-13,2017-12-20,idiosyncratic,-2.7247315318206664,0.30975032252986573,1.1857051885461662,0.003921806502978464,0.0029218065029784643,0.00859159525085973,-0.005669788747881265
KO,2018-01-02,2018-01-05,2018-01-12,idiosyncratic,-3.097854426015598,1.160308594133458,1.226592837786307,0.0017365693408759597,0.0007365693408759597,0.022341264065718347,-0.021604694724842388
KO,2018-02-28,2018-03-05,2018-03-12,market_wide,-3.413174004397438,-1.8859379218040615,0.9150867266629642,0.014582137983713661,0.01358213798371366,0.023795506989232162,-0.010213369005518502
KO,2018-03-16,2018-03-21,2018-03-28,market_wide,-2.61123700880571,-1.1868453502627911,2.2159740246758917,0.007441961898995375,0.006441961898995375,-0.04281739030754783,0.049259352206543205
KO,2018-03-26,2018-03-29,2018-04-06,market_wide,-2.5136284134220315,-2.0848494147662118,0.7922815764549157,0.011282459277747181,0.01028245927774718,-0.016247000662396482,0.026529459940143663
KO,2018-04-24,2018-04-27,2018-05-04,market_wide,-4.884636593775763,-3.344711084408708,1.8562603027311946,-0.021935160871321857,-0.022935160871321858,-0.013878013848010351,-0.009057147023311507
KO,2018-05-02,2018-05-07,2018-05-14,market_wide,-3.396174926710603,-3.162366047565518,1.0208534609610727,-0.002372985476995604,-0.003372985476995604,0.03948436090088836,-0.042857346377883965
KO,2018-05-14,2018-05-17,2018-05-24,idiosyncratic,-2.734972791797975,0.03709173447790227,0.9039854491708018,0.00047284867591268487,-0.0005271513240873152,0.007406085096663073,-0.00793323642075039
KO,2018-06-21,2018-06-26,2018-07-03,market_wide,-3.241782155437812,-4.86306051391326,0.8253833049403748,0.01523166377653351,0.01423166377653351,-0.00923093439684386,0.02346259817337737
KO,2018-08-10,2018-08-15,2018-08-22,market_wide,-2.8842484278150105,-1.1540619861316839,0.7556308305080157,-0.0032555453636909926,-0.004255545363690993,0.02457865691705896,-0.028834202280749954
