stock,low_date,entry_date,exit_date,pct1,exit_reason,ret,ret_net,days_held,bench_ret,excess_ret
TXN,2024-09-06,2024-09-10,2024-09-17,0.018840173991214203,hold_days,0.007957982253991025,0.006957982253991025,5,0.030384346806007656,-0.023426364552016632
TXN,2024-10-01,2024-10-03,2024-10-10,0.00907724210015432,hold_days,0.003966922007853979,0.002966922007853979,5,0.022919234178204073,-0.019952312170350095
TXN,2024-10-31,2024-11-04,2024-11-05,0.00866287176663131,early_reversal,-0.005892242385571955,-0.006892242385571955,1,0.01073528251943534,-0.017627524905007297
TXN,2025-10-10,2025-10-14,2025-10-21,0.019860181173690428,hold_days,0.0396688138270227,0.0386688138270227,5,0.026222387727063312,0.012446426099959385
TXN,2026-09-01,2026-09-03,2026-09-11,0.005763032821394348,hold_days,0.05858255631213294,0.05758255631213294,5,-0.016954668553613605,0.07453722486574654
COST,2015-11-09,2015-11-11,2015-11-12,0.010662237033696313,early_reversal,-0.002493998227157901,-0.003493998227157901,1,-0.01303980859721754,0.009545810370059638
COST,2015-12-09,2015-12-11,2015-12-18,0.013398278511083942,hold_days,-0.014497969724225346,-0.015497969724225347,5,-0.00226966138696183,-0.013228308337263517
COST,2016-05-18,2016-05-20,2016-05-23,0.009979659586490212,early_reversal,-0.004765426998163069,-0.005765426998163069,1,-0.00021710938482411013,-0.005548317613338959
COST,2016-09-09,2016-09-13,2016-09-14,0.006568921416436153,early_reversal,-0.00033162116556662014,-0.0013316211655666202,1,-0.00040879163910834126,-0.0009228295264582789
COST,2017-06-23,2017-06-27,2017-07-05,0.019537740407180756,hold_days,-0.0077861594900972,-0.0087861594900972,5,-0.0015690220712901715,-0.007217137418807029
COST,2018-02-05,2018-02-07,2018-02-08,0.01225542221897772,early_reversal,-0.02500155939346882,-0.02600155939346882,1,-0.0382470860260925,0.012245526632623682
COST,2018-05-29,2018-05-31,2018-06-01,0.01474040468694462,early_reversal,-0.00559935829835112,-0.00659935829835112,1,0.010072999854023212,-0.016672358152374334
COST,2018-08-09,2018-08-13,2018-08-20,0.009484978674581597,hold_days,0.03547975178816554,0.034479751788165536,5,0.015124936008324763,0.019354815779840773
COST,2018-09-17,2018-09-19,2018-09-26,0.010129435454113865,hold_days,-0.000171243363231266,-0.001171243363231266,5,0.002413927958124118,-0.003585171321355384
COST,2019-01-25,2019-01-29,2019-02-05,0.008131020667295576,hold_days,0.006181558883256111,0.005181558883256111,5,0.03449769053048768,-0.02931613164723157
COST,2021-06-16,2021-06-18,2021-06-25,0.014074692119032966,hold_days,0.03578554508441645,0.03478554508441645,5,0.03020972808097433,0.0045758170034421175
COST,2021-09-28,2021-09-30,2021-10-01,0.009925055308161825,early_reversal,-0.0022702027115155676,-0.0032702027115155676,1,0.010950856235887763,-0.014221058947403331
COST,2024-07-30,2024-08-01,2024-08-08,0.014777200468463071,hold_days,0.027592405188167968,0.026592405188167967,5,-0.024873749581897586,0.05146615477006555
COST,2024-09-03,2024-09-05,2024-09-06,0.013032515196910337,early_reversal,-0.010496857816866156,-0.011496857816866157,1,-0.01245175637957352,0.0009548985627073625
COST,2025-09-16,2025-09-18,2025-09-19,0.01151182233486205,early_reversal,-0.0012600436216052557,-0.0022600436216052558,1,-0.000888988997179041,-0.0013710546244262148
COST,2025-10-16,2025-10-20,2025-10-27,0.011570771513658169,hold_days,-0.006687320389342832,-0.007687320389342832,5,0.023149466033076216,-0.03083678642241905
COST,2025-10-29,2025-10-31,2025-11-07,0.008504900260543858,hold_days,0.012386819157767404,0.011386819157767403,5,-0.005856362510242352,0.017243181668009755
COST,2025-12-10,2025-12-12,2025-12-15,0.011516414762840224,early_reversal,-0.02703313399152174,-0.02803313399152174,1,-0.0031296315655160445,-0.024903502426005697
COST,2026-05-06,2026-05-08,2026-05-11,0.01637962212659494,early_reversal,-0.00923882206882054,-0.010238822068820541,1,0.008025608288653396,-0.018264430357473938
COST,2026-06-25,2026-06-29,2026-06-30,0.010931442065653791,early_reversal,-0.011841441156611787,-0.012841441156611788,1,-3.643393409824558e-05,-0.012805007222513543
QCOM,2016-01-15,2016-01-20,2016-01-27,0.005893011062816459,hold_days,0.03483544354746293,0.03383544354746293,5,0.00973345646435897,0.02410198708310396
QCOM,2016-04-29,2016-05-03,2016-05-04,0.01167851634143377,early_reversal,-0.004730712516125668,-0.005730712516125668,1,-0.00988613231058022,0.004155419794454552
QCOM,2016-08-02,2016-08-04,2016-08-11,0.006765547338043209,hold_days,0.012462929148636226,0.011462929148636225,5,0.014598690897068778,-0.003135761748432553
QCOM,2016-12-16,2016-12-20,2016-12-28,0.008425822578501038,hold_days,-0.017336574058225418,-0.01833657405822542,5,-0.009636131786828428,-0.008700442271396991
QCOM,2017-01-17,2017-01-19,2017-01-20,0.014644027811279435,early_reversal,-0.024208492895505085,-0.025208492895505086,1,0.0031643188650443133,-0.0283728117605494
QCOM,2017-08-08,2017-08-10,2017-08-17,0.009179434873424874,hold_days,-0.001337470396665208,-0.002337470396665208,5,0.0072072395025670755,-0.009544709899232284
QCOM,2017-09-05,2017-09-07,2017-09-08,0.008395011821576695,early_reversal,-0.01468853981835272,-0.01568853981835272,1,-0.002693353518517849,-0.012995186299834871
QCOM,2018-03-13,2018-03-15,2018-03-22,0.007035205022545504,hold_days,-0.07196499187804495,-0.07296499187804495,5,-0.041061993558634935,-0.031902998319410014
QCOM,2019-01-29,2019-01-31,2019-02-07,0.01558698909912156,hold_days,0.0207999089624622,0.019799908962462198,5,0.009985891566412608,0.00981401739604959
QCOM,2020-11-23,2020-11-25,2020-11-27,0.014671028038622235,early_reversal,-0.0017347961709242021,-0.002734796170924202,1,0.0021967802592861574,-0.0049315764302103595
QCOM,2021-02-05,2021-02-09,2021-02-10,0.010559216073800781,early_reversal,-0.004175103934619617,-0.005175103934619617,1,-0.0020356976245280434,-0.003139406310091574
QCOM,2022-07-29,2022-08-02,2022-08-09,0.01633793166902862,hold_days,-0.030742119957445913,-0.03174211995744591,5,0.010968099631554207,-0.04271021958900012
QCOM,2023-03-13,2023-03-15,2023-03-22,0.018526922488089986,hold_days,0.05610890601364016,0.05510890601364016,5,0.011570688431752796,0.04353821758188736
QCOM,2024-09-03,2024-09-05,2024-09-06,0.012803156386474926,early_reversal,-0.03365893354805638,-0.03465893354805638,1,-0.01245175637957352,-0.02220717716848286
QCOM,2024-10-31,2024-11-04,2024-11-11,0.015359032703064115,hold_days,0.018828043597867383,0.017828043597867382,5,0.05199651173498032,-0.03416846813711294
QCOM,2025-03-28,2025-04-01,2025-04-08,0.005827285494784223,hold_days,-0.18549498240735507,-0.18649498240735507,5,-0.12454856018787419,-0.06194642221948088
QCOM,2025-07-31,2025-08-04,2025-08-05,0.009743674040992514,early_reversal,-0.005423188610188867,-0.006423188610188867,1,0.004401779274933348,-0.010824967885122216
QCOM,2025-10-07,2025-10-09,2025-10-10,0.013961187783111069,early_reversal,-0.07286018960777296,-0.07386018960777296,1,-0.022606984710187072,-0.05125320489758589
QCOM,2026-08-18,2026-08-20,2026-08-27,0.010737177108209303,hold_days,0.025133732815359577,0.024133732815359576,5,0.019822404631891333,0.004311328183468244
MU,2016-12-01,2016-12-05,2016-12-12,0.01677496353970581,hold_days,0.07576557797102135,0.07476557797102135,5,0.0287394835671706,0.04602609440385075
MU,2017-01-19,2017-01-23,2017-01-30,0.011515324935923865,hold_days,0.10461391424534128,0.10361391424534128,5,0.00829638464600091,0.09531752959934037
MU,2017-04-24,2017-04-26,2017-05-03,0.01580721826527475,hold_days,0.04516604690802972,0.04416604690802972,5,0.00423227427422912,0.0399337726338006
MU,2018-06-27,2018-06-29,2018-07-09,0.01683894461814299,hold_days,0.03565985791170423,0.03465985791170423,5,0.02748234763699986,0.007177510274704368
MU,2019-09-24,2019-09-26,2019-09-27,0.019789710585935944,early_reversal,-0.1109054783842548,-0.1119054783842548,1,-0.006966078243861418,-0.10493940014039338
MU,2020-10-28,2020-10-30,2020-11-02,0.009600027164647652,early_reversal,-0.012514929208218284,-0.013514929208218285,1,0.020040989279410892,-0.03355591848762918
MU,2022-12-22,2022-12-27,2022-12-28,0.015577598886408028,early_reversal,-0.017992915592098813,-0.018992915592098814,1,-0.01162953686341417,-0.007363378728684644
MU,2023-03-13,2023-03-15,2023-03-22,0.006864415120881268,hold_days,0.07463508943246477,0.07363508943246477,5,0.011570688431752796,0.06206440100071198
MU,2023-09-21,2023-09-25,2023-09-26,0.014432998827008527,early_reversal,-0.009332280714463903,-0.010332280714463904,1,-0.013112629916235075,0.0027803492017711706
MU,2023-11-28,2023-11-30,2023-12-01,0.007488217104367184,early_reversal,-0.0024960049149107544,-0.0034960049149107544,1,0.009983500090639197,-0.013479505005549952
MU,2024-07-25,2024-07-29,2024-07-30,0.01824114824125899,early_reversal,-0.049049578416952566,-0.05004957841695257,1,-0.0071214859029821165,-0.04292809251397045
HON,2015-12-11,2015-12-15,2015-12-22,0.007635038320174349,hold_days,0.057783742571204666,0.056783742571204665,5,0.0032444225092009837,0.05353932006200368
HON,2016-01-13,2016-01-15,2016-01-25,0.01688983220014278,hold_days,-0.008020137786274528,-0.009020137786274529,5,-0.012631693125866872,0.0036115553395923428
HON,2017-01-17,2017-01-19,2017-01-20,0.007080423193737467,early_reversal,-0.0007634383234701447,-0.0017634383234701448,1,0.0031643188650443133,-0.004927757188514458
HON,2018-02-05,2018-02-07,2018-02-08,0.008191147249973753,early_reversal,-0.0341954188837047,-0.0351954188837047,1,-0.0382470860260925,0.003051667142387804
HON,2018-10-24,2018-10-26,2018-10-29,0.01472417021660805,early_reversal,-0.0031915729875238164,-0.004191572987523816,1,0.0021955851050705633,-0.00638715809259438
HON,2019-08-05,2019-08-07,2019-08-14,0.015493093652584423,hold_days,0.0039782673215023046,0.0029782673215023045,5,-0.01135150907425142,0.014329776395753724
HON,2019-12-18,2019-12-20,2019-12-30,0.010650555862145701,hold_days,5.6883741792468356e-05,-0.0009431162582075317,5,-0.006782673637766523,0.0058395573795589914
HON,2021-04-26,2021-04-28,2021-05-05,0.00636486240260883,hold_days,0.014896831860501614,0.013896831860501613,5,0.017781027635141555,-0.0038841957746399425
HON,2021-06-18,2021-06-22,2021-06-23,0.016470389873050207,early_reversal,-0.003851434731173553,-0.004851434731173553,1,-0.0027764670138188396,-0.0020749677173547134
HON,2021-09-07,2021-09-09,2021-09-10,0.006593947657753819,early_reversal,-0.00251210796132173,-0.00351210796132173,1,-6.77887765184737e-05,-0.0034443191848032564
HON,2021-09-30,2021-10-04,2021-10-11,0.015874852831158203,hold_days,0.005041857882700729,0.004041857882700729,5,0.010476185172637376,-0.006434327289936647
HON,2022-09-06,2022-09-08,2022-09-15,0.01880389207069615,hold_days,-0.058353893421965175,-0.059353893421965176,5,-0.029072383342510166,-0.03028151007945501
HON,2024-03-14,2024-03-18,2024-03-25,0.006824509712702499,hold_days,0.008741559871093374,0.007741559871093374,5,0.019337979569864494,-0.011596419698771121
HON,2024-04-10,2024-04-12,2024-04-15,0.00623554741774997,early_reversal,-0.010807468070706983,-0.011807468070706983,1,-0.007611319650954629,-0.004196148419752355
HON,2024-04-30,2024-05-02,2024-05-09,0.013334784830195089,hold_days,0.03609788292675975,0.03509788292675975,5,0.025470138309196644,0.009627744617563105
HON,2024-09-06,2024-09-10,2024-09-17,0.015293154334509148,hold_days,0.0163721932309433,0.015372193230943298,5,0.030384346806007656,-0.015012153575064358
HON,2024-09-18,2024-09-20,2024-09-27,0.010216299612681903,hold_days,0.021047515354899016,0.020047515354899015,5,0.02286213674006743,-0.0028146213851684143
HON,2025-02-07,2025-02-11,2025-02-12,0.014597125194315108,early_reversal,-0.009326318315289406,-0.010326318315289407,1,0.0027760607021181105,-0.013102379017407517
HON,2025-09-03,2025-09-05,2025-09-12,0.005420673474716199,hold_days,-0.013022188740010598,-0.0140221887400106,5,0.02236883805229728,-0.03639102679230788
HON,2026-03-20,2026-03-24,2026-03-31,0.006817067258025015,hold_days,0.020129120988826132,0.01912912098882613,5,0.0012148684584609715,0.01791425253036516
HON,2026-04-29,2026-05-01,2026-05-04,0.019163096825996092,early_reversal,-0.013694052031749449,-0.01469405203174945,1,-0.004960000785087848,-0.009734051246661601
APD,2015-10-29,2015-11-02,2015-11-09,0.011793595517046295,hold_days,-0.01609365065474455,-0.017093650654744552,5,-0.02059132593116786,0.0034976752764233066
APD,2015-12-03,2015-12-07,2015-12-08,0.019665736849451332,early_reversal,-0.028068046439465033,-0.029068046439465034,1,-0.011719028664726516,-0.017349017774738518
APD,2016-11-01,2016-11-03,2016-11-10,0.009753506107886157,hold_days,0.051769552942943386,0.050769552942943386,5,0.04303296902344944,0.0077365839194939445
APD,2017-03-14,2017-03-16,2017-03-23,0.013291305151913962,hold_days,-0.006667975713688823,-0.007667975713688823,5,-0.012533612386035009,0.004865636672346186
APD,2018-01-16,2018-01-18,2018-01-25,0.010854340633192757,hold_days,0.04254055334229534,0.04154055334229534,5,0.007769211823204003,0.033771341519091336
APD,2018-05-31,2018-06-04,2018-06-11,0.01319606442525602,hold_days,0.030025341293680174,0.029025341293680174,5,0.019465942717893814,0.00955939857578636
APD,2018-10-24,2018-10-26,2018-11-02,0.01725864620787743,hold_days,0.04289612700805567,0.04189612700805567,5,0.04047999607440089,0.00141613093365478
APD,2018-12-17,2018-12-19,2018-12-27,0.0061766068092277155,hold_days,0.03666446553361502,0.03566446553361502,5,0.005320609585249159,0.03034385594836586
APD,2020-06-24,2020-06-26,2020-07-06,0.017843112062953612,hold_days,0.0605698139438311,0.059569813943831096,5,0.04644210024636153,0.013127713697469567
APD,2020-10-28,2020-10-30,2020-11-06,0.013883774005898526,hold_days,0.1103387943375218,0.1093387943375218,5,0.07742427477160474,0.031914519565917066
APD,2020-11-13,2020-11-17,2020-11-24,0.009739922385409779,hold_days,0.06658144224459184,0.06558144224459184,5,0.02186294316004278,0.043718499084549056
APD,2021-07-06,2021-07-08,2021-07-15,0.014195232887427483,hold_days,0.002575531892983429,0.0015755318929834292,5,0.010655035293613002,-0.009079503400629574
APD,2022-03-01,2022-03-03,2022-03-04,0.012145975392420804,early_reversal,-0.014793521145563648,-0.01579352114556365,1,-0.011545806628875721,-0.004247714516687928
APD,2022-05-10,2022-05-12,2022-05-19,0.009580303846272684,hold_days,0.012143061867279314,0.011143061867279314,5,-0.02741922986116463,0.03856229172844394
APD,2022-07-14,2022-07-18,2022-07-25,0.014505702058806559,hold_days,0.052111048981198005,0.051111048981198004,5,0.03782064854921696,0.013290400431981042
APD,2023-03-17,2023-03-21,2023-03-22,0.016269927533810447,early_reversal,-0.012374297951714186,-0.013374297951714187,1,-0.013579482537989906,0.00020518458627571956
APD,2024-01-31,2024-02-02,2024-02-05,0.015056125824757008,early_reversal,-0.1555177779287369,-0.1565177779287369,1,-0.012180568714472706,-0.14433720921426418
APD,2024-12-19,2024-12-23,2024-12-31,0.006207938278591628,hold_days,-0.01195704778959128,-0.01295704778959128,5,-0.009170462886835873,-0.0037865849027554077
APD,2026-02-17,2026-02-19,2026-02-26,0.016925334244890074,hold_days,-0.01599459233542133,-0.016994592335421332,5,0.0008425861529091083,-0.01783717848833044
APD,2026-04-17,2026-04-21,2026-04-28,0.014872676483008466,hold_days,0.029072627870175838,0.028072627870175837,5,0.008145946934511317,0.01992668093566452
APD,2026-05-04,2026-05-06,2026-05-07,0.018702802610586666,early_reversal,-0.01738783286413237,-0.01838783286413237,1,-0.005793712742377277,-0.012594120121755092
APD,2026-08-17,2026-08-19,2026-08-20,0.007877503656713239,early_reversal,-0.009531081844215028,-0.010531081844215029,1,-0.008155453449598449,-0.00237562839461658
MMM,2015-12-15,2015-12-17,2015-12-18,0.012286567027257498,early_reversal,-0.012966217255397372,-0.013966217255397373,1,-0.015055661432720524,0.0010894441773231511
MMM,2016-04-26,2016-04-28,2016-05-05,0.009507986621117062,hold_days,0.0046108819568315695,0.0036108819568315695,5,-0.029944668070407077,0.033555550027238645
MMM,2016-09-09,2016-09-13,2016-09-14,0.014006178545886644,early_reversal,-0.0025554158167000462,-0.0035554158167000463,1,-0.00040879163910834126,-0.003146624177591705
MMM,2016-11-30,2016-12-02,2016-12-05,0.0051820065693286305,early_reversal,-0.0046974843346928585,-0.0056974843346928586,1,0.004198447008773032,-0.009895931343465891
MMM,2017-11-15,2017-11-17,2017-11-27,0.008883032388518041,hold_days,0.025377083197401173,0.024377083197401173,5,0.00712611482344494,0.017250968373956233
MMM,2017-12-12,2017-12-14,2017-12-15,0.010694097185883216,early_reversal,-0.0003357528661404041,-0.0013357528661404041,1,0.007784954788560006,-0.00912070765470041
MMM,2018-02-05,2018-02-07,2018-02-08,0.009462230282628853,early_reversal,-0.04416995754779107,-0.04516995754779107,1,-0.0382470860260925,-0.00692287152169857
MMM,2018-09-12,2018-09-14,2018-09-21,0.011320467060485364,hold_days,0.040648042924004146,0.039648042924004145,5,0.013705537575205318,0.025942505348798828
MMM,2019-05-13,2019-05-15,2019-05-16,0.006549237154171987,early_reversal,-0.013266442078025076,-0.014266442078025077,1,0.0016074847396119196,-0.015873926817636996
MMM,2020-12-01,2020-12-03,2020-12-10,0.007799781298689097,hold_days,0.0096609893381423,0.0086609893381423,5,0.010386972766222025,-0.0017259834280797248
MMM,2021-01-11,2021-01-13,2021-01-21,0.007929803256400272,hold_days,0.026401571712178384,0.025401571712178383,5,0.006739329660477633,0.01866224205170075
MMM,2021-06-18,2021-06-22,2021-06-23,0.018841517818092755,early_reversal,-0.01424608991181986,-0.01524608991181986,1,-0.0027764670138188396,-0.01246962289800102
MMM,2021-07-19,2021-07-21,2021-07-22,0.01650136542910492,early_reversal,-0.008467405774644776,-0.009467405774644777,1,-0.003475676863273991,-0.005991728911370786
MMM,2021-09-07,2021-09-09,2021-09-10,0.012447882422463901,early_reversal,-0.006460477769151152,-0.007460477769151152,1,-6.77887765184737e-05,-0.007392688992632678
MMM,2021-09-14,2021-09-16,2021-09-17,0.00970278313788636,early_reversal,-0.00640556462633779,-0.00740556462633779,1,-0.008367358500751432,0.000961793874413642
MMM,2021-10-22,2021-10-26,2021-10-27,0.008849687354979959,early_reversal,-0.021519388623730262,-0.022519388623730263,1,-0.010602063581679144,-0.011917325042051119
MMM,2021-10-27,2021-10-29,2021-11-05,0.009144882883678514,hold_days,0.01746122273459738,0.01646122273459738,5,0.021128250876348398,-0.004667028141751017
MMM,2022-11-28,2022-11-30,2022-12-07,0.01195455779083404,hold_days,0.003016601408524666,0.002016601408524666,5,-0.04078887308338486,0.04280547449190952
MMM,2023-07-06,2023-07-10,2023-07-17,0.010175565548491583,hold_days,0.0464039139630914,0.0454039139630914,5,0.022644636411551566,0.022759277551539836
MMM,2023-09-13,2023-09-15,2023-09-18,0.012567991270760184,early_reversal,-0.00019805127351379959,-0.0011980512735137996,1,-0.0026863030938414356,0.001488251820327636
MMM,2024-09-03,2024-09-05,2024-09-06,0.009934967892762887,early_reversal,-0.021308919074996324,-0.022308919074996325,1,-0.01245175637957352,-0.009857162695422805
MMM,2025-03-04,2025-03-06,2025-03-07,0.011997800179216771,early_reversal,-0.004355559921246699,-0.005355559921246699,1,0.008201726517075292,-0.013557286438321992
MMM,2025-04-04,2025-04-08,2025-04-15,0.012922586433410524,hold_days,0.06369912483149665,0.06269912483149664,5,0.05815689314257799,0.004542231688918652
MMM,2026-03-12,2026-03-16,2026-03-17,0.012474928381934362,early_reversal,-0.0059354116263181655,-0.006935411626318166,1,0.0018399854239223856,-0.008775397050240552
MMM,2026-04-23,2026-04-27,2026-05-04,0.007939813465647958,hold_days,-0.02888115294231286,-0.02988115294231286,5,0.013188109179703922,-0.04306926212201678
ABT,2015-11-30,2015-12-02,2015-12-03,0.012021614825234561,early_reversal,-0.023661827417781334,-0.024661827417781335,1,-0.010866083872116183,-0.013795743545665151
ABT,2016-01-21,2016-01-25,2016-02-01,0.013930709999463945,hold_days,-0.03050938599347197,-0.03150938599347197,5,0.031653147380863444,-0.06316253337433542
ABT,2016-10-19,2016-10-21,2016-10-24,0.01824578851408983,early_reversal,-0.00222236985295976,-0.00322236985295976,1,0.005407438829187594,-0.008629808682147355
ABT,2016-12-16,2016-12-20,2016-12-28,0.00629935123323813,hold_days,0.0007859378765802116,-0.00021406212341978838,5,-0.009636131786828428,0.009422069663408639
ABT,2017-11-29,2017-12-01,2017-12-04,0.01421375646185902,early_reversal,-0.0226869717953464,-0.0236869717953464,1,-0.004563478192725623,-0.019123493602620778
ABT,2018-06-27,2018-06-29,2018-07-09,0.012894660725596517,hold_days,0.023774385076406945,0.022774385076406944,5,0.02748234763699986,-0.004707962560592915
ABT,2018-10-11,2018-10-15,2018-10-22,0.018061969683114763,hold_days,-0.002619980145273204,-0.003619980145273204,5,-0.0015191063387538506,-0.0021008738065193535
ABT,2019-05-23,2019-05-28,2019-05-29,0.017850465568214263,early_reversal,-0.0005283284809303179,-0.001528328480930318,1,-0.004524409039312727,0.002996080558382409
ABT,2021-02-23,2021-02-25,2021-02-26,0.013079230110771826,early_reversal,-0.014804961135348238,-0.01580496113534824,1,-0.012370121371040654,-0.0034348397643075845
ABT,2021-11-05,2021-11-09,2021-11-16,0.01953850086022179,hold_days,0.03527635661387629,0.03427635661387629,5,0.008552465449732649,0.025723891164143642
ABT,2022-02-14,2022-02-16,2022-02-17,0.009773487001451277,early_reversal,-0.02506461732284826,-0.02606461732284826,1,-0.020268969276889814,-0.005795648045958446
ABT,2022-02-18,2022-02-23,2022-03-02,0.006164738848717975,hold_days,0.026524734421630614,0.025524734421630613,5,0.03930614697485102,-0.013781412553220407
ABT,2022-03-08,2022-03-10,2022-03-11,0.019636337234170267,early_reversal,-0.025469999069008598,-0.0264699990690086,1,-0.01332246708320628,-0.013147531985802319
ABT,2024-01-24,2024-01-26,2024-02-02,0.015166491382536824,hold_days,0.0008928143442730185,-0.00010718565572698149,5,-0.006895824563396102,0.006788638907669121
ABT,2024-04-18,2024-04-22,2024-04-29,0.019093674052818897,hold_days,0.0018679085527069095,0.0008679085527069095,5,0.013946286943906205,-0.013078378391199297
ABT,2025-01-10,2025-01-14,2025-01-15,0.007835448323183178,early_reversal,-0.011829516740178292,-0.012829516740178293,1,0.012897435134647584,-0.025726951874825876
ABT,2026-01-23,2026-01-27,2026-01-28,0.012567512075425658,early_reversal,-0.020504159984380266,-0.021504159984380267,1,0.0016697770949258839,-0.02317393707930615
ABT,2026-04-16,2026-04-20,2026-04-21,0.014035769997905805,early_reversal,-0.03416662117744462,-0.035166621177444624,1,-0.006871336353581725,-0.0282952848238629
TGT,2016-04-29,2016-05-03,2016-05-04,0.007798615641105239,early_reversal,-0.0035005142968239644,-0.0045005142968239644,1,-0.00988613231058022,0.005385618013756256
TGT,2016-05-13,2016-05-17,2016-05-18,0.0175941906424494,early_reversal,-0.076212514618753,-0.077212514618753,1,-0.001959164538075431,-0.07525335008067757
TGT,2016-09-26,2016-09-28,2016-09-29,0.01591800458935255,early_reversal,-0.0014748123451080453,-0.0024748123451080453,1,-0.00369033407140551,0.0012155217262974647
TGT,2016-10-27,2016-10-31,2016-11-01,0.01789419511804644,early_reversal,-0.01382225313816321,-0.01482225313816321,1,-0.003893426497834085,-0.010928826640329126
TGT,2017-04-05,2017-04-07,2017-04-17,0.015544350610866887,hold_days,0.008264460453399014,0.007264460453399014,5,-0.007746849641008247,0.01501131009440726
TGT,2017-08-24,2017-08-28,2017-09-05,0.014757370809657009,hold_days,0.053453302727225926,0.052453302727225926,5,0.017239165606452778,0.03521413712077315
TGT,2018-03-01,2018-03-05,2018-03-06,0.013759898624659072,early_reversal,-0.04458356077551484,-0.04558356077551484,1,0.0031328711447042856,-0.04871643192021913
TGT,2018-06-20,2018-06-22,2018-06-29,0.009948126848298959,hold_days,0.0010520123283883631,5.2012328388363095e-05,5,-0.01855755016585947,0.018609562494247833
TGT,2018-06-28,2018-07-02,2018-07-10,0.006878196821541602,hold_days,0.03339037094625952,0.03239037094625952,5,0.02965548639374438,0.0027348845525151377
TGT,2018-07-12,2018-07-16,2018-07-23,0.015947660768128508,hold_days,0.01916842797824736,0.01816842797824736,5,0.002892563041481111,0.015275864936766248
TGT,2018-10-19,2018-10-23,2018-10-24,0.014753008020455378,early_reversal,-0.00483852706812371,-0.00583852706812371,1,-0.036143948940378534,0.030305421872254823
TGT,2019-04-26,2019-04-30,2019-05-01,0.00881725962683324,early_reversal,-0.02260383599413096,-0.02360383599413096,1,-0.007959197761076231,-0.01564463823305473
TGT,2019-05-01,2019-05-03,2019-05-10,0.009911349444653175,hold_days,-0.017118563297118583,-0.018118563297118584,5,-0.027754263102328203,0.009635699805209619
TGT,2019-09-20,2019-09-24,2019-09-25,0.01978052469495799,early_reversal,-0.006049156135965905,-0.007049156135965905,1,0.0048542637308901515,-0.011903419866856058
TGT,2021-08-02,2021-08-04,2021-08-11,0.0192816233618817,hold_days,0.009519031710991221,0.00851903171099122,5,0.005208029265504788,0.003311002445486433
TGT,2021-10-04,2021-10-06,2021-10-13,0.007392998504650234,hold_days,0.043733183747226345,0.042733183747226344,5,0.0030947565121690612,0.03963842723505728
TGT,2021-11-22,2021-11-24,2021-11-26,0.018849383020674917,early_reversal,-0.008803696749714152,-0.009803696749714153,1,-0.02294790935565494,0.013144212605940786
TGT,2022-01-18,2022-01-20,2022-01-21,0.01740845827148113,early_reversal,-0.020160492417184095,-0.021160492417184096,1,-0.009519458134114589,-0.011641034283069507
TGT,2022-05-19,2022-05-23,2022-05-24,0.012579205745559,early_reversal,-0.02566584154448215,-0.02666584154448215,1,-0.005015874372399032,-0.021649967172083118
TGT,2023-04-26,2023-04-28,2023-05-01,0.017368975647612597,early_reversal,-0.003993744803094446,-0.004993744803094446,1,-0.004429084050269871,-0.0005646607528245742
TGT,2023-11-09,2023-11-13,2023-11-20,0.014420865652237429,hold_days,0.220809646189001,0.219809646189001,5,0.045626423839398855,0.17418322234960215
TGT,2024-05-01,2024-05-03,2024-05-10,0.010803754032568608,hold_days,0.03220739136773476,0.03120739136773476,5,0.028130430551075003,0.0030769608166597573
TGT,2025-02-03,2025-02-05,2025-02-06,0.01073335982069294,early_reversal,-0.003919912016133731,-0.004919912016133731,1,-0.010164676146873663,0.005244764130739933
TGT,2025-02-12,2025-02-14,2025-02-24,0.008470598300456834,hold_days,-0.016499772756366604,-0.017499772756366605,5,-0.0011839673359858027,-0.016315805420380802
TGT,2025-04-03,2025-04-07,2025-04-08,0.015273584686385459,early_reversal,-0.05954646498088767,-0.06054646498088767,1,-0.01942380939175037,-0.0411226555891373
TGT,2025-09-15,2025-09-17,2025-09-24,0.013098523752710428,hold_days,-0.006971863674504086,-0.007971863674504087,5,0.0022359839945509385,-0.010207847669055026
BLK,2015-08-04,2015-08-06,2015-08-07,0.006768340527539842,early_reversal,-0.003662628139182611,-0.004662628139182611,1,-0.001428661506971518,-0.003233966632211093
BLK,2016-05-13,2016-05-17,2016-05-24,0.013072937234814883,hold_days,0.03543309361025804,0.034433093610258036,5,0.01989636471862144,0.014536728891636597
BLK,2016-09-29,2016-10-03,2016-10-04,0.014639862186843275,early_reversal,-0.01122004601689608,-0.01222004601689608,1,-0.005119347338029989,-0.007100698678866091
BLK,2016-10-04,2016-10-06,2016-10-13,0.006207656881091139,hold_days,-0.02090799347553529,-0.021907993475535292,5,-0.02197334516373506,6.535168819976622e-05
BLK,2017-01-17,2017-01-19,2017-01-26,0.008537908080047028,hold_days,0.0054858842330092195,0.0044858842330092194,5,0.005381577129331738,-0.0008956928963225188
BLK,2017-04-19,2017-04-21,2017-04-28,0.01190686830841739,hold_days,0.01721972210842626,0.01621972210842626,5,0.018355319331582853,-0.0021355972231565934
BLK,2017-07-17,2017-07-19,2017-07-26,0.005298869808414442,hold_days,0.01465542998957381,0.013655429989573808,5,-0.0047387908790740285,0.018394220868647837
