variant,stock,entry_date,exit_date,ret,ret_net,drop_a,drop_b,bench_ret,excess_ret
hold,JPM,2017-04-21,2017-04-28,0.029341638599897912,0.02834163859989791,0.04767678492230413,0.01643960257053334,0.03663463342565487,-0.00829299482575696
within,JPM,2017-04-21,2017-04-28,0.029341638599897912,0.02834163859989791,0.04767678492230413,0.01643960257053334,0.03663463342565487,-0.00829299482575696
hold,JPM,2017-06-05,2017-06-12,0.05060995725451933,0.04960995725451933,0.06434825906299652,0.005069392275815403,0.005329819262517077,0.044280137992002255
within,JPM,2017-06-05,2017-06-12,0.05060995725451933,0.04960995725451933,0.06434825906299652,0.005069392275815403,0.005329819262517077,0.044280137992002255
hold,JPM,2018-09-18,2018-09-25,0.01828548202802427,0.017285482028024268,0.026700930295677962,0.0001764079290918321,0.013920454656844106,0.0033650273711801626
within,JPM,2018-09-18,2018-09-25,0.01828548202802427,0.017285482028024268,0.026700930295677962,0.0001764079290918321,0.013920454656844106,0.0033650273711801626
hold,JPM,2019-05-17,2019-05-24,-0.009569279505194817,-0.010569279505194817,0.0591563823595733,0.003814515059313905,-0.00874185186630605,-0.0018274276388887678
within,JPM,2019-05-17,2019-05-24,-0.009569279505194817,-0.010569279505194817,0.0591563823595733,0.003814515059313905,-0.00874185186630605,-0.0018274276388887678
within,JPM,2019-10-09,2019-10-16,0.06259447865293133,0.06159447865293133,0.054138846528514493,0.024732034801907554,0.027410447477047573,0.034184031175883756
hold,JPM,2020-01-13,2020-01-21,-0.00262376374449258,-0.00362376374449258,0.03122645908381028,0.010017900123705332,0.012129906861269024,-0.015753670605761605
within,JPM,2020-01-13,2020-01-21,-0.00262376374449258,-0.00362376374449258,0.03122645908381028,0.010017900123705332,0.012129906861269024,-0.015753670605761605
hold,JPM,2020-07-02,2020-07-10,0.038959256795148445,0.037959256795148444,0.09737973735177109,0.008541568821447925,0.030469082900064448,0.007490173895083996
within,JPM,2020-07-02,2020-07-10,0.038959256795148445,0.037959256795148444,0.09737973735177109,0.008541568821447925,0.030469082900064448,0.007490173895083996
within,JPM,2020-10-20,2020-10-27,-0.010361525459092413,-0.011361525459092414,0.021909418617294753,0.019055646949582113,-0.011359626780311882,-1.8986787805319594e-06
hold,JPM,2021-02-01,2021-02-08,0.08115985941915937,0.08015985941915937,0.0990290446253106,0.011129476570481654,0.04027682734716853,0.03988303207199084
within,JPM,2021-02-01,2021-02-08,0.08115985941915937,0.08015985941915937,0.0990290446253106,0.011129476570481654,0.04027682734716853,0.03988303207199084
within,JPM,2021-04-01,2021-04-09,0.02270779504131326,0.02170779504131326,0.03203338257495405,0.014671747865700002,0.019183442293556396,0.002524352747756864
hold,JPM,2021-07-30,2021-08-06,0.03768646160916811,0.03668646160916811,0.047702345945729356,0.0013199389459314012,0.012074071319007507,0.024612390290160602
within,JPM,2021-07-30,2021-08-06,0.03768646160916811,0.03668646160916811,0.047702345945729356,0.0013199389459314012,0.012074071319007507,0.024612390290160602
within,JPM,2021-09-15,2021-09-22,-0.01422619449160678,-0.015226194491606782,0.03552071079996635,0.017606867100481562,-0.018186030438527845,0.0029598359469210633
hold,JPM,2022-01-28,2022-02-04,0.040583606032364106,0.039583606032364105,0.1501907922173622,0.017802266708933402,0.019847810321997228,0.019735795710366877
within,JPM,2022-01-28,2022-02-04,0.040583606032364106,0.039583606032364105,0.1501907922173622,0.017802266708933402,0.019847810321997228,0.019735795710366877
hold,JPM,2022-03-14,2022-03-21,0.07282790820388252,0.07182790820388252,0.1686533489185515,0.03469274883981074,0.057728327746814356,0.014099580457068162
within,JPM,2022-03-14,2022-03-21,0.07282790820388252,0.07182790820388252,0.1686533489185515,0.03469274883981074,0.057728327746814356,0.014099580457068162
hold,JPM,2022-03-29,2022-04-05,-0.04853146055061708,-0.04953146055061708,0.020114118396258443,0.007426110284243197,-0.021917053688391364,-0.027614406862225715
within,JPM,2022-03-29,2022-04-05,-0.04853146055061708,-0.04953146055061708,0.020114118396258443,0.007426110284243197,-0.021917053688391364,-0.027614406862225715
hold,JPM,2022-05-19,2022-05-26,0.09407491579046434,0.09307491579046434,0.07395058917546365,0.006993684866351457,0.04816493011188694,0.0449099856785774
within,JPM,2022-05-19,2022-05-26,0.09407491579046434,0.09307491579046434,0.07395058917546365,0.006993684866351457,0.04816493011188694,0.0449099856785774
within,JPM,2022-06-07,2022-06-14,-0.12308773486334101,-0.12408773486334101,0.01770071431036058,0.017346734291672505,-0.08543016257804481,-0.038657572285296204
hold,JPM,2022-12-09,2022-12-16,-0.021716030374200557,-0.022716030374200558,0.050539448317936296,0.0006844587569539072,-0.02119317870147086,-0.001522851672729697
within,JPM,2022-12-09,2022-12-16,-0.021716030374200557,-0.022716030374200558,0.050539448317936296,0.0006844587569539072,-0.02119317870147086,-0.001522851672729697
hold,JPM,2024-05-30,2024-06-06,-0.01214055555301563,-0.013140555553015631,0.03918735584663176,0.013038657521603275,0.027921724034343454,-0.041062279587359085
within,JPM,2024-05-30,2024-06-06,-0.01214055555301563,-0.013140555553015631,0.03918735584663176,0.013038657521603275,0.027921724034343454,-0.041062279587359085
hold,JPM,2024-06-27,2024-07-05,0.03391436924195568,0.03291436924195568,0.018423141443352813,0.00731769964214174,0.0044498038026281606,0.028464565439327516
within,JPM,2024-06-27,2024-07-05,0.03391436924195568,0.03291436924195568,0.018423141443352813,0.00731769964214174,0.0044498038026281606,0.028464565439327516
hold,JPM,2025-04-02,2025-04-09,-0.04082894690810024,-0.04182894690810024,0.03352682180880336,0.006708183792438147,-0.04479549890651158,0.0029665519984113375
within,JPM,2025-04-02,2025-04-09,-0.04082894690810024,-0.04182894690810024,0.03352682180880336,0.006708183792438147,-0.04479549890651158,0.0029665519984113375
hold,CVS,2016-09-02,2016-09-12,-0.01918197950465339,-0.02018197950465339,0.05462876914675521,0.00032126473569350154,-0.011398492341169963,-0.008783487163483428
within,CVS,2016-09-02,2016-09-12,-0.01918197950465339,-0.02018197950465339,0.05462876914675521,0.00032126473569350154,-0.011398492341169963,-0.008783487163483428
hold,CVS,2017-08-10,2017-08-17,-0.003159150067126193,-0.004159150067126193,0.024827038209903878,0.00697621584222629,-0.0024574691276594285,-0.0017016809394667645
within,CVS,2017-08-10,2017-08-17,-0.003159150067126193,-0.004159150067126193,0.024827038209903878,0.00697621584222629,-0.0024574691276594285,-0.0017016809394667645
hold,CVS,2018-02-15,2018-02-23,-0.03305442558444038,-0.034054425584440384,0.18665961204837092,0.00457470978777662,0.0013363802131507452,-0.03539080579759113
within,CVS,2018-02-15,2018-02-23,-0.03305442558444038,-0.034054425584440384,0.18665961204837092,0.00457470978777662,0.0013363802131507452,-0.03539080579759113
within,CVS,2018-04-13,2018-04-20,0.03449749671413871,0.03349749671413871,0.021099564407002978,0.014168641816861801,0.005691521866687532,0.027805974847451176
hold,CVS,2018-07-05,2018-07-12,0.04455410923847247,0.04355410923847247,0.11482604167764154,0.010334056655316576,0.026845938167080696,0.016708171071391775
within,CVS,2018-07-05,2018-07-12,0.04455410923847247,0.04355410923847247,0.11482604167764154,0.010334056655316576,0.026845938167080696,0.016708171071391775
within,CVS,2018-10-16,2018-10-23,-0.0104344721863594,-0.011434472186359401,0.08771691609341822,0.020591664572483653,-0.013573068048964299,0.0021385958626048973
hold,CVS,2018-10-29,2018-11-05,0.0446555418686716,0.0436555418686716,0.11576980440066664,0.00781260034879886,0.041763329751130174,0.0018922121175414253
within,CVS,2018-10-29,2018-11-05,0.0446555418686716,0.0436555418686716,0.11576980440066664,0.00781260034879886,0.041763329751130174,0.0018922121175414253
hold,CVS,2020-08-18,2020-08-25,-0.026235076902797028,-0.02723507690279703,0.015489988634002921,0.011794543157759128,0.010128526055323439,-0.03736360295812047
within,CVS,2020-08-18,2020-08-25,-0.026235076902797028,-0.02723507690279703,0.015489988634002921,0.011794543157759128,0.010128526055323439,-0.03736360295812047
hold,CVS,2021-11-23,2021-12-01,-0.05190071214673064,-0.052900712146730644,0.038191746887545445,0.024957382587416956,-0.052669640489909075,-0.00023107165682156872
within,CVS,2021-11-23,2021-12-01,-0.05190071214673064,-0.052900712146730644,0.038191746887545445,0.024957382587416956,-0.052669640489909075,-0.00023107165682156872
within,CVS,2022-07-06,2022-07-13,0.002790017015823709,0.0017900170158237092,0.020086093571343278,0.015123159598047912,-0.015141454259976594,0.016931471275800303
hold,CVS,2023-09-08,2023-09-15,0.07639761580463356,0.07539761580463356,0.03245820267735592,0.0024392610917267393,0.023487749962907367,0.05190986584172619
within,CVS,2023-09-08,2023-09-15,0.07639761580463356,0.07539761580463356,0.03245820267735592,0.0024392610917267393,0.023487749962907367,0.05190986584172619
hold,CVS,2024-04-05,2024-04-12,-0.07964591147347277,-0.08064591147347278,0.07739238613595706,0.009427732926604445,-0.031039738980744747,-0.04960617249272803
within,CVS,2024-04-05,2024-04-12,-0.07964591147347277,-0.08064591147347278,0.07739238613595706,0.009427732926604445,-0.031039738980744747,-0.04960617249272803
hold,CVS,2024-10-30,2024-11-06,0.09256944495077812,0.09156944495077812,0.17296048704353653,0.01954105274597485,0.035504947499835016,0.05606449745094311
within,CVS,2024-10-30,2024-11-06,0.09256944495077812,0.09156944495077812,0.17296048704353653,0.01954105274597485,0.035504947499835016,0.05606449745094311
hold,CVS,2024-12-03,2024-12-10,-0.06825483241963204,-0.06925483241963204,0.017970265359637305,0.014785315087904658,-0.006596245265730327,-0.06265858715390171
within,CVS,2024-12-03,2024-12-10,-0.06825483241963204,-0.06925483241963204,0.017970265359637305,0.014785315087904658,-0.006596245265730327,-0.06265858715390171
within,CVS,2024-12-20,2024-12-30,-0.009468014045190487,-0.010468014045190488,0.29565427398555905,0.0336883774081688,-0.003155379988810325,-0.007312634056380163
hold,CVS,2025-07-08,2025-07-15,-0.04481612392145973,-0.04581612392145973,0.04377268040547844,0.011185093687087975,0.004073132991047723,-0.04988925691250745
within,CVS,2025-07-08,2025-07-15,-0.04481612392145973,-0.04581612392145973,0.04377268040547844,0.011185093687087975,0.004073132991047723,-0.04988925691250745
hold,CVS,2026-08-28,2026-09-04,0.03954438428669338,0.03854438428669338,0.04483547958075028,0.014954364797082169,0.0023495899053713742,0.036194794381322004
within,CVS,2026-08-28,2026-09-04,0.03954438428669338,0.03854438428669338,0.04483547958075028,0.014954364797082169,0.0023495899053713742,0.036194794381322004
hold,TMO,2016-12-29,2017-01-06,0.040924086190854414,0.03992408619085441,0.0375713032098125,0.008391566393553396,0.014024949643068885,0.02589913654778553
within,TMO,2016-12-29,2017-01-06,0.040924086190854414,0.03992408619085441,0.0375713032098125,0.008391566393553396,0.014024949643068885,0.02589913654778553
hold,TMO,2017-04-19,2017-04-26,0.08772502604319588,0.08672502604319587,0.01564832278032497,0.002801577443121547,0.0453210450697068,0.041403980973489074
within,TMO,2017-04-19,2017-04-26,0.08772502604319588,0.08672502604319587,0.01564832278032497,0.002801577443121547,0.0453210450697068,0.041403980973489074
hold,TMO,2017-06-30,2017-07-10,0.018341339722894423,0.017341339722894422,0.017283489957304617,0.0107536582147997,0.006039784020660521,0.0113015557022339
within,TMO,2017-06-30,2017-07-10,0.018341339722894423,0.017341339722894422,0.017283489957304617,0.0107536582147997,0.006039784020660521,0.0113015557022339
within,TMO,2017-11-03,2017-11-10,-0.03887271665026837,-0.03987271665026837,0.04256605579107986,0.015098459101595086,-0.009272788936757648,-0.03059992771351072
hold,TMO,2018-03-29,2018-04-06,-0.004359589269813391,-0.005359589269813391,0.061898621153227945,0.018094858450966242,0.006668382172834386,-0.012027971442647778
within,TMO,2018-03-29,2018-04-06,-0.004359589269813391,-0.005359589269813391,0.061898621153227945,0.018094858450966242,0.006668382172834386,-0.012027971442647778
within,TMO,2018-07-17,2018-07-24,0.04909064440269084,0.04809064440269084,0.021188625949311746,0.015539392190683815,0.011504455185203044,0.0365861892174878
