variant,stock,entry_date,exit_date,ret,ret_net,drop_a,drop_b,bench_ret,excess_ret
hold,TMO,2018-08-21,2018-08-28,0.028215985788684117,0.027215985788684116,0.027988721694658266,0.0034292126725845333,0.009331685356115615,0.0178843004325685
within,TMO,2018-08-21,2018-08-28,0.028215985788684117,0.027215985788684116,0.027988721694658266,0.0034292126725845333,0.009331685356115615,0.0178843004325685
hold,TMO,2019-04-24,2019-05-01,0.057080907737037556,0.056080907737037555,0.08604959206703763,0.002659689122853129,0.016190302666076795,0.03989060507096076
within,TMO,2019-04-24,2019-05-01,0.057080907737037556,0.056080907737037555,0.08604959206703763,0.002659689122853129,0.016190302666076795,0.03989060507096076
within,TMO,2019-05-21,2019-05-29,-0.0022609839968521506,-0.0032609839968521506,0.058761902785896374,0.02001014010983755,-0.024697651823845423,0.021436667826993272
within,TMO,2019-07-25,2019-08-01,-0.0439794978379604,-0.0449794978379604,0.03668667191462751,0.018076278566899317,-0.010903118899029507,-0.034076378938930896
hold,TMO,2019-10-21,2019-10-28,0.05769920504224202,0.05669920504224202,0.040993274942780565,0.0006038590153956325,0.010396729859555087,0.04630247518268693
within,TMO,2019-10-21,2019-10-28,0.05769920504224202,0.05669920504224202,0.040993274942780565,0.0006038590153956325,0.010396729859555087,0.04630247518268693
within,TMO,2020-05-13,2020-05-20,0.021132262864538287,0.020132262864538286,0.02871220777744038,0.025800612870507687,0.058969365797592044,-0.03883710293305376
hold,TMO,2020-08-28,2020-09-04,-0.0341595773849781,-0.0351595773849781,0.020771091975963253,0.012101339115724032,-0.002152265173834378,-0.033007312211143724
within,TMO,2020-08-28,2020-09-04,-0.0341595773849781,-0.0351595773849781,0.020771091975963253,0.012101339115724032,-0.002152265173834378,-0.033007312211143724
hold,TMO,2020-12-31,2021-01-08,0.0998755367672457,0.0988755367672457,0.028153507823313027,0.0024443141885899223,0.04888388613342309,0.049991650633822604
within,TMO,2020-12-31,2021-01-08,0.0998755367672457,0.0988755367672457,0.028153507823313027,0.0024443141885899223,0.04888388613342309,0.049991650633822604
hold,TMO,2021-05-05,2021-05-12,-0.02776999006293479,-0.02876999006293479,0.06257984334698564,0.010582418502236193,-0.009841271567350374,-0.018928718495584418
within,TMO,2021-05-05,2021-05-12,-0.02776999006293479,-0.02876999006293479,0.06257984334698564,0.010582418502236193,-0.009841271567350374,-0.018928718495584418
within,TMO,2021-12-07,2021-12-14,0.005812593706839397,0.004812593706839397,0.03548827257037094,0.022029840360250123,0.0037222701070169784,0.001090323599822419
within,TMO,2022-04-18,2022-04-25,-0.04888734938182948,-0.04988734938182948,0.06979150027330515,0.013790749957556409,-0.01968764116310684,-0.030199708218722643
hold,TMO,2023-03-17,2023-03-24,0.01995140063671652,0.01895140063671652,0.03248260396661497,0.02413968950061,0.007414501903602488,0.011536898733114032
within,TMO,2023-03-17,2023-03-24,0.01995140063671652,0.01895140063671652,0.03248260396661497,0.02413968950061,0.007414501903602488,0.011536898733114032
hold,TMO,2023-05-05,2023-05-12,-0.039770730803188714,-0.040770730803188715,0.0727543233730697,0.008721700115810352,-0.009649354522565434,-0.03112137628062328
within,TMO,2023-05-05,2023-05-12,-0.039770730803188714,-0.040770730803188715,0.0727543233730697,0.008721700115810352,-0.009649354522565434,-0.03112137628062328
hold,TMO,2023-08-04,2023-08-11,-0.008858238729674284,-0.009858238729674285,0.05101757055700778,0.009763005525664847,-0.0019853902722675176,-0.007872848457406767
within,TMO,2023-08-04,2023-08-11,-0.008858238729674284,-0.009858238729674285,0.05101757055700778,0.009763005525664847,-0.0019853902722675176,-0.007872848457406767
within,TMO,2023-10-03,2023-10-10,-0.006925325899049928,-0.007925325899049929,0.0342265663075446,0.020720152424182636,0.016887931986028448,-0.024813257885078377
hold,TMO,2023-10-06,2023-10-13,-0.031491304262101116,-0.03249130426210112,0.025784675620356454,0.008855893674937816,0.003951960601324078,-0.036443264863425195
within,TMO,2023-10-30,2023-11-06,0.04816757301176389,0.047167573011763886,0.12860505662323532,0.020079575039099105,0.045945329442254046,0.00122224356950984
hold,TMO,2024-05-03,2024-05-10,0.036077468093315135,0.035077468093315134,0.015129548138200983,0.006525505370549289,0.02749579975541727,0.007581668337897862
within,TMO,2024-05-03,2024-05-10,0.036077468093315135,0.035077468093315134,0.015129548138200983,0.006525505370549289,0.02749579975541727,0.007581668337897862
within,TMO,2024-06-26,2024-07-03,-0.04041781415811896,-0.04141781415811896,0.041953141391865054,0.016802797102518443,-0.0003934914964371927,-0.04102432266168177
hold,TMO,2024-08-27,2024-09-04,0.0024572685958714757,0.0014572685958714757,0.017531631123498637,0.0008745717097862631,-0.004212812734617821,0.005670081330489297
within,TMO,2024-08-27,2024-09-04,0.0024572685958714757,0.0014572685958714757,0.017531631123498637,0.0008745717097862631,-0.004212812734617821,0.005670081330489297
hold,TMO,2024-09-24,2024-10-01,0.0017325280816311572,0.0007325280816311572,0.022195810529530555,0.016090019733979496,0.004699789352256234,-0.003967261270625077
within,TMO,2024-09-24,2024-10-01,0.0017325280816311572,0.0007325280816311572,0.022195810529530555,0.016090019733979496,0.004699789352256234,-0.003967261270625077
within,TMO,2025-05-02,2025-05-09,-0.0482116373322391,-0.0492116373322391,0.06431751385086702,0.02146410140302554,-0.011740421905986342,-0.03747121542625276
hold,TMO,2025-06-06,2025-06-13,0.0031785012624450104,0.0021785012624450104,0.04307227734259193,0.013216973006508061,0.012392968043520636,-0.010214466781075626
within,TMO,2025-06-06,2025-06-13,0.0031785012624450104,0.0021785012624450104,0.04307227734259193,0.013216973006508061,0.012392968043520636,-0.010214466781075626
within,TMO,2026-05-05,2026-05-12,-0.015982489128079758,-0.01698248912807976,0.13127942867191159,0.034754242712541496,0.01593155682260261,-0.03291404595068237
hold,C,2016-09-21,2016-09-28,-0.0006395064680255746,-0.0016395064680255747,0.029301698566464047,0.001073511983219739,-0.0036366831435058478,0.001997176675480273
within,C,2016-09-21,2016-09-28,-0.0006395064680255746,-0.0016395064680255747,0.029301698566464047,0.001073511983219739,-0.0036366831435058478,0.001997176675480273
hold,C,2016-10-18,2016-10-25,0.012247742897017133,0.011247742897017132,0.02203700981947454,0.00020547908241167625,0.008240804625220921,0.003006938271796211
within,C,2016-10-18,2016-10-25,0.012247742897017133,0.011247742897017132,0.02203700981947454,0.00020547908241167625,0.008240804625220921,0.003006938271796211
within,C,2017-04-20,2017-04-27,0.019492246681464653,0.018492246681464652,0.04167621540371081,0.021590871875865256,0.034035623510075386,-0.015543376828610733
hold,C,2017-12-27,2018-01-04,0.008278630446720392,0.007278630446720392,0.019760542032622362,0.013811335528722966,0.018380514151578486,-0.011101883704858095
within,C,2017-12-27,2018-01-04,0.008278630446720392,0.007278630446720392,0.019760542032622362,0.013811335528722966,0.018380514151578486,-0.011101883704858095
within,C,2018-08-16,2018-08-23,0.01797022396730097,0.016970223967300968,0.05252862173721347,0.01961703867730858,0.0029587868852349875,0.01401143708206598
hold,C,2018-10-05,2018-10-12,-0.03562541357456306,-0.03662541357456306,0.04163561605583292,0.0018086077620078685,-0.043303675120714646,0.006678261546151587
within,C,2018-10-05,2018-10-12,-0.03562541357456306,-0.03662541357456306,0.04163561605583292,0.0018086077620078685,-0.043303675120714646,0.006678261546151587
hold,C,2018-10-29,2018-11-05,0.053041386214319086,0.052041386214319085,0.0920277635381597,0.01176650171006243,0.041763329751130174,0.010278056463188912
within,C,2018-10-29,2018-11-05,0.053041386214319086,0.052041386214319085,0.0920277635381597,0.01176650171006243,0.041763329751130174,0.010278056463188912
hold,C,2019-05-17,2019-05-24,-0.010450398702857244,-0.011450398702857245,0.09321797462887532,0.005994107379994079,-0.00874185186630605,-0.0027085468365511955
within,C,2019-05-17,2019-05-24,-0.010450398702857244,-0.011450398702857245,0.09321797462887532,0.005994107379994079,-0.00874185186630605,-0.0027085468365511955
within,C,2019-08-28,2019-09-05,0.06382264439622731,0.06282264439622731,0.06408446930311924,0.0170448962398832,0.03446804366306355,0.02835460073316376
hold,C,2019-11-19,2019-11-26,0.008553979746028784,0.007553979746028784,0.03041064105092566,0.0,0.003447328582075748,0.004106651163953035
within,C,2019-11-19,2019-11-26,0.008553979746028784,0.007553979746028784,0.03041064105092566,0.0,0.003447328582075748,0.004106651163953035
hold,C,2020-09-01,2020-09-09,0.003906269666251738,0.002906269666251738,0.04799437146042522,0.022438083807393993,-0.005493339056631186,0.008399608722882923
within,C,2020-09-01,2020-09-09,0.003906269666251738,0.002906269666251738,0.04799437146042522,0.022438083807393993,-0.005493339056631186,0.008399608722882923
hold,C,2020-09-29,2020-10-06,0.04691193090261092,0.04591193090261092,0.2055464560309772,0.004037339610240597,0.020723021334781322,0.025188909567829598
within,C,2020-09-29,2020-10-06,0.04691193090261092,0.04591193090261092,0.2055464560309772,0.004037339610240597,0.020723021334781322,0.025188909567829598
hold,C,2021-12-07,2021-12-14,-0.035929997577513806,-0.03692999757751381,0.08505012468827644,0.02042345451916832,0.0037222701070169784,-0.040652267684530785
within,C,2021-12-07,2021-12-14,-0.035929997577513806,-0.03692999757751381,0.08505012468827644,0.02042345451916832,0.0037222701070169784,-0.040652267684530785
hold,C,2022-12-23,2023-01-03,0.03434255007892162,0.03334255007892162,0.06152361483539515,0.018468909681618892,-0.0010729913525315826,0.0344155414314532
within,C,2022-12-23,2023-01-03,0.03434255007892162,0.03334255007892162,0.06152361483539515,0.018468909681618892,-0.0010729913525315826,0.0344155414314532
hold,C,2023-02-27,2023-03-06,0.033881508180002795,0.032881508180002794,0.0389584304676582,0.003977863958056243,0.015936803355747875,0.01694470482425492
within,C,2023-02-27,2023-03-06,0.033881508180002795,0.032881508180002794,0.0389584304676582,0.003977863958056243,0.015936803355747875,0.01694470482425492
within,C,2023-05-19,2023-05-26,-0.024283671393653394,-0.025283671393653395,0.0388397996339161,0.016862286975747813,-0.01368047956419216,-0.011603191829461235
hold,C,2023-07-14,2023-07-21,0.028415346624549587,0.027415346624549586,0.04376162931871021,0.0015314313553125923,0.031134601456973776,-0.0037192548324241903
within,C,2023-07-14,2023-07-21,0.028415346624549587,0.027415346624549586,0.04376162931871021,0.0015314313553125923,0.031134601456973776,-0.0037192548324241903
hold,C,2025-08-06,2025-08-13,0.026238829402754682,0.02523882940275468,0.04513794658968141,0.006100260966694184,0.027713295270545224,-0.002474465867790543
within,C,2025-08-06,2025-08-13,0.026238829402754682,0.02523882940275468,0.04513794658968141,0.006100260966694184,0.027713295270545224,-0.002474465867790543
hold,C,2025-09-08,2025-09-15,0.040888616780458076,0.039888616780458075,0.02181150755707856,0.01745679059359567,0.017597647673781358,0.022290969106676717
within,C,2025-09-08,2025-09-15,0.040888616780458076,0.039888616780458075,0.02181150755707856,0.01745679059359567,0.017597647673781358,0.022290969106676717
within,C,2025-11-21,2025-12-01,0.04032426640352238,0.03932426640352238,0.04656161709851321,0.022283971153581612,0.02127635750240575,0.018047908901116627
hold,C,2026-01-21,2026-01-28,0.00298602364087297,0.00198602364087297,0.09246750281276105,0.045407206660039445,-0.010883190894557027,0.012869214535429996
within,C,2026-01-21,2026-01-28,0.00298602364087297,0.00198602364087297,0.09246750281276105,0.045407206660039445,-0.010883190894557027,0.012869214535429996
hold,C,2026-01-29,2026-02-05,0.00992433603863807,0.00892433603863807,0.06583616254457385,0.005414481593295194,0.006115713975982429,0.0028086220626556413
within,C,2026-01-29,2026-02-05,0.00992433603863807,0.00892433603863807,0.06583616254457385,0.005414481593295194,0.006115713975982429,0.0028086220626556413
hold,C,2026-03-03,2026-03-10,-0.016161135284730288,-0.01716113528473029,0.12195274327963036,0.05302056756649053,-0.014577862904728733,-0.0025832723800015556
within,C,2026-03-03,2026-03-10,-0.016161135284730288,-0.01716113528473029,0.12195274327963036,0.05302056756649053,-0.014577862904728733,-0.0025832723800015556
within,GS,2016-09-19,2016-09-26,-0.028457996369466332,-0.029457996369466333,0.03256453705299682,0.012452134534160544,0.0024555326766018126,-0.031913529046068145
within,GS,2018-01-09,2018-01-17,-0.0011419404228213414,-0.0021419404228213415,0.03002382177959578,0.019739757846750108,0.017226716620842186,-0.01936865704366353
within,GS,2018-06-01,2018-06-08,0.022071457299658315,0.021071457299658314,0.07171697463128417,0.014416314258838398,0.025635641234559303,-0.004564183934900989
within,GS,2018-07-05,2018-07-12,0.029355867427024895,0.028355867427024894,0.050177413557454205,0.01298357178366488,0.026845938167080696,0.0015099292599441982
hold,GS,2019-09-27,2019-10-04,-0.039096400853117386,-0.04009640085311739,0.0568376037254648,0.008654894419666789,-0.011389126537380334,-0.028707274315737052
within,GS,2019-09-27,2019-10-04,-0.039096400853117386,-0.04009640085311739,0.0568376037254648,0.008654894419666789,-0.011389126537380334,-0.028707274315737052
hold,GS,2021-04-01,2021-04-09,0.009675153124197866,0.008675153124197865,0.0661337705216743,0.015204906194368392,0.019183442293556396,-0.010508289169358531
within,GS,2021-04-01,2021-04-09,0.009675153124197866,0.008675153124197865,0.0661337705216743,0.015204906194368392,0.019183442293556396,-0.010508289169358531
hold,GS,2021-11-01,2021-11-08,-0.02006216688267204,-0.02106216688267204,0.01597924255818975,0.0035500982004240517,0.008193659317703883,-0.029255826200375923
within,GS,2021-11-01,2021-11-08,-0.02006216688267204,-0.02106216688267204,0.01597924255818975,0.0035500982004240517,0.008193659317703883,-0.029255826200375923
within,GS,2022-09-19,2022-09-26,-0.10357194823212457,-0.10457194823212457,0.04575005548074721,0.01644858992404982,-0.0673511948764004,-0.03722075335572417
hold,GS,2023-01-03,2023-01-10,0.032175775471512624,0.031175775471512623,0.07845505667481345,0.00014583628677661067,0.01024024621066788,0.020935529260844743
within,GS,2023-01-03,2023-01-10,0.032175775471512624,0.031175775471512623,0.07845505667481345,0.00014583628677661067,0.01024024621066788,0.020935529260844743
hold,GS,2023-08-25,2023-09-01,0.031173111160779587,0.030173111160779587,0.08841687947045648,0.007379901650575289,0.008320645415866856,0.02185246574491273
within,GS,2023-08-25,2023-09-01,0.031173111160779587,0.030173111160779587,0.08841687947045648,0.007379901650575289,0.008320645415866856,0.02185246574491273
hold,GS,2023-12-21,2023-12-29,0.01366352832332196,0.01266352832332196,0.018608838860748118,0.01297446551254091,0.011806938894161068,0.0008565894291608922
within,GS,2023-12-21,2023-12-29,0.01366352832332196,0.01266352832332196,0.018608838860748118,0.01297446551254091,0.011806938894161068,0.0008565894291608922
hold,GS,2024-06-17,2024-06-25,0.0159935735659118,0.0149935735659118,0.0384395085568723,0.005251110404652649,0.00866265420574952,0.006330919360162279
within,GS,2024-06-17,2024-06-25,0.0159935735659118,0.0149935735659118,0.0384395085568723,0.005251110404652649,0.00866265420574952,0.006330919360162279
hold,GS,2024-12-16,2024-12-23,-0.026521037975712147,-0.027521037975712148,0.03450695149519819,0.012019820607513509,-0.021730419290208136,-0.005790618685504012
within,GS,2024-12-16,2024-12-23,-0.026521037975712147,-0.027521037975712148,0.03450695149519819,0.012019820607513509,-0.021730419290208136,-0.005790618685504012
hold,APD,2017-06-14,2017-06-21,-0.014289635426515401,-0.015289635426515402,0.023643832273705326,0.009783473099933524,-0.006306843661313066,-0.008982791765202336
within,APD,2017-06-14,2017-06-21,-0.014289635426515401,-0.015289635426515402,0.023643832273705326,0.009783473099933524,-0.006306843661313066,-0.008982791765202336
hold,APD,2017-07-12,2017-07-19,0.01725460001078427,0.01625460001078427,0.015082865272445919,0.008647744425517027,0.0006754997909053095,0.01557910021987896
within,APD,2017-07-12,2017-07-19,0.01725460001078427,0.01625460001078427,0.015082865272445919,0.008647744425517027,0.0006754997909053095,0.01557910021987896
hold,APD,2018-01-19,2018-01-26,0.012217020565497005,0.011217020565497005,0.020184313055526523,0.009897152185123582,0.03144648019585894,-0.020229459630361935
within,APD,2018-01-19,2018-01-26,0.012217020565497005,0.011217020565497005,0.020184313055526523,0.009897152185123582,0.03144648019585894,-0.020229459630361935
hold,APD,2018-09-10,2018-09-17,0.016199028577631447,0.015199028577631446,0.023751139004886103,0.007312674657078655,0.002275129124353459,0.012923899453277987
