stock,L1_date,H1_date,L2_date,entry_date,exit_date,rise1,drop2,ret,ret_net,bench_ret,excess_ret
UPS,2025-07-30,2025-08-12,2025-08-21,2025-08-22,2025-08-29,0.002867501150012681,-0.003968647260264238,-0.015536993386273679,-0.01653699338627368,-0.00603556152545881,-0.01050143186081487
UPS,2025-09-04,2025-09-16,2025-09-24,2025-10-02,2025-10-09,0.008522625562294644,0.015258114933332468,-0.0033890375258848193,-0.004389037525884819,0.0006571801594588145,-0.005046217685343634
UPS,2025-09-24,2025-09-29,2025-10-09,2025-10-16,2025-10-23,0.007151285322281232,-0.009230804165797886,0.016230689979011004,0.015230689979011003,0.025311131646802876,-0.010080441667791873
UPS,2025-11-18,2025-11-21,2025-12-04,2025-12-05,2025-12-12,0.01971344184866096,-0.0010564864842503817,0.0637713067110901,0.0627713067110901,0.004246146880528601,0.0585251598305615
UPS,2026-03-12,2026-03-24,2026-03-27,2026-04-08,2026-04-15,0.005618556066034902,0.036976791834615066,0.031060316041491287,0.030060316041491286,0.013260751506139146,0.01679956453535214
MRK,2015-07-22,2015-07-29,2015-08-06,2015-08-13,2015-08-20,0.007052846204590415,0.0018789136589286357,-0.03441809151864672,-0.03541809151864672,-0.03152807053733042,-0.0038900209813163
MRK,2015-09-25,2015-10-02,2015-10-13,2015-10-15,2015-10-22,0.010887091214171868,0.013362511756416442,0.025433950744254252,0.02443395074425425,0.0191820737272399,0.00525187701701435
MRK,2015-11-11,2015-11-18,2015-11-24,2015-12-01,2015-12-08,0.009493711505334793,0.013829652848143728,-0.020157622292263366,-0.021157622292263367,-0.020815641205888857,-0.00034198108637450986
MRK,2016-09-09,2016-09-21,2016-09-29,2016-10-05,2016-10-12,0.010718058495163737,0.012599657987898314,-0.018152913454231756,-0.019152913454231757,-0.02034558353437621,0.0011926700801444534
MRK,2016-12-21,2017-01-03,2017-01-10,2017-01-11,2017-01-19,0.012115259804381646,0.003824038380377157,-0.021093927245829813,-0.022093927245829814,-0.012190591089714431,-0.009903336156115383
MRK,2017-11-20,2017-11-28,2017-12-06,2017-12-08,2017-12-15,0.015342203651422656,0.010558887724012627,0.020665607378109074,0.019665607378109073,0.006957889693204988,0.012707717684904085
MRK,2018-02-06,2018-02-15,2018-02-21,2018-02-26,2018-03-05,0.00955642683056056,0.025719060555797202,-0.02961119166847681,-0.03061119166847681,-0.015630378066421313,-0.014980813602055498
MRK,2018-02-28,2018-03-08,2018-03-19,2018-03-20,2018-03-27,0.009959388210248677,-0.006350128207415262,-0.01628831975072975,-0.017288319750729753,-0.046220969369374476,0.028932649618644724
MRK,2018-03-19,2018-03-28,2018-04-02,2018-04-09,2018-04-16,0.00842026813625199,0.033036893345526085,0.04433758772539709,0.043337587725397086,0.0317216637445914,0.011615923980805687
MRK,2018-05-02,2018-05-09,2018-05-21,2018-05-22,2018-05-30,0.011343838685167784,-0.010698829074134808,0.02172822700846533,0.020728227008465328,0.0037118423723037086,0.01701638463616162
MRK,2018-06-26,2018-07-05,2018-07-19,2018-07-20,2018-07-27,0.015151663899467475,-0.014113917607982175,0.015515282709640976,0.014515282709640975,0.01901293620116995,-0.0044976534915289745
MRK,2018-10-10,2018-10-17,2018-10-24,2018-10-30,2018-11-06,0.019446133319577615,0.017822134559823594,0.006037944287403452,0.005037944287403452,0.030051682093192422,-0.02501373780578897
MRK,2019-01-24,2019-01-31,2019-02-11,2019-02-12,2019-02-20,0.017220110855087064,-0.03063303283082515,0.011589253070035,0.010589253070034998,0.010064283537192686,0.0005249695328423121
MRK,2019-05-07,2019-05-16,2019-05-29,2019-05-30,2019-06-06,0.01578902776505903,-0.0029065456349295976,0.022088659048523862,0.02108865904852386,0.03247069377177536,-0.0113820347232515
MRK,2019-09-09,2019-09-18,2019-09-27,2019-09-30,2019-10-07,0.0012188165430964556,0.0013249258398178364,0.002494478484739382,0.001494478484739382,-0.01728056380954668,0.01877504229428606
MRK,2020-02-24,2020-03-02,2020-03-09,2020-03-10,2020-03-17,0.0004918947777130654,0.029618026659862275,-0.08442702097323573,-0.08542702097323573,-0.08954980688405512,0.004122785910819382
MRK,2020-04-30,2020-05-14,2020-05-20,2020-05-29,2020-06-05,0.008949021086710727,0.03947557530772302,0.019078349808708372,0.01807834980870837,0.05610003049615031,-0.03802168068744194
MRK,2020-06-11,2020-06-19,2020-06-24,2020-07-01,2020-07-09,0.015116210359078324,0.026059572679499154,-0.018304928972472934,-0.019304928972472934,0.004957895944515789,-0.024262824916988723
MRK,2020-06-24,2020-06-30,2020-07-09,2020-07-13,2020-07-20,0.01924357261334316,0.00827607579473539,0.026632156054984257,0.025632156054984256,0.027902409013442542,-0.0022702529584582853
MRK,2020-12-14,2020-12-29,2021-01-13,2021-01-14,2021-01-22,0.013695207796627688,-0.011299248533659748,-0.01448242106224984,-0.01548242106224984,-0.0002477422545099639,-0.015234678807739876
MRK,2021-07-19,2021-07-27,2021-08-02,2021-08-16,2021-08-23,0.010382245012926292,0.02145122288308648,0.005774082753603915,0.004774082753603915,-0.00964448802519724,0.014418570778801154
MRK,2021-08-04,2021-08-12,2021-08-24,2021-08-25,2021-09-01,0.007419527997089896,-0.022093472474285603,-0.011547609944552395,-0.012547609944552396,0.004150846254568963,-0.01669845619912136
MRK,2022-02-07,2022-02-15,2022-02-17,2022-03-04,2022-03-11,0.0029647279447489227,0.018635240205913582,0.0055251256926773795,0.0045251256926773795,-0.030272170979523838,0.03479729667220122
MRK,2022-06-09,2022-06-21,2022-06-30,2022-07-01,2022-07-11,0.008527852357414739,-0.03566958002874118,0.020341795755198788,0.019341795755198787,0.010102950899159246,0.00923884485603954
MRK,2022-07-29,2022-08-09,2022-08-23,2022-08-24,2022-08-31,0.0020148095772359663,-0.007596101237375577,-0.05166103660473309,-0.05266103660473309,-0.04618751060317072,-0.006473526001562369
MRK,2022-08-30,2022-09-08,2022-09-13,2022-09-14,2022-09-21,0.006215176906720226,0.013040423063266856,-0.027832136927171458,-0.02883213692717146,-0.04422593506420136,0.015393798137029902
MRK,2023-05-25,2023-06-02,2023-06-07,2023-06-22,2023-06-29,0.001958934213628861,0.03474937697147402,-0.0015828577358406593,-0.0025828577358406593,0.0038850869622142348,-0.006467944698054894
MRK,2023-09-27,2023-10-09,2023-10-18,2023-10-26,2023-11-02,0.0053875044258436125,0.024019173673735697,-0.02558043474042271,-0.02658043474042271,0.03911657965594917,-0.06569701439637188
MRK,2023-11-09,2023-11-20,2023-11-28,2023-12-01,2023-12-08,0.002930167166432891,0.024347371124208206,0.002803177958568881,0.001803177958568881,0.0005889312309010908,0.0012142467276677902
MRK,2024-04-08,2024-04-22,2024-05-03,2024-05-06,2024-05-13,0.00300241334833443,-0.00449036617958333,0.013482801443475578,0.012482801443475577,0.02152761087801025,-0.009044809434534673
MRK,2024-12-20,2025-01-06,2025-01-17,2025-02-03,2025-02-10,0.017032114162373543,0.018050619906693956,-0.13418177204584336,-0.13518177204584336,-0.008489504116187208,-0.12669226792965615
MRK,2025-05-08,2025-05-20,2025-05-28,2025-06-04,2025-06-11,0.004120949831121212,0.023085839073081597,0.026191383146805913,0.025191383146805912,0.027181272342832186,-0.0019898891960262732
MRK,2025-07-30,2025-08-13,2025-08-27,2025-08-28,2025-09-05,0.011743119408462819,-0.01644299378915698,0.01802665544260007,0.01702665544260007,-0.008040390786169027,0.025067046228769096
MRK,2025-10-10,2025-10-20,2025-10-28,2025-10-29,2025-11-05,0.0038376654719246275,-0.008225260055943814,-0.025294589537549705,-0.026294589537549706,-0.008338338385672328,-0.017956251151877378
MRK,2026-04-24,2026-05-01,2026-05-08,2026-05-12,2026-05-19,0.002323513288586747,0.006954381268469054,0.016641411447248844,0.015641411447248843,0.0018644687503395208,0.013776942696909322
CRM,2015-10-30,2015-11-02,2015-11-09,2015-11-19,2015-11-27,0.019173968546247193,0.012373703435773103,-0.008308514074424012,-0.009308514074424012,0.001854604493858547,-0.01116311856828256
CRM,2017-06-09,2017-06-19,2017-06-29,2017-07-07,2017-07-14,0.003093712355935237,0.008453248144790208,0.023658077833019986,0.022658077833019985,0.017059408956337396,0.005598668876682589
CRM,2017-11-29,2017-12-11,2017-12-20,2018-01-03,2018-01-10,0.009755637073448562,0.011000708113270457,0.033336683392594324,0.03233668339259432,0.01765716413334162,0.014679519259252705
CRM,2019-02-20,2019-02-22,2019-03-04,2019-03-15,2019-03-22,0.017472117938169246,0.017420022788661196,-6.19076470771418e-05,-0.0010619076470771418,-0.0018638797876308066,0.0008019721405536648
CRM,2019-03-04,2019-03-13,2019-03-22,2019-03-25,2019-04-01,0.008264795241223475,-0.010575147847926956,0.001864791996385895,0.000864791996385895,0.028471179174843098,-0.027606387178457203
CRM,2019-03-26,2019-04-01,2019-04-09,2019-04-23,2019-04-30,0.011166890227544326,0.026119756852218946,0.02555342494343882,0.024553424943438817,-0.00108865344157838,0.025642078385017197
CRM,2019-08-05,2019-08-13,2019-08-14,2019-08-16,2019-08-23,0.007421727800878849,0.02891290786543667,0.05337388379336416,0.05237388379336416,-0.005796425889152745,0.05817030968251691
CRM,2019-09-27,2019-10-07,2019-10-17,2019-10-25,2019-11-01,0.0036421978502369275,0.01767432372540764,0.0614656506880773,0.0604656506880773,0.016979201324375914,0.043486449363701385
CRM,2020-12-02,2020-12-16,2020-12-24,2020-12-28,2021-01-05,0.012863577770211763,-0.009659172813765961,-0.013888749482996454,-0.014888749482996455,0.011543272364664015,-0.02643202184766047
CRM,2021-03-02,2021-03-11,2021-03-18,2021-04-01,2021-04-09,0.011617580866878337,0.029960785996731135,0.05742496544742037,0.05642496544742037,0.019534656904511616,0.036890308542908756
CRM,2021-06-23,2021-06-28,2021-07-12,2021-07-22,2021-07-29,0.011288405017126052,0.006787369012158082,-0.017077408574992847,-0.018077408574992848,0.006660839838128263,-0.02473824841312111
CRM,2022-02-11,2022-02-25,2022-03-04,2022-03-17,2022-03-24,0.0009138572487361911,0.02441248905893257,0.016966815530925494,0.015966815530925493,0.010373041358296753,0.0055937741726287404
CRM,2022-03-04,2022-03-16,2022-03-25,2022-03-28,2022-04-04,0.012610190471485193,-0.026560485039785583,0.016582925825068706,0.015582925825068705,-0.004215263778761136,0.01979818960382984
CRM,2022-05-12,2022-05-26,2022-06-10,2022-06-13,2022-06-21,0.012716617437340205,-0.09842419258211484,0.004818342782671126,0.0038183427826711256,-0.0031355228643853428,0.006953865647056468
CRM,2022-09-20,2022-09-28,2022-09-30,2022-10-04,2022-10-11,0.00246995112519592,0.042152250816827226,-0.08450505644780726,-0.08550505644780726,-0.04149190051575269,-0.04401315593205457
CRM,2023-02-17,2023-03-01,2023-03-09,2023-03-10,2023-03-17,0.013198599221658006,-0.06794144806886303,0.06738659654313706,0.06638659654313706,-0.0013821719150018952,0.06776876845813895
CRM,2023-04-05,2023-04-17,2023-04-24,2023-04-28,2023-05-05,0.009062455986479683,0.010959937622920074,-0.003931694066603653,-0.004931694066603653,-0.018363206576081814,0.01343151250947816
CRM,2023-09-22,2023-10-06,2023-10-13,2023-10-16,2023-10-23,0.004505102382869673,0.013358404244597066,-0.03131455431969865,-0.03231455431969865,-0.029063289539809745,-0.003251264779888907
CRM,2024-07-09,2024-07-16,2024-07-18,2024-07-23,2024-07-30,0.014261486278137527,0.033902241607409386,0.007302968335294313,0.006302968335294313,0.00438055462279574,0.0019224137124985727
CRM,2025-05-29,2025-06-05,2025-06-13,2025-06-24,2025-07-01,0.0008243784653742535,0.032716968971060016,0.002728962922463163,0.0017289629224631628,0.022367602721662605,-0.020638639799199443
CRM,2025-08-07,2025-08-15,2025-08-26,2025-08-27,2025-09-04,0.0064763127362598896,-0.005362062233417311,-0.024584275127075506,-0.025584275127075506,-0.011283698749288473,-0.014300576377787033
CRM,2026-03-24,2026-03-31,2026-04-07,2026-04-20,2026-04-27,0.019943139760380462,0.019874579176884184,-0.03269450154682407,-0.033694501546824074,0.00492553468179735,-0.038620036228621424
CRM,2026-05-11,2026-05-18,2026-05-28,2026-05-29,2026-06-05,0.011211859434718583,0.01844218814693263,-0.02846672720249188,-0.029466727202491882,-0.020983699443671955,-0.008483027758819928
XOM,2016-10-28,2016-11-07,2016-11-17,2016-11-18,2016-11-28,0.007902805712614409,-0.0062580260747075196,0.013953730745332349,0.012953730745332348,0.0062121212511847546,0.0067416094941475935
XOM,2017-02-01,2017-02-13,2017-02-17,2017-03-01,2017-03-08,0.009874394893634352,0.01493969874859527,-0.0239698816970646,-0.0249698816970646,-0.011617502095529697,-0.013352379601534903
XOM,2017-03-08,2017-03-15,2017-03-24,2017-03-29,2017-04-05,0.011970752343094708,0.009390315729253943,0.006217823964271174,0.005217823964271174,-0.004830018059340135,0.010047842023611309
XOM,2018-01-10,2018-01-12,2018-01-29,2018-02-01,2018-02-08,0.016728600183457308,-0.005598757686487904,-0.14595239059624288,-0.14695239059624288,-0.08856431635276685,-0.05838807424347603
XOM,2018-05-24,2018-06-01,2018-06-13,2018-06-14,2018-06-21,0.01943475217237038,0.00391050375418439,-0.02686535557536529,-0.02786535557536529,-0.01840481852061171,-0.009460537054753582
XOM,2019-10-01,2019-10-11,2019-10-18,2019-10-22,2019-10-29,0.00043550269923380654,0.01986086876761506,-0.009408158280943879,-0.01040815828094388,0.012408794752082342,-0.02281695303302622
XOM,2019-10-28,2019-11-01,2019-11-11,2019-11-12,2019-11-19,0.013986059044803585,-0.022820096469272473,-0.022344189619116328,-0.02334418961911633,0.0024286898447261063,-0.025772879463842435
XOM,2019-11-12,2019-11-21,2019-11-29,2019-12-12,2019-12-19,0.0043246579542556545,0.022104445130402,-0.013505582125037496,-0.014505582125037497,0.0027418734822313162,-0.017247455607268813
XOM,2020-07-07,2020-07-14,2020-07-20,2020-07-21,2020-07-28,0.01919547242813326,0.035625474628186535,-0.024636178814937404,-0.025636178814937405,-0.009181427672549591,-0.016454751142387813
XOM,2021-08-17,2021-08-27,2021-08-31,2021-09-15,2021-09-22,0.0037796436422481675,0.02241340567753245,-0.02144621635979649,-0.02244621635979649,-0.01785831713177366,-0.004587899228022829
XOM,2021-08-31,2021-09-13,2021-09-20,2021-09-23,2021-09-30,0.01559055659049056,0.03034140006288322,0.030483518743011695,0.029483518743011694,-0.024192340227539466,0.05367585897055116
XOM,2022-02-15,2022-02-28,2022-03-14,2022-03-17,2022-03-24,0.005513444495610722,-0.04412150363990045,0.055710001010997434,0.05471000101099743,0.010373041358296753,0.04433695965270068
XOM,2023-05-04,2023-05-18,2023-05-30,2023-06-06,2023-06-13,0.00610904555065466,0.016356100249722238,0.0027321049723270097,0.0017321049723270096,0.02110838060603437,-0.019376275633707363
XOM,2023-05-30,2023-06-02,2023-06-14,2023-06-15,2023-06-23,0.01653203951586933,0.005673298008590852,-0.03295843160141021,-0.03395843160141021,-0.025150274733995337,-0.008808156867414874
XOM,2023-06-14,2023-06-28,2023-07-06,2023-07-11,2023-07-18,0.00228246091519773,0.0235295984209601,-0.047655178236509,-0.048655178236509,0.01373055868225781,-0.06238573691876681
XOM,2023-12-05,2023-12-14,2023-12-28,2024-01-02,2024-01-09,0.011350156797933018,0.013683872821345797,-0.026279796715993342,-0.027279796715993343,0.0025650247283948158,-0.02984482144438816
XOM,2024-06-12,2024-06-20,2024-07-02,2024-07-03,2024-07-11,0.007301885841266218,-0.021836392098432324,-0.013157925762146805,-0.014157925762146806,0.009842782854547982,-0.024000708616694788
XOM,2024-07-02,2024-07-15,2024-07-23,2024-07-25,2024-08-01,0.009020991144183754,0.015623781160304074,-0.004087638112017955,-0.005087638112017955,0.014749511740269394,-0.01983714985228735
XOM,2024-09-04,2024-09-17,2024-09-26,2024-09-27,2024-10-04,0.0010520620223082506,0.01208606927862661,0.0777932727045938,0.0767932727045938,-0.0011063167224137915,0.07789958942700759
XOM,2024-10-15,2024-10-22,2024-10-24,2024-11-06,2024-11-13,0.0029081628963239623,0.009196350142516537,0.0038841265495044297,0.0028841265495044297,-0.002657008610951528,0.0055411351604559575
XOM,2024-10-24,2024-11-06,2024-11-15,2024-11-18,2024-11-25,0.011790308954945714,0.005864609581652203,-0.0028260713430451334,-0.0038260713430451334,0.0142829022323272,-0.018108973575372334
XOM,2024-12-18,2024-12-31,2025-01-08,2025-01-13,2025-01-21,0.010806302162518936,0.005949761205519859,0.019946937798340114,0.018946937798340113,0.047221916166664046,-0.028274978368323933
XOM,2025-01-22,2025-02-04,2025-02-12,2025-02-18,2025-02-25,0.003925754007001904,0.01500341440268204,-0.003722451528121118,-0.004722451528121118,-0.009598333819326621,0.004875882291205503
XOM,2025-02-25,2025-02-28,2025-03-03,2025-03-10,2025-03-17,0.014581066170321783,0.03206676960491265,0.017531242311015438,0.016531242311015437,0.005244821449957415,0.011286420861058022
XOM,2025-11-24,2025-12-03,2025-12-16,2025-12-22,2025-12-30,0.015779901697058823,0.02648555018616758,0.02403724929197204,0.02303724929197204,0.006050967207132718,0.01698628208483932
XOM,2026-04-14,2026-04-28,2026-05-06,2026-05-12,2026-05-19,0.008844759657842248,0.01242029932240496,0.08645886314540419,0.08545886314540418,0.0018644687503395208,0.08359439439506466
XOM,2026-05-06,2026-05-13,2026-05-26,2026-06-03,2026-06-10,0.019369247957486777,0.004903267927184441,-0.012522181061903948,-0.013522181061903948,-0.03230689190800007,0.01878471084609612
ORCL,2015-07-21,2015-07-29,2015-08-06,2015-08-10,2015-08-17,0.005559591548656969,0.011811595071205085,-0.0042619993543348,-0.0052619993543348,-0.005081982398753571,-0.00018001695558122945
ORCL,2015-09-23,2015-09-30,2015-10-14,2015-10-15,2015-10-22,0.0036119026815940314,-0.03566108936202644,0.00639165544180198,0.00539165544180198,0.0191820737272399,-0.013790418285437922
ORCL,2015-11-12,2015-11-19,2015-11-30,2015-12-01,2015-12-08,0.010095698579917274,0.0012814839632518027,-0.01274533036480574,-0.013745330364805741,-0.020815641205888857,0.007070310841083116
ORCL,2016-03-28,2016-04-01,2016-04-05,2016-04-13,2016-04-20,0.013293908662004071,0.015306172778212527,-0.005083985402938085,-0.006083985402938085,0.010233060467901955,-0.01631704587084004
ORCL,2016-04-29,2016-05-10,2016-05-17,2016-05-25,2016-06-02,0.004013981632685607,0.010494507325417365,-0.03663091021815312,-0.037630910218153124,0.006473750516561516,-0.04410466073471464
ORCL,2016-07-19,2016-07-28,2016-08-02,2016-08-11,2016-08-18,0.0026775261275770314,0.01165288271591929,-0.0033912318289123222,-0.004391231828912322,0.005332853834792539,-0.009724085663704862
ORCL,2017-06-09,2017-06-16,2017-06-29,2017-06-30,2017-07-10,0.0013322680371697924,-0.11332880841952278,-0.010370894645115314,-0.011370894645115315,-0.0033241212039176737,-0.008046773441197641
ORCL,2017-11-15,2017-11-30,2017-12-04,2017-12-08,2017-12-15,0.0049159889848973265,0.013452813589204825,-0.0262095632229713,-0.0272095632229713,0.006957889693204988,-0.03416745291617629
ORCL,2018-03-22,2018-04-05,2018-04-06,2018-04-13,2018-04-20,0.0015252379661533275,0.024586299184409383,0.007408887717851309,0.006408887717851309,0.007620757861138472,-0.0012118701432871628
ORCL,2018-08-13,2018-08-17,2018-08-30,2018-08-31,2018-09-10,0.007290000919628656,-0.00041345525353901283,0.005764015834107683,0.004764015834107683,0.0004355398767179608,0.004328475957389722
ORCL,2019-09-16,2019-09-23,2019-10-02,2019-10-04,2019-10-11,0.01655987993014828,0.016105183687287247,0.03633913700883551,0.03533913700883551,0.007574913769154978,0.02776422323968053
ORCL,2020-05-21,2020-05-27,2020-06-04,2020-06-05,2020-06-12,0.018766680791979587,0.006578792907365825,-0.039273684575064305,-0.040273684575064306,-0.05700859983799911,0.016734915262934802
ORCL,2020-07-27,2020-08-03,2020-08-10,2020-08-19,2020-08-26,0.011564743934122606,0.018578203221996388,0.022953710519989068,0.021953710519989067,0.026441465495525396,-0.004487754975536329
ORCL,2021-04-22,2021-04-29,2021-05-11,2021-05-12,2021-05-19,0.013356138604935322,-0.023988597793559472,0.025928502450932367,0.024928502450932366,0.024577476508546692,0.0003510259423856743
ORCL,2021-08-18,2021-08-27,2021-09-07,2021-09-08,2021-09-15,0.004609695896797135,0.007050930327659591,-0.019447723263234518,-0.02044772326323452,-0.004457397785369799,-0.01599032547786472
ORCL,2021-12-28,2022-01-04,2022-01-05,2022-01-10,2022-01-18,0.002143407867131648,0.026789718670053312,-0.04177834201731989,-0.04277834201731989,-0.01622607315652158,-0.02655226886079831
ORCL,2022-01-21,2022-02-02,2022-02-07,2022-02-09,2022-02-16,0.0034055758370866184,0.021333415836357218,-0.0510482698566147,-0.052048269856614704,-0.025109128691482296,-0.026939141165132408
ORCL,2022-02-17,2022-02-25,2022-03-07,2022-03-10,2022-03-17,0.010856571322332038,0.026588055947998315,0.051533132822107586,0.050533132822107585,0.034206800546748184,0.0163263322753594
ORCL,2022-09-23,2022-10-04,2022-10-10,2022-10-17,2022-10-24,0.017660841069671453,0.047495774164966004,0.08803384211252685,0.08703384211252685,0.046482359869331136,0.04055148224319571
ORCL,2023-02-07,2023-02-13,2023-02-21,2023-03-06,2023-03-13,0.019147763448204118,0.03600976083600383,-0.05359913151954965,-0.05459913151954965,-0.04799188359752693,-0.006607247922022719
ORCL,2023-06-23,2023-06-30,2023-07-05,2023-07-14,2023-07-21,0.003793033715001028,0.026282744040993625,-0.013582556490665532,-0.014582556490665533,0.019893386138033042,-0.034475942628698575
ORCL,2024-02-15,2024-03-01,2024-03-05,2024-03-07,2024-03-14,0.008866791002057279,0.024960354290140825,0.0959488779626958,0.0949488779626958,-0.0018772315308462906,0.09682610949354209
ORCL,2024-04-18,2024-04-26,2024-04-30,2024-05-06,2024-05-13,0.010431095787455049,0.029519686194980722,-0.016646759896468466,-0.017646759896468467,0.02152761087801025,-0.03917437077447872
ORCL,2024-10-21,2024-10-30,2024-10-31,2024-11-06,2024-11-13,0.004604094605964289,0.03849681146011462,0.046292228821213754,0.045292228821213754,-0.002657008610951528,0.04794923743216528
ORCL,2025-12-12,2025-12-19,2025-12-31,2026-01-02,2026-01-09,0.010527993213815498,-0.015314882605428001,0.01703937444729875,0.01603937444729875,0.036972416200554026,-0.020933041753255277
ORCL,2026-03-24,2026-03-31,2026-04-09,2026-04-13,2026-04-20,0.00013600985120814773,0.05960515714312871,0.14111306169203597,0.14011306169203597,0.021868348205071886,0.11824471348696408
TXN,2015-10-29,2015-11-05,2015-11-12,2015-11-18,2015-11-25,0.014672065830771982,0.012718088224713946,-0.011904666375611384,-0.012904666375611384,0.005205721988758905,-0.01811038836437029
TXN,2016-01-13,2016-01-22,2016-02-03,2016-02-04,2016-02-11,0.009634490725851168,-0.0065548278171407275,-0.017167371781068308,-0.01816737178106831,-0.03250676419077114,0.014339392409702834
TXN,2016-02-03,2016-02-12,2016-02-23,2016-02-24,2016-03-02,0.017711491421810235,-0.02150956156302351,0.03736194349522037,0.03636194349522037,0.03340722299432031,0.0029547205009000654
TXN,2016-08-02,2016-08-05,2016-08-16,2016-08-19,2016-08-26,0.018882168186689106,0.004704618605138152,-0.0074003672679208155,-0.008400367267920816,-0.005244527302978308,-0.0031558399649425084
TXN,2016-09-08,2016-09-15,2016-09-23,2016-09-27,2016-10-04,0.0033338618948654778,0.0034671365518284367,0.0020156841042857643,0.0010156841042857643,-0.001263123663545307,0.002278807767831071
TXN,2016-10-11,2016-10-18,2016-11-01,2016-11-07,2016-11-14,0.007125978025554825,-0.0027438229774812343,0.014635875872401893,0.013635875872401892,0.018681211812695553,-0.00504533594029366
TXN,2017-02-09,2017-02-16,2017-02-28,2017-03-01,2017-03-08,0.012615850383704367,-0.004852888113161324,0.015226831727324086,0.014226831727324085,-0.011617502095529697,0.025844333822853782
TXN,2017-04-05,2017-04-20,2017-04-28,2017-05-10,2017-05-17,0.008491740941221737,0.013483037348636883,-0.022487368293776178,-0.02348736829377618,-0.019938332573320228,-0.003549035720455951
TXN,2017-04-28,2017-05-10,2017-05-17,2017-05-25,2017-06-02,0.0165445978333527,0.022487368293776174,0.010397414533151572,0.009397414533151571,0.01818108613868663,-0.00878367160553506
TXN,2018-03-22,2018-04-04,2018-04-06,2018-04-12,2018-04-19,0.002983985818865277,0.04558123245082293,-0.0282997721005247,-0.0292997721005247,0.012763196888071482,-0.04206296898859618
TXN,2018-07-25,2018-08-03,2018-08-10,2018-08-24,2018-08-31,0.0021617185174786736,0.02437081156413893,-0.01091135288008982,-0.01191135288008982,0.007172902295151218,-0.01908425517524104
TXN,2018-09-11,2018-09-19,2018-09-26,2018-10-01,2018-10-08,0.012446585552488858,0.010710594291126299,-0.05392637512872289,-0.05492637512872289,-0.017967648348062193,-0.0369587267806607
TXN,2018-10-19,2018-11-01,2018-11-12,2018-11-15,2018-11-23,0.001837370513462248,0.04231553190676547,-0.029195502900046022,-0.030195502900046023,-0.040096067924130785,0.009900565024084762
TXN,2019-02-27,2019-03-13,2019-03-25,2019-03-26,2019-04-02,0.01768989599352525,0.0043688654219046314,0.018000509232460882,0.01700050923246088,0.014524087648343453,0.0024764215841174275
TXN,2019-08-01,2019-08-08,2019-08-15,2019-08-19,2019-08-26,0.006966334392314929,0.035878144455777465,-0.023515281419601908,-0.02451528141960191,-0.008097793339223447,-0.016417488080378462
TXN,2019-11-11,2019-11-25,2019-12-03,2019-12-04,2019-12-11,0.007876168470738427,0.010587388925427207,0.028600119052046846,0.027600119052046845,0.014601750091808308,0.012998368960238538
TXN,2019-12-30,2020-01-02,2020-01-06,2020-01-08,2020-01-15,0.014961408336145506,0.020143410992323047,-0.004547115187483852,-0.005547115187483852,0.01052434934447466,-0.016071464531958513
TXN,2020-01-15,2020-01-17,2020-01-27,2020-02-05,2020-02-12,0.01958672241609223,0.0409262943118197,-0.0001509852373287046,-0.0011509852373287046,0.012455005447778333,-0.013605990685107039
TXN,2020-06-11,2020-06-23,2020-06-24,2020-06-30,2020-07-08,0.016130525287462387,0.020770783782486913,0.018035602971332887,0.017035602971332886,0.010286382656068183,0.0067492203152647035
TXN,2020-09-04,2020-09-15,2020-09-21,2020-09-28,2020-10-05,0.0012101792520713942,0.026024002195733562,0.015076697248358473,0.014076697248358472,0.013273201576260663,0.0008034956720978093
TXN,2022-06-13,2022-06-24,2022-07-01,2022-07-14,2022-07-21,0.015762517762520908,0.04751545849353994,0.055052163424754275,0.054052163424754274,0.05406806816053167,-1.5904735777394485e-05
TXN,2022-12-19,2023-01-04,2023-01-17,2023-01-18,2023-01-25,0.009307355532972197,-0.036826544981276195,0.007366689798099291,0.006366689798099291,0.017583386238221754,-0.011216696440122464
TXN,2023-01-17,2023-01-31,2023-02-08,2023-02-15,2023-02-23,0.01751962965804752,0.0040065787068350915,-0.03742289402466081,-0.038422894024660814,-0.030341795471968358,-0.008081098552692456
TXN,2023-02-21,2023-03-02,2023-03-10,2023-03-14,2023-03-21,0.01944254212631487,0.01401642748485214,0.015250894408952664,0.014250894408952663,0.015306076721459672,-0.0010551823125070081
TXN,2023-08-04,2023-08-14,2023-08-16,2023-08-29,2023-09-06,0.012111064783447126,0.027921095672375,-0.01546678755690356,-0.01646678755690356,-0.004149524483826883,-0.012317263073076679
TXN,2023-10-25,2023-11-01,2023-11-09,2023-11-10,2023-11-17,0.018988175967643094,-0.0006986339755219185,0.050478770827468544,0.04947877082746854,0.040953398797542784,0.00852537202992576
TXN,2024-01-31,2024-02-08,2024-02-13,2024-02-15,2024-02-23,0.0005622082338851591,0.02097265430102206,0.018542841580467373,0.017542841580467372,0.016792218160116335,0.0007506234203510376
TXN,2024-03-14,2024-03-21,2024-04-04,2024-04-09,2024-04-16,0.008472749324773314,0.023524097777717162,-0.033840763693749776,-0.03484076369374978,-0.033520736038980536,-0.0013200276547692402
TXN,2024-05-29,2024-06-05,2024-06-14,2024-06-18,2024-06-26,0.006002826093654112,0.011118062912357394,-0.016050925916354264,-0.017050925916354265,-0.0011462461081938047,-0.01590467980816046
