variant,stock,entry_date,exit_date,exit_reason,ret,ret_net,touch_gap,provisional_sessions,bench_ret,excess_ret
conf2,PEP,2023-01-09,2023-01-17,hold_days,-0.018234581078388934,-0.019234581078388935,96,2,0.01781814399578785,-0.037052725074176784
base,PEP,2023-01-26,2023-02-02,hold_days,-0.0014686677915473068,-0.0024686677915473068,98,3,0.04472062183870329,-0.0471892896302506
conf2,PEP,2023-01-26,2023-02-02,hold_days,-0.0014686677915473068,-0.0024686677915473068,98,3,0.04472062183870329,-0.0471892896302506
base,PEP,2023-06-01,2023-06-08,hold_days,-0.0004940907888300039,-0.001494090788830004,105,2,0.00898305656084597,-0.010477147349675975
conf2,PEP,2023-06-01,2023-06-08,hold_days,-0.0004940907888300039,-0.001494090788830004,105,2,0.00898305656084597,-0.010477147349675975
base,PEP,2023-06-09,2023-06-16,hold_days,0.0202358211775171,0.0192358211775171,111,2,0.03463751975246332,-0.015401698574946221
conf2,PEP,2023-06-09,2023-06-16,hold_days,0.0202358211775171,0.0192358211775171,111,2,0.03463751975246332,-0.015401698574946221
base,PEP,2023-12-11,2023-12-18,hold_days,0.006495084040305965,0.005495084040305965,196,1,0.01996556333364241,-0.014470479293336447
base,PEP,2024-02-13,2024-02-21,hold_days,-0.00029607598890679654,-0.0012960759889067966,13,2,0.01131031092920165,-0.012606386918108448
gap60,PEP,2024-02-13,2024-02-21,hold_days,-0.00029607598890679654,-0.0012960759889067966,13,2,0.01131031092920165,-0.012606386918108448
conf2,PEP,2024-02-13,2024-02-21,hold_days,-0.00029607598890679654,-0.0012960759889067966,13,2,0.01131031092920165,-0.012606386918108448
gap60+conf2,PEP,2024-02-13,2024-02-21,hold_days,-0.00029607598890679654,-0.0012960759889067966,13,2,0.01131031092920165,-0.012606386918108448
base,PEP,2024-08-15,2024-08-22,hold_days,0.018664369213224896,0.017664369213224895,127,3,0.006548269934416817,0.011116099278808078
gap60,PEP,2024-08-15,2024-08-22,hold_days,0.018664369213224896,0.017664369213224895,17,3,0.006548269934416817,0.011116099278808078
conf2,PEP,2024-08-15,2024-08-22,hold_days,0.018664369213224896,0.017664369213224895,127,3,0.006548269934416817,0.011116099278808078
gap60+conf2,PEP,2024-08-15,2024-08-22,hold_days,0.018664369213224896,0.017664369213224895,17,3,0.006548269934416817,0.011116099278808078
base,PEP,2024-12-27,2025-01-06,hold_days,-0.04329897524660564,-0.04429897524660564,301,3,-0.016412256640502165,-0.027886718606103478
conf2,PEP,2024-12-27,2025-01-06,hold_days,-0.04329897524660564,-0.04429897524660564,301,3,-0.016412256640502165,-0.027886718606103478
gap60,PEP,2025-01-30,2025-02-06,hold_days,-0.04312044632243328,-0.04412044632243328,22,2,-0.02788402658064515,-0.016236419741788133
gap60+conf2,PEP,2025-01-30,2025-02-06,hold_days,-0.04312044632243328,-0.04412044632243328,22,2,-0.02788402658064515,-0.016236419741788133
base,PEP,2025-07-16,2025-07-23,hold_days,0.07617283371522032,0.07517283371522032,947,1,0.05947087882216695,0.01570195489305337
base,PEP,2025-08-04,2025-08-11,hold_days,0.038048193881111025,0.037048193881111025,78,2,0.008644619905828321,0.028403573975282703
conf2,PEP,2025-08-04,2025-08-11,hold_days,0.038048193881111025,0.037048193881111025,78,2,0.008644619905828321,0.028403573975282703
base,PEP,2025-08-29,2025-09-08,hold_days,-0.03736112006892256,-0.03836112006892256,147,1,-0.017784522708577777,-0.020576597360344784
base,PEP,2025-09-19,2025-09-26,hold_days,-0.00931153820307773,-0.01031153820307773,101,3,-0.0017575620738867759,-0.008553976129190954
conf2,PEP,2025-09-19,2025-09-26,hold_days,-0.00931153820307773,-0.01031153820307773,101,3,-0.0017575620738867759,-0.008553976129190954
base,PEP,2026-05-28,2026-06-04,hold_days,-0.028299930085358027,-0.029299930085358028,286,2,-0.013049762626609618,-0.01625016745874841
conf2,PEP,2026-05-28,2026-06-04,hold_days,-0.028299930085358027,-0.029299930085358028,286,2,-0.013049762626609618,-0.01625016745874841
base,PEP,2026-06-24,2026-07-01,hold_days,-0.007802060756044171,-0.008802060756044172,142,2,0.027067312839445634,-0.035869373595489806
conf2,PEP,2026-06-24,2026-07-01,hold_days,-0.007802060756044171,-0.008802060756044172,142,2,0.027067312839445634,-0.035869373595489806
gap60,PEP,2026-06-26,2026-07-06,hold_days,0.013437871563131365,0.012437871563131364,17,1,0.024593191724252783,-0.012155320161121419
