stock,entry_date,exit_date,branch,z,spy_z,ret,ret_net,bench_ret,excess_ret
CRM,2020-03-19,2020-03-26,market_wide,-2.032188807178626,-2.6961620457517324,0.10949336467879656,0.10849336467879656,0.07104875536612765,0.03744460931266891
CRM,2020-04-01,2020-04-08,market_wide,-2.9441036096282476,-1.1614136307214746,0.12725628994741678,0.12625628994741678,0.11346411481648477,0.012792175130932004
CRM,2020-04-21,2020-04-28,market_wide,-2.0967266336061825,-1.8933436803339232,0.025903236484438263,0.024903236484438263,0.05102889022652546,-0.026125653742087196
CRM,2020-06-02,2020-06-09,idiosyncratic,-3.115577564653082,0.5277402125414457,0.0018941598152160122,0.0008941598152160122,0.052033739632203035,-0.051139579816987024
CRM,2020-06-11,2020-06-18,market_wide,-3.0671064452047827,-3.034098724813358,0.0907293227530721,0.0897293227530721,0.032490347591615176,0.05723897516145693
CRM,2020-07-15,2020-07-22,idiosyncratic,-2.503970198659027,0.8896762495403405,0.017119559713304477,0.016119559713304477,0.00872211157144731,0.007397448141857166
CRM,2020-07-24,2020-07-31,market_wide,-2.6398684504478904,-1.6507634426921651,0.033741757090863356,0.032741757090863355,0.012666593597119524,0.02007516349374383
CRM,2020-08-12,2020-08-19,idiosyncratic,-2.779733057999984,0.450095484627032,0.06484276510219678,0.06384276510219677,-0.002285143844347748,0.06612790894654452
CRM,2020-09-10,2020-09-17,market_wide,-2.55228705450876,-3.4463170271929067,-0.01319617131622286,-0.014196171316222861,0.027149100203818,-0.04134527152004086
CRM,2020-09-18,2020-09-25,market_wide,-3.2586707534522965,-3.356029931348336,-0.00016480089803361242,-0.0011648008980336124,-0.02021679799475118,0.019051997096717566
CRM,2020-10-19,2020-10-26,market_wide,-2.0481214583400202,-1.964660672921002,-0.051096054885369946,-0.05209605488536995,-0.017634511401465214,-0.03446154348390473
CRM,2020-10-27,2020-11-03,market_wide,-2.403774890239369,-3.660234723922188,-0.05261680609140762,-0.05361680609140762,0.005249487021493193,-0.058866293112900814
CRM,2020-11-25,2020-12-03,idiosyncratic,-3.512459529753515,-0.17710803226888522,-0.10473227235940008,-0.10573227235940008,0.00499271328750317,-0.11072498564690325
CRM,2020-12-04,2020-12-11,idiosyncratic,-2.5190909345813295,0.7534634566018871,-0.015230763744087494,-0.016230763744087495,-0.010148163804075572,-0.0060825999400119235
CRM,2020-12-14,2020-12-21,market_wide,-2.757845663319225,-2.3711003044893615,0.023500529779348023,0.022500529779348022,0.004325056500434243,0.01817547327891378
CRM,2020-12-29,2021-01-06,idiosyncratic,-2.7322979472779227,-0.29905153492864145,-0.02836467663677278,-0.02936467663677278,0.02597294235604064,-0.05533761899281342
CRM,2021-01-07,2021-01-14,idiosyncratic,-3.2086480690803585,2.1855113710783676,-0.010918159813895545,-0.011918159813895546,0.008712708359875476,-0.020630868173771022
CRM,2021-01-15,2021-01-25,market_wide,-3.5359543591982523,-1.337241295237996,0.05996054041091359,0.05896054041091359,0.005437631029354906,0.05352290938155868
CRM,2021-02-23,2021-03-02,market_wide,-2.8270452361803953,-3.1668515229753607,-0.09408408488667552,-0.09508408488667552,-0.003316860934753474,-0.09176722395192205
CRM,2021-03-03,2021-03-10,market_wide,-3.1121967920494638,-2.771171758082708,0.028932061084951943,0.027932061084951942,0.024662262524275613,0.003269798560676329
CRM,2021-03-11,2021-03-18,idiosyncratic,-2.022674470481313,0.936819419954575,-0.029960783839321214,-0.030960783839321215,-0.004658101200043285,-0.02630268263927793
CRM,2021-03-24,2021-03-31,market_wide,-3.3113184030926432,-3.199514420936074,0.011167813163311724,0.010167813163311723,0.029913967317477086,-0.019746154154165363
CRM,2021-04-30,2021-05-07,market_wide,-2.438995632705229,-1.1251640381311454,-0.06000345542385077,-0.06100345542385077,0.0342572377257806,-0.09526069314963137
CRM,2021-05-10,2021-05-17,market_wide,-2.584766220812057,-2.1405491245944033,0.005470264799987801,0.004470264799987801,-0.0008675688808048587,0.005337833680792659
CRM,2021-06-25,2021-07-02,idiosyncratic,-2.6735429942147055,0.5364792265039849,0.02617116330275371,0.025171163302753707,0.014977117879344748,0.01019404542340896
CRM,2021-07-09,2021-07-16,idiosyncratic,-2.0691308913666138,0.3286336453295614,-0.027054579862865302,-0.028054579862865303,-0.009820421122012535,-0.01823415874085277
CRM,2021-07-19,2021-07-26,market_wide,-3.0533664352529493,-5.952430801746607,0.04230695789407046,0.04130695789407046,0.02692367272118079,0.01438328517288967
CRM,2021-08-03,2021-08-10,idiosyncratic,-2.363129468773127,0.04171710730653997,0.009372547426365507,0.008372547426365506,-0.004219644627372121,0.012592192053737628
CRM,2021-08-11,2021-08-18,idiosyncratic,-2.2065348153636575,0.5933801635935385,0.03689941597982016,0.03589941597982016,-0.013245067730849103,0.04914448371066926
CRM,2021-09-09,2021-09-16,market_wide,-3.2678815442994016,-2.0173648618299005,-0.001457440101108376,-0.002457440101108376,0.0004652363802100101,-0.002922676481318386
CRM,2021-09-20,2021-09-27,market_wide,-2.0161527430502666,-5.35368219580822,0.08310731153202289,0.08210731153202289,0.023729427657136037,0.05837788387488685
CRM,2021-10-08,2021-10-15,market_wide,-2.7630319900389937,-1.1943813446381575,0.07039049153054644,0.06939049153054644,0.02006685621425075,0.04932363531629569
CRM,2021-11-10,2021-11-17,market_wide,-2.051955835613718,-1.047660326723483,0.027863844242432823,0.02686384424243282,0.004976456935982254,0.021887387306450568
CRM,2021-11-18,2021-11-26,idiosyncratic,-2.2296925505815404,0.22925620875478459,-0.061982320356471,-0.062982320356471,-0.023968949948562135,-0.039013370407908865
CRM,2021-11-30,2021-12-07,market_wide,-2.854258259218275,-4.358138711639389,-0.06306143679799259,-0.06406143679799259,0.02425022664858134,-0.08831166344657393
CRM,2021-12-10,2021-12-17,idiosyncratic,-2.128288209355254,0.18724792207087715,-0.04924255088921248,-0.05024255088921248,-0.01575388623291818,-0.0344886646562943
CRM,2021-12-20,2021-12-28,market_wide,-3.511756259454839,-3.5811635013365817,0.03333194109524529,0.03233194109524529,0.034612762741323744,-0.002280821646078457
CRM,2022-01-04,2022-01-11,idiosyncratic,-3.4867334370997067,-0.020866290244325736,-0.05394198591378041,-0.05494198591378041,-0.0038115225388060114,-0.0511304633749744
CRM,2022-01-13,2022-01-21,market_wide,-2.24393632517922,-2.797988422324653,-0.043738761082315,-0.044738761082315004,-0.050647519791160445,0.005908758708845441
CRM,2022-01-24,2022-01-31,market_wide,-2.676233899452767,-2.866780166693514,0.043043529491329835,0.042043529491329834,0.018717692435221922,0.023325837056107912
CRM,2022-02-03,2022-02-10,market_wide,-2.7017372388442125,-1.2147003225965214,0.02302949830905554,0.02202949830905554,-0.010232128776774152,0.03226162708582969
CRM,2022-02-11,2022-02-18,market_wide,-3.7964328076376836,-3.5713176463205647,-0.05319870558101314,-0.05419870558101314,-0.017310219546465277,-0.03688848603454786
CRM,2022-02-22,2022-03-01,market_wide,-3.27964298744229,-3.9325980263668967,0.07051702727189335,0.06951702727189335,0.0014845263727338853,0.06803250089915946
CRM,2022-03-07,2022-03-14,market_wide,-2.066014891080705,-3.644636879073238,-0.01584867407874302,-0.01684867407874302,-0.006216143604833357,-0.010632530473909663
CRM,2022-03-15,2022-03-22,market_wide,-2.2918773077786527,-1.504696757253512,0.11252166142173126,0.11152166142173126,0.048161448106966764,0.06336021331476449
CRM,2022-03-31,2022-04-07,market_wide,-2.468092018135356,-1.3900445055151496,-0.05727207984093685,-0.05827207984093685,-0.00427481564392751,-0.05399726419700934
CRM,2022-04-08,2022-04-18,market_wide,-3.524441797603547,-3.043049135361924,-0.05152908098985187,-0.05252908098985187,-0.01434488497804498,-0.03818419601180689
CRM,2022-04-19,2022-04-26,market_wide,-2.9075737546126326,-1.8257218135494286,-0.1113434266273231,-0.1123434266273231,-0.048987884755020805,-0.0633555418723023
CRM,2022-04-27,2022-05-04,market_wide,-2.180170950895296,-2.988434364377649,0.061827150541128306,0.060827150541128305,0.03457076997601205,0.026256380565116255
CRM,2022-05-05,2022-05-12,market_wide,-2.5933112699332095,-2.870582407565919,-0.06894931891450495,-0.06994931891450495,-0.03229394275172959,-0.03765537616277537
CRM,2022-05-13,2022-05-20,market_wide,-2.2544141740441566,-2.3011440957695863,-0.04349635098039306,-0.04449635098039306,-0.03615614252497712,-0.008340208455415943
CRM,2022-05-24,2022-06-01,market_wide,-2.6784125881551235,-2.3630950919021387,0.12196514276586745,0.12096514276586745,0.0377866537510565,0.08317848901481095
CRM,2022-06-13,2022-06-21,market_wide,-2.291528421496797,-5.155615044502725,0.0048182491244124215,0.0038182491244124215,-0.0031354983057702013,0.006953747430182623
CRM,2022-06-30,2022-07-08,market_wide,-2.6627628417397724,-1.5648296230132008,0.06337874364673945,0.062378743646739454,0.021588532776590785,0.04079021087014867
CRM,2022-07-12,2022-07-19,market_wide,-3.3020615210479867,-2.0120872109975023,0.0449707125926222,0.043970712592622196,0.034604525058906876,0.00936618753371532
CRM,2022-08-19,2022-08-26,market_wide,-2.900334558443777,-1.0532144858529187,-0.10088693099975177,-0.10188693099975177,-0.044669877691605686,-0.05721705330814608
CRM,2022-08-29,2022-09-06,market_wide,-3.717986794938804,-3.2039453696541242,-0.052992961164106234,-0.053992961164106235,-0.02657098492882548,-0.027421976235280754
CRM,2022-09-07,2022-09-14,market_wide,-2.598775875576581,-2.2089771031279817,0.045668016917206566,0.044668016917206566,-0.008130463791859666,0.05279848070906623
CRM,2022-09-15,2022-09-22,market_wide,-2.4071340633645457,-3.2124777468412846,-0.02991336640128983,-0.030913366401289832,-0.037782205463759766,0.006868839062469934
CRM,2022-09-23,2022-09-30,market_wide,-3.0805042131947866,-3.787108179806922,-0.021562800039390817,-0.022562800039390818,-0.025562429394902497,0.0029996293555116793
CRM,2022-10-10,2022-10-17,market_wide,-2.446697277962151,-2.621369430987949,0.010574035545671823,0.009574035545671822,0.02190579229173406,-0.012331756746062239
CRM,2022-11-02,2022-11-09,market_wide,-4.827717594341048,-1.8204880484889494,-0.05299622863068676,-0.05399622863068676,0.021561765492839946,-0.0755579941235267
CRM,2022-11-29,2022-12-06,market_wide,-2.032924866410978,-2.300668709732731,-0.12137360731748004,-0.12237360731748004,-0.01845199105033668,-0.10392161626714336
CRM,2022-12-07,2022-12-14,market_wide,-3.445583366676867,-2.8253067720161007,0.032725245868973296,0.031725245868973295,0.017946565245199997,0.013778680623773298
CRM,2022-12-15,2022-12-22,market_wide,-2.8622587284087255,-3.414275460158742,-0.009583373766239967,-0.010583373766239967,-0.014549955710967843,0.003966581944727876
CRM,2022-12-23,2023-01-03,market_wide,-2.3572430366597295,-2.244937205554704,0.04125456867744526,0.04025456867744526,0.003619621962669628,0.03663494671477563
CRM,2023-02-10,2023-02-17,market_wide,-2.2447075907233414,-1.8290193672594062,-0.011135585425390726,-0.012135585425390727,-0.006139961704023422,-0.005995623721367305
CRM,2023-02-21,2023-02-28,market_wide,-4.978912411439848,-5.4819192516399795,0.012313064889609482,0.011313064889609481,-0.006290539354203317,0.017603604243812798
CRM,2023-04-10,2023-04-17,idiosyncratic,-2.6723456763441806,-0.21768789794392085,0.029192158158215298,0.028192158158215297,0.010837052440367367,0.01735510571784793
CRM,2023-04-25,2023-05-02,market_wide,-2.3558631020993532,-4.058077143360386,0.016625548018699865,0.015625548018699864,-0.004156432995082504,0.019781981013782368
CRM,2023-05-03,2023-05-10,market_wide,-2.1153158799557787,-2.1130893781159243,0.06354801694661139,0.06254801694661138,-0.006028162355301903,0.06857617930191329
CRM,2023-06-01,2023-06-08,idiosyncratic,-2.0285176811289523,0.5406641087795847,-0.015829091389557126,-0.016829091389557127,0.016510299707551912,-0.03333939109710904
CRM,2023-06-13,2023-06-21,idiosyncratic,-2.911558339229949,0.5886915143260131,0.0029188584582455768,0.0019188584582455767,-0.0031062567785929973,0.005025115236838574
CRM,2023-06-23,2023-06-30,market_wide,-2.5027671563953517,-1.7808935669387351,0.005568985811742921,0.004568985811742921,0.019904691105497196,-0.015335705293754276
CRM,2023-07-07,2023-07-14,market_wide,-2.149427721702781,-1.2262681408934235,0.09418383582306045,0.09318383582306045,0.03355804535030349,0.05962579047275696
CRM,2023-07-25,2023-08-01,idiosyncratic,-2.4924048983423446,0.06040646091072476,-0.007786530379796819,-0.00878653037979682,-0.0051202370314237244,-0.0036662933483730953
CRM,2023-08-02,2023-08-09,market_wide,-4.714756055558967,-3.7911654185072816,-0.06639455079972201,-0.06739455079972201,-0.019635203578654226,-0.04775934722106778
CRM,2023-08-10,2023-08-17,market_wide,-2.56500695796134,-2.7586605690552566,-0.02117663609267839,-0.022176636092678392,-0.018344004342119136,-0.0038326317505592566
CRM,2023-08-18,2023-08-25,market_wide,-2.9121542838069425,-3.2652716221691187,0.022652877505318303,0.021652877505318302,-0.0023146349939345834,0.023967512499252885
CRM,2023-09-15,2023-09-22,market_wide,-4.593712202834406,-2.699556147446174,-0.038115710417316984,-0.039115710417316985,-0.02993182703935182,-0.009183883377965163
CRM,2023-09-25,2023-10-02,market_wide,-3.3310228890959306,-2.673117409774277,-0.012745808357917499,-0.0137458083579175,-0.019146060975624546,0.0054002526177070465
CRM,2023-10-03,2023-10-10,market_wide,-3.413195852178851,-3.7842447314921617,0.03528008045609221,0.03428008045609221,0.018240495583536243,0.016039584872555968
CRM,2023-10-20,2023-10-27,market_wide,-3.694022808801679,-4.61636418937236,-0.03514434717511794,-0.03614434717511794,-0.024082654590721564,-0.012061692584396377
CRM,2023-10-30,2023-11-06,market_wide,-2.0727308932993576,-2.3157455133810783,0.040899203135393414,0.03989920313539341,0.045058298607000724,-0.005159095471607311
CRM,2024-01-02,2024-01-09,market_wide,-4.757129386734831,-1.3831873248102895,0.020341206950710733,0.019341206950710732,0.0025650315322129913,0.01677617541849774
CRM,2024-02-13,2024-02-21,market_wide,-3.301444480642386,-1.2457011243382077,0.008536367502954834,0.007536367502954834,0.018668038459854097,-0.011131670956899264
CRM,2024-03-13,2024-03-20,idiosyncratic,-2.010363206333466,-0.2421867745753397,0.004594919430390698,0.003594919430390698,0.005999280422982256,-0.002404360992591558
CRM,2024-04-04,2024-04-11,market_wide,-5.619070115703962,-5.99813690108093,0.017032726196046344,0.016032726196046343,0.003970547844437844,0.012062178351608499
CRM,2024-04-12,2024-04-19,market_wide,-3.4925515598237795,-3.9793944561224457,-0.08137408944745228,-0.08237408944745228,-0.019737451052021404,-0.06263663839543088
CRM,2024-04-22,2024-04-29,market_wide,-2.0653436111108436,-2.204061846193429,0.007048499625948779,0.006048499625948779,0.013946278380537525,-0.007897778754588747
CRM,2024-04-30,2024-05-07,market_wide,-3.709073460299789,-1.8016685979831315,0.03063875314447495,0.02963875314447495,0.012010986128602186,0.017627767015872764
CRM,2024-05-29,2024-06-05,market_wide,-2.537842010289504,-2.2242853859109832,-0.12918791898343363,-0.13018791898343363,0.01638352420857836,-0.14657144319201199
CRM,2024-06-12,2024-06-20,idiosyncratic,-2.7038205172505165,0.8973813252038128,0.025445287928547167,0.024445287928547166,0.009962967699679304,0.014482320228867862
CRM,2024-07-12,2024-07-19,idiosyncratic,-2.33546820292971,-0.23631969610425838,-0.024963522286434503,-0.025963522286434504,-0.010925773122672289,-0.015037749163762215
CRM,2024-07-24,2024-07-31,market_wide,-2.064545962906985,-4.904498869072357,0.03611171326062346,0.035111713260623456,0.022656778432220914,0.012454934828402542
CRM,2024-08-02,2024-08-09,market_wide,-4.163837769988114,-3.9256804729153907,0.03508625194432469,0.034086251944324686,-0.0037021275251042374,0.03778837946942892
CRM,2024-08-29,2024-09-06,market_wide,-3.4792154703498177,-1.224108828563329,-0.05073737101090192,-0.05173737101090192,-0.028732986234013658,-0.023004384776888265
CRM,2024-09-09,2024-09-16,market_wide,-2.396928974942437,-2.3476022242284795,0.04536939038890031,0.04436939038890031,0.03269817859921509,0.01167121178968522
CRM,2024-10-23,2024-10-30,market_wide,-4.791024249705227,-2.2019549138798493,0.04208416288282524,0.04108416288282524,-0.006126864450260006,0.04721102733308524
CRM,2024-12-18,2024-12-26,market_wide,-5.179554070786959,-11.988406310409376,0.013314390903231388,0.012314390903231387,0.015415493568964989,-0.0031011026657336016
CRM,2024-12-27,2025-01-06,market_wide,-2.4721195205208106,-1.2511626962941127,-0.02340093960138767,-0.024400939601387672,-0.0025843711876174513,-0.02181656841377022
CRM,2025-01-07,2025-01-15,market_wide,-3.604655053582324,-2.216073544455533,-0.011602377222840299,-0.0126023772228403,0.01852509437017491,-0.03112747159301521
CRM,2025-02-07,2025-02-14,market_wide,-3.9153789227585403,-2.2964164092023545,0.002179053108071871,0.0011790531080718711,0.022957294139781315,-0.021778241031709444
CRM,2025-02-18,2025-02-25,idiosyncratic,-2.2453078983667787,0.4697717728702491,-0.07016020474377227,-0.07116020474377227,-0.009598361558018964,-0.06156184318575331
CRM,2025-02-26,2025-03-05,market_wide,-2.4853832926265844,-2.82486444583068,-0.04997898288007907,-0.05097898288007907,-0.009479166170614839,-0.04149981670946423
CRM,2025-03-06,2025-03-13,market_wide,-3.2845992099560926,-3.8328217183038378,-0.050026310744871405,-0.051026310744871406,-0.03487404548283446,-0.016152265262036947
CRM,2025-03-14,2025-03-21,market_wide,-2.1332280128023084,-2.2351998261137296,0.004366367524480053,0.0033663675244800526,0.0010609447163514307,0.002305422808128622
CRM,2025-03-27,2025-04-03,market_wide,-2.4124741081742465,-1.140482443447588,-0.08127858359727758,-0.08227858359727758,-0.05623352518453051,-0.02604505841274707
CRM,2025-04-04,2025-04-11,market_wide,-4.850326830322985,-6.375232148645987,0.06081022624251298,0.059810226242512976,0.033618889686305,0.026191336556207978
CRM,2025-04-16,2025-04-24,market_wide,-2.243534668428257,-1.8091096803810731,0.059478101550606954,0.058478101550606953,0.04671053857048135,0.011767562980125601
CRM,2025-05-23,2025-06-02,market_wide,-3.6166350834793817,-1.7694487558848153,-0.04214106254501737,-0.04314106254501737,0.01744035548142664,-0.06058141802644401
CRM,2025-06-03,2025-06-10,idiosyncratic,-2.522993615585162,0.24170389971883788,0.014179169565662564,0.013179169565662563,0.027499597658469987,-0.014320428092807425
CRM,2025-06-13,2025-06-23,market_wide,-4.094601792111787,-1.4127836180667959,0.02100500437819597,0.020005004378195967,0.005004982218103082,0.015000022160092885
CRM,2025-07-10,2025-07-17,idiosyncratic,-5.086484930535411,0.08685341707367501,-0.015494192962459796,-0.016494192962459797,-0.018114850875815103,0.0016206579133553056
CRM,2025-07-31,2025-08-07,market_wide,-3.527648754960318,-1.3200368961830116,-0.06754910479807608,-0.06854910479807608,0.0010092320723942283,-0.0695583368704703
CRM,2025-08-08,2025-08-15,idiosyncratic,-2.8712016872763653,0.017405798109084915,0.008024636325081547,0.007024636325081547,0.011767008278513735,-0.004742371953432189
CRM,2025-09-04,2025-09-11,idiosyncratic,-2.7405613818568577,0.04896524925778146,0.00930289179379673,0.00830289179379673,0.037494547965594816,-0.029191656171798086
CRM,2025-09-12,2025-09-19,idiosyncratic,-2.782899733321539,-0.04613622224094253,0.019608988608793565,0.018608988608793564,0.00621423634813234,0.012394752260661224
CRM,2025-09-25,2025-10-02,market_wide,-2.8586481433070583,-2.4059808983876314,-0.008590958960573047,-0.009590958960573048,0.02054154779002504,-0.030132506750598087
CRM,2025-10-03,2025-10-10,idiosyncratic,-2.0458339025475736,-0.0028574876943338575,0.005491701563194118,0.004491701563194118,-0.025749845278531414,0.03024154684172553
CRM,2025-10-14,2025-10-21,market_wide,-2.186492432449353,-1.8769873150079306,0.09859442740989777,0.09759442740989777,0.026222382917344245,0.07137204449255352
CRM,2025-11-04,2025-11-11,market_wide,-2.448056211581315,-1.7325099345301582,-0.03906612352722916,-0.04006612352722916,0.019866181122942583,-0.05993230465017174
CRM,2025-11-13,2025-11-20,market_wide,-2.4806240402855297,-2.2661534353958466,-0.06263776219819683,-0.06363776219819683,-0.044375119510128624,-0.01926264268806821
CRM,2025-11-21,2025-12-01,market_wide,-2.689470631041657,-2.353941966308224,0.025186163089307545,0.024186163089307544,0.023568217197573516,0.0006179458917340286
CRM,2026-01-02,2026-01-09,market_wide,-3.717201560923716,-1.0344996228400225,0.024919236372557663,0.023919236372557662,0.03697240945580993,-0.013053173083252267
CRM,2026-01-14,2026-01-22,market_wide,-3.5257327178768922,-1.0638265843749157,-0.047919263495058595,-0.048919263495058596,0.004714418518364072,-0.05363368201342267
CRM,2026-01-23,2026-01-30,market_wide,-2.0429873025177914,-1.143960491767206,-0.06910773703630768,-0.07010773703630768,-0.002910174509959007,-0.06719756252634868
CRM,2026-02-02,2026-02-09,idiosyncratic,-2.922376853673368,-0.014710590741017425,-0.07959772795513043,-0.08059772795513043,0.016933652417264744,-0.09753138037239517
CRM,2026-02-12,2026-02-20,market_wide,-2.8017322269819696,-2.73459874840303,-0.0014560569325385853,-0.0024560569325385853,0.0024670645613393827,-0.004923121493877968
CRM,2026-02-23,2026-03-02,market_wide,-4.261102042433708,-2.4499647129770206,0.08301511626643543,0.08201511626643543,0.005947247586738813,0.07606786867969662
CRM,2026-03-11,2026-03-18,market_wide,-2.1678038117908547,-2.7104186211181513,0.0010816038316332488,8.160383163324878e-05,-0.01763973297115362,0.01772133680278687
CRM,2026-03-19,2026-03-26,market_wide,-2.187996181294853,-3.1455246843084743,-0.047951195736599894,-0.048951195736599895,-0.01321051209392754,-0.035740683642672355
CRM,2026-03-27,2026-04-06,market_wide,-3.24890061082015,-4.695469344409257,0.03189996602758827,0.030899966027588266,0.02499434392772759,0.0059056220998606745
CRM,2026-04-07,2026-04-14,idiosyncratic,-2.9361448221278055,0.030221658889445214,-0.06133348470582245,-0.06233348470582245,0.03728821353184797,-0.09962169823767042
CRM,2026-04-23,2026-04-30,idiosyncratic,-2.0052138209896033,-0.2284035416280475,0.018638239297179116,0.017638239297179115,0.018260365894652075,-0.0006221265974729606
CRM,2026-05-11,2026-05-18,idiosyncratic,-2.9752195838506323,0.18179075513334989,0.011211859434718585,0.010211859434718584,-0.001589643282627895,0.01180150271734648
CRM,2026-06-05,2026-06-12,market_wide,-2.1018450259387502,-3.9556234038199216,-0.10417887971203432,-0.10517887971203432,0.011190798940857505,-0.11636967865289183
CRM,2026-06-17,2026-06-25,market_wide,-3.295908352868071,-1.5842967815200526,-0.03115727193153628,-0.03215727193153628,0.00986061217930878,-0.04201788411084506
CRM,2026-07-22,2026-07-29,market_wide,-2.8382632698620203,-1.682160503453622,0.1557055548178441,0.1547055548178441,-0.0034463349054033587,0.15815188972324745
CRM,2026-09-11,2026-09-18,market_wide,-2.4358025008805613,-1.8654901338790943,-0.03787112567163886,-0.03887112567163886,-0.004604731199756018,-0.034266394471882844
XOM,2015-07-10,2015-07-17,market_wide,-2.2806605410265526,-1.2636876983450724,0.004743312509562614,0.003743312509562614,0.021559446477355415,-0.017816133967792802
XOM,2015-07-20,2015-07-27,idiosyncratic,-2.912729887042493,0.038452656869850214,-0.030576829774981218,-0.03157682977498122,-0.032511059824980815,0.0009342300499995959
XOM,2015-07-31,2015-08-07,market_wide,-3.0856098209575222,-1.1052152148576828,-0.03004680258066439,-0.03104680258066439,-0.010906413961208616,-0.020140388619455774
XOM,2015-08-13,2015-08-20,market_wide,-2.0321180765077544,-2.152689182384394,-0.051875475965699414,-0.052875475965699414,-0.03152808598399737,-0.021347389981702047
XOM,2015-08-21,2015-08-28,market_wide,-4.725528550601548,-6.729667851884725,0.04075969561106185,0.03975969561106185,0.01320696680000677,0.026552728811055082
XOM,2015-09-10,2015-09-17,market_wide,-2.1956412354665313,-1.329801405469536,0.026751438603601407,0.025751438603601406,0.01660236098278567,0.009149077620815738
XOM,2015-09-18,2015-09-25,market_wide,-2.0979547484806385,-1.6085967929003713,0.007567956614890292,0.006567956614890292,-0.01641287146824133,0.02298082808313162
XOM,2015-09-28,2015-10-05,market_wide,-2.5207934822847946,-4.805330547568375,0.05798844369985923,0.056988443699859226,0.06699444427896961,-0.010006000579110386
XOM,2015-11-09,2015-11-16,market_wide,-2.050416943164281,-1.9131256941829888,-0.012812842363481902,-0.013812842363481903,-0.011899418867736267,-0.0019134234957456364
XOM,2015-11-17,2015-11-24,market_wide,-2.4436694084428447,-1.9959136453719402,0.024011610035767017,0.023011610035767016,0.010940302274811353,0.012071307760955663
XOM,2015-12-02,2015-12-09,market_wide,-2.9572400559917855,-1.6058999144870285,-0.04927714817043116,-0.05027714817043116,-0.022784354955392994,-0.02749279321503817
XOM,2015-12-10,2015-12-17,market_wide,-2.3731978149445783,-2.724569062013171,0.029990993564043,0.028990993564043,-0.011171707937400743,0.04016270150144374
XOM,2015-12-31,2016-01-08,market_wide,-2.284918724055786,-1.502556677341814,-0.04182118274440971,-0.042821182744409714,-0.060478142845151184,0.01765696010074147
XOM,2016-01-11,2016-01-19,market_wide,-4.032933926405978,-2.9246189284930044,0.03677519937049856,0.035775199370498556,-0.02305240149018517,0.058827600860683726
XOM,2016-01-20,2016-01-27,market_wide,-3.550446622541606,-3.5432823351297653,0.028833251866942744,0.027833251866942743,0.009733565328135185,0.018099686538807558
XOM,2016-02-02,2016-02-09,market_wide,-2.138945461171287,-1.3089167454347677,0.08334589088383271,0.0823458908838327,-0.0026322502580018448,0.08497814114183455
XOM,2016-03-11,2016-03-18,idiosyncratic,-2.0648763587341197,0.940555261591787,0.024455015434297955,0.023455015434297954,0.017977572597806857,0.005477442836491098
XOM,2016-04-01,2016-04-08,idiosyncratic,-4.7103552877024235,0.8743794943002681,0.0030136220586445273,0.0020136220586445272,-0.010644472922571646,0.012658094981216172
XOM,2016-05-31,2016-06-07,idiosyncratic,-4.361133819021739,-0.1809861079193517,0.01898460062873486,0.01798460062873486,0.006907805505660836,0.011076795123074024
XOM,2016-06-24,2016-07-01,market_wide,-4.063262968118236,-5.882218467048972,0.04978219147659657,0.04878219147659657,0.024393842233515928,0.024388349243080643
XOM,2016-07-27,2016-08-03,market_wide,-3.477949842751312,-1.0808253238378807,-0.03761981898004352,-0.03861981898004352,-0.008921849966845308,-0.02969796901319821
XOM,2016-08-04,2016-08-11,market_wide,-2.3112684248379414,-1.6622521647198232,-0.00023438483836291102,-0.001234384838362911,0.01459872757188796,-0.01583311241025087
XOM,2016-08-25,2016-09-01,market_wide,-2.7346996362979272,-3.4650508111860803,-0.00708890704794507,-0.008088907047945071,-0.0063259589818815964,-0.0017629480660634744
XOM,2016-09-09,2016-09-16,market_wide,-3.202937047304573,-8.791225783241764,-0.03235859944050368,-0.03335859944050368,0.0028143179048794043,-0.03617291734538308
XOM,2016-09-19,2016-09-26,market_wide,-2.9274588915985436,-1.8151344527190296,-0.009185344831211695,-0.010185344831211696,-0.0014661964818907247,-0.008719148349320971
XOM,2016-10-12,2016-10-19,market_wide,-2.08463161806828,-3.0486929421193127,0.0004594574490677239,-0.0005405425509322761,0.0020919001610206767,-0.002632442711952953
XOM,2016-10-20,2016-10-27,market_wide,-2.0127936536243576,-1.839448242888559,-0.0033252977921609528,-0.004325297792160953,0.003175021976867143,-0.007500319769028096
XOM,2016-10-28,2016-11-04,market_wide,-9.685843401290551,-3.347536887493603,-0.014272518114932575,-0.015272518114932576,-0.014052753410605634,-0.0012197647043269422
XOM,2016-12-23,2017-01-03,market_wide,-2.1000641705776277,-1.1851973545281282,0.0019844833142430574,0.0009844833142430573,-0.002413714152620483,0.0033981974668635404
XOM,2017-01-04,2017-01-11,idiosyncratic,-3.9783009018101456,0.19808957851772027,-0.03426407902944362,-0.03526407902944362,0.006782433118691644,-0.04204651214813526
XOM,2017-01-13,2017-01-23,idiosyncratic,-2.470033622531734,-0.13174037189494495,-0.01598139128676379,-0.01698139128676379,-0.014975961701114038,-0.002005429585649754
XOM,2017-01-24,2017-01-31,idiosyncratic,-2.71198092671692,1.3136743999209999,-0.01410269231287864,-0.01510269231287864,-0.004426422241232908,-0.010676270071645733
