stock,entry_date,exit_date,exit_reason,ret,ret_net,touch_gap,age_days,bench_ret,excess_ret
HON,2026-07-27,2026-08-03,hold_days,0.0041505753273964885,0.0031505753273964885,19,3,0.010719185535653208,-0.00756861020825672
APD,2017-03-02,2017-03-09,hold_days,-0.014156671188243153,-0.015156671188243154,11,3,-0.009710570279969022,-0.005446100908274132
APD,2018-03-27,2018-04-04,hold_days,0.02922071814062499,0.02822071814062499,94,4,0.01987952519063141,0.008341192949993581
APD,2018-06-01,2018-06-08,hold_days,0.030390247221421696,0.029390247221421695,71,1,0.027552020809930022,0.0018382264114916724
APD,2018-12-13,2018-12-20,hold_days,-0.017421406866250932,-0.018421406866250933,118,2,-0.06726646617215204,0.048845059305901106
APD,2020-01-28,2020-02-04,hold_days,0.04499904388095155,0.04399904388095155,17,1,-0.00934747877236397,0.05334652265331552
APD,2020-04-20,2020-04-27,hold_days,0.03680555521044493,0.03580555521044493,210,4,0.02215090700202693,0.013654648208417997
APD,2020-05-26,2020-06-02,hold_days,0.031539145764651666,0.030539145764651665,56,4,0.031639975471944304,-0.0011008297072926387
APD,2022-02-16,2022-02-24,hold_days,-0.04161580979984225,-0.04261580979984225,425,2,-0.03982955109125841,-0.002786258708583844
APD,2023-02-15,2023-02-23,hold_days,-0.0166631947643322,-0.017663194764332202,329,1,-0.030341684685278314,0.012678489920946112
APD,2023-09-25,2023-10-02,hold_days,-0.030444321108583416,-0.03144432110858342,119,3,-0.019146024461994537,-0.01229829664658888
APD,2023-10-05,2023-10-12,hold_days,0.02118913692196389,0.02018913692196389,122,3,0.009514320421873057,0.010674816500090833
APD,2024-02-02,2024-02-09,hold_days,-0.14846821794200538,-0.14946821794200538,724,2,0.004879504569918369,-0.15434772251192375
APD,2025-01-08,2025-01-16,hold_days,0.0939876795992951,0.0929876795992951,334,2,0.019501285524821776,0.07348639407447333
APD,2025-02-27,2025-03-06,hold_days,-0.004641294083002512,-0.005641294083002512,549,3,-0.01148592341166943,0.005844629328666918
MMM,2016-09-12,2016-09-19,hold_days,-0.007748550156692624,-0.008748550156692625,32,3,-0.01075765173162646,0.002009101574933836
MMM,2016-10-24,2016-10-31,hold_days,-0.034857665477731836,-0.03585766547773184,95,3,-0.011196714997590562,-0.024660950480141275
MMM,2017-12-14,2017-12-21,hold_days,-0.01386050373627934,-0.01486050373627934,33,2,0.01286864056579562,-0.02772914430207496
MMM,2019-08-13,2019-08-20,hold_days,-0.014535923760455538,-0.015535923760455539,634,1,-0.0041498057381801345,-0.011386118022275404
MMM,2019-10-10,2019-10-17,hold_days,0.07373109467438899,0.07273109467438899,737,2,0.029147850806798603,0.04358324386759038
MMM,2021-08-04,2021-08-11,hold_days,0.020452493365078706,0.019452493365078705,56,2,0.005207961537941674,0.01424453182713703
MMM,2022-10-11,2022-10-18,hold_days,0.06532520916221274,0.06432520916221274,642,4,0.03747646571687202,0.026848743445340717
MMM,2023-07-07,2023-07-14,hold_days,0.05149565639131004,0.05049565639131004,34,1,0.03355802637630356,0.016937630015006477
