stock,low_date,entry_date,exit_date,ret,ret_net,exit_reason,days_held,bench_ret,excess_ret
CVX,2018-07-05,2018-07-11,2018-07-18,-0.01611045478924289,-0.01711045478924289,hold_days,5,0.014478219561043115,-0.031588674350286006
CVX,2019-01-23,2019-01-29,2019-02-05,0.06840750244268579,0.06740750244268578,hold_days,5,0.03950242362827483,0.027905078814410955
CVX,2019-04-12,2019-04-18,2019-04-26,-0.023026774815562367,-0.02402677481556237,hold_days,5,0.0057098094048275705,-0.02973658422038994
CVX,2020-09-15,2020-09-21,2020-09-23,-0.05701203400060184,-0.05801203400060184,market_dd,2,-0.01447061259703819,-0.04354142140356365
CVX,2020-09-24,2020-09-30,2020-10-07,0.024722343102502764,0.023722343102502763,hold_days,5,0.02309138126400856,0.000630961838494204
CVX,2023-02-22,2023-02-28,2023-03-07,0.020277211474806434,0.019277211474806433,hold_days,5,0.0011252096584584148,0.018152001816348018
CVX,2023-05-16,2023-05-22,2023-05-23,0.028929531711869627,0.027929531711869626,market_dd,1,-0.007998822830419527,0.035928354542289154
CVX,2024-05-29,2024-06-04,2024-06-11,0.0023055169083587845,0.0013055169083587845,hold_days,5,0.0017813041987033706,-0.00047578729034458613
CVX,2024-12-06,2024-12-12,2024-12-18,-0.0687090469486078,-0.0697090469486078,market_dd,4,-0.030488006365704923,-0.03922104058290288
CSCO,2016-04-05,2016-04-11,2016-04-18,0.02063708865572944,0.01963708865572944,hold_days,5,0.029387665609559077,-0.009750576953829637
CSCO,2016-06-15,2016-06-21,2016-06-24,-0.03545337500908152,-0.03645337500908152,market_dd,3,-0.026893064355796192,-0.009560310653285331
CSCO,2017-03-21,2017-03-27,2017-04-03,-0.012062377730492346,-0.013062377730492347,hold_days,5,0.008208925580279969,-0.021271303310772316
CSCO,2018-04-02,2018-04-06,2018-04-13,0.055733471123487366,0.054733471123487365,hold_days,5,0.018171162431044108,0.03656230869244326
CSCO,2018-11-14,2018-11-20,2018-11-28,0.06293557897301327,0.06193557897301327,hold_days,5,0.03730046107829743,0.02463511789471584
CSCO,2019-10-02,2019-10-08,2019-10-15,-0.0006468770430558823,-0.0016468770430558824,hold_days,5,0.03685542393022434,-0.038502300973280223
CSCO,2021-11-11,2021-11-17,2021-11-24,-0.021493866194278177,-0.022493866194278178,hold_days,5,0.003059826163505752,-0.02555369235778393
CSCO,2022-03-08,2022-03-14,2022-03-21,0.03130751450076463,0.030307514500764632,hold_days,5,0.056729589758465204,-0.026422075257700572
CSCO,2022-05-12,2022-05-18,2022-05-25,-0.0901570034447765,-0.09115700344477651,hold_days,5,0.015429649447084692,-0.1065866528918612
CSCO,2022-11-03,2022-11-09,2022-11-16,0.010931526557230065,0.009931526557230064,hold_days,5,0.054179030353595836,-0.04424750379636577
CSCO,2023-04-12,2023-04-18,2023-04-25,-0.0640031515838917,-0.0650031515838917,hold_days,5,-0.016820203156540203,-0.04818294842735149
CSCO,2023-04-20,2023-04-26,2023-05-03,-0.012462748433910154,-0.013462748433910154,hold_days,5,0.003725642176132471,-0.017188390610042625
C,2015-11-25,2015-12-02,2015-12-03,-0.011636514539826281,-0.012636514539826282,market_dd,1,-0.01341658140494506,0.0007800668651187781
C,2015-12-14,2015-12-18,2015-12-28,0.02284696034046263,0.02184696034046263,hold_days,5,0.02835372792435953,-0.0065067675838969
C,2017-12-07,2017-12-13,2017-12-20,-0.006388074677589506,-0.007388074677589506,hold_days,5,0.008664885355785357,-0.016052960033374863
C,2018-01-02,2018-01-08,2018-01-16,0.034617034787402856,0.033617034787402855,hold_days,5,0.00870448944249591,0.024912545344906944
C,2018-03-01,2018-03-07,2018-03-14,-0.00608772781059197,-0.00708772781059197,hold_days,5,0.009701198709104464,-0.016788926519696434
C,2019-10-02,2019-10-08,2019-10-15,0.07259033559194372,0.07159033559194372,hold_days,5,0.03685542393022434,0.03473491166171938
C,2019-11-14,2019-11-20,2019-11-27,0.02448918578595305,0.02348918578595305,hold_days,5,0.014906173633413511,0.008583012152539538
C,2020-02-28,2020-03-05,2020-03-06,-0.03480854861191651,-0.03580854861191651,market_dd,1,-0.01387027340677105,-0.021938275205145463
C,2021-04-13,2021-04-19,2021-04-26,0.000970162646224404,-2.9837353775596064e-05,hold_days,5,0.0031954789742720813,-0.0032253163280476773
C,2021-10-21,2021-10-27,2021-11-03,-0.011519483315115764,-0.012519483315115765,hold_days,5,0.01954125691021802,-0.032060740225333784
C,2022-04-07,2022-04-13,2022-04-14,0.015553329541940997,0.014553329541940996,market_dd,1,-0.007760064491151186,0.022313394033092182
C,2022-11-17,2022-11-23,2022-11-28,-0.020936812047368525,-0.021936812047368526,market_dd,2,-0.012400650860705076,-0.00953616118666345
C,2022-11-28,2022-12-02,2022-12-05,-0.03386947910998772,-0.03486947910998772,market_dd,1,-0.01678797796556286,-0.01808150114442486
C,2025-08-01,2025-08-07,2025-08-14,0.04636627777887847,0.04536627777887847,hold_days,5,0.023234180298783658,0.022132097480094814
C,2026-05-04,2026-05-08,2026-05-15,-0.016965346159122263,-0.017965346159122264,hold_days,5,-0.00754540721746777,-0.010419938941654494
