variant,stock,entry_date,exit_date,exit_reason,ret,ret_net,ret_hold5,age_days,bench_ret,excess_ret,excess_hold5
trough9_any,UNP,2016-08-10,2016-08-17,hold_days,0.02304176199154684,0.022041761991546838,0.022041761991546838,8,0.0053992844921142424,0.016642477499432595,0.016642477499432595
trough9_any,UNP,2016-12-30,2017-01-09,hold_days,-0.012152833618636172,-0.013152833618636173,-0.013152833618636173,14,0.01379211563792837,-0.026944949256564543,-0.026944949256564543
trough9_any,UNP,2017-02-24,2017-03-03,hold_days,0.0118803528568725,0.0108803528568725,0.0108803528568725,16,-0.007079608976477303,0.017959961833349802,0.017959961833349802
trough9_any,UNP,2017-04-13,2017-04-21,hold_days,0.03340377676356532,0.03240377676356532,0.03240377676356532,23,0.023537152192764754,0.008866624570800563,0.008866624570800563
trough9,UNP,2017-04-17,2017-04-24,hold_days,0.03161005984049736,0.03061005984049736,0.03061005984049736,4,0.02117109819062457,0.00943896164987279,0.00943896164987279
trough9_any,UNP,2017-05-17,2017-05-24,hold_days,0.013982808467470242,0.012982808467470242,0.012982808467470242,34,0.025108409411469523,-0.012125600943999282,-0.012125600943999282
base,UNP,2017-06-29,2017-07-07,hold_days,0.004263788998724705,0.0032637889987247046,0.0032637889987247046,2,0.005116175802009515,-0.0018523868032848103,-0.0018523868032848103
trough9_any,UNP,2017-07-19,2017-07-26,hold_days,-0.031713354841185426,-0.03271335484118543,-0.03271335484118543,13,-0.0004480176339547448,-0.03226533720723068,-0.03226533720723068
base,UNP,2017-07-25,2017-08-01,hold_days,-0.028391809859728445,-0.029391809859728446,-0.029391809859728446,1,-0.011432789033654078,-0.017959020826074368,-0.017959020826074368
trough9,UNP,2018-04-30,2018-05-07,hold_days,0.009503823653120858,0.008503823653120857,0.008503823653120857,4,0.016029116262575416,-0.007525292609454559,-0.007525292609454559
trough9_any,UNP,2018-04-30,2018-05-07,hold_days,0.009503823653120858,0.008503823653120857,0.008503823653120857,4,0.016029116262575416,-0.007525292609454559,-0.007525292609454559
trough9_any,UNP,2018-06-08,2018-06-15,hold_days,0.01729857974276028,0.016298579742760277,0.016298579742760277,10,0.002252005785913891,0.014046573956846387,0.014046573956846387
trough9_any,UNP,2018-06-20,2018-06-27,hold_days,-0.02476240900336235,-0.025762409003362352,-0.025762409003362352,22,-0.030504974935495532,0.00474256593213318,0.00474256593213318
base,UNP,2018-06-29,2018-07-09,hold_days,0.02378585607095185,0.02278585607095185,0.02278585607095185,2,0.020913577699367414,0.0018722783715844349,0.0018722783715844349
base,UNP,2018-10-26,2018-11-02,hold_days,0.04077301838415859,0.03977301838415859,0.03977301838415859,2,0.042353917549045716,-0.0025808991648871293,-0.0025808991648871293
trough9_any,UNP,2018-11-20,2018-11-28,hold_days,0.07360845639239133,0.07260845639239133,0.07260845639239133,22,0.047682314045414564,0.024926142346976765,0.024926142346976765
base,UNP,2019-08-09,2019-08-16,hold_days,-0.010475721566998275,-0.011475721566998276,-0.011475721566998276,4,-0.011599064563233785,0.00012334299623550926,0.00012334299623550926
trough9_any,UNP,2019-08-23,2019-08-30,hold_days,0.018614327756513394,0.017614327756513393,0.017614327756513393,154,0.01777614496448665,-0.00016181720797325827,-0.00016181720797325827
base,UNP,2019-10-09,2019-10-16,hold_days,0.0657832710215267,0.0647832710215267,0.0647832710215267,1,0.02394955806355803,0.04083371295796867,0.04083371295796867
trough9,UNP,2019-10-09,2019-10-16,hold_days,0.0657832710215267,0.0647832710215267,0.0647832710215267,1,0.02394955806355803,0.04083371295796867,0.04083371295796867
trough9_any,UNP,2019-10-09,2019-10-16,hold_days,0.0657832710215267,0.0647832710215267,0.0647832710215267,1,0.02394955806355803,0.04083371295796867,0.04083371295796867
trough9,UNP,2019-11-22,2019-12-02,hold_days,-0.011325444481072977,-0.012325444481072978,-0.012325444481072978,2,0.0011382374810442464,-0.013463681962117224,-0.013463681962117224
trough9_any,UNP,2019-11-22,2019-12-02,hold_days,-0.011325444481072977,-0.012325444481072978,-0.012325444481072978,2,0.0011382374810442464,-0.013463681962117224,-0.013463681962117224
trough9_any,UNP,2020-01-27,2020-02-03,hold_days,0.010197496559903874,0.009197496559903873,0.009197496559903873,17,0.0011164524379789764,0.008081044121924896,0.008081044121924896
base,UNP,2020-05-05,2020-05-12,hold_days,-0.015283225337048734,-0.016283225337048735,-0.016283225337048735,1,-0.0015441945054356365,-0.014739030831613098,-0.014739030831613098
trough9,UNP,2020-05-07,2020-05-14,hold_days,-0.02419647789580881,-0.02519647789580881,-0.02519647789580881,1,0.018651921496612323,-0.043848399392421133,-0.043848399392421133
trough9_any,UNP,2020-05-07,2020-05-14,hold_days,-0.02419647789580881,-0.02519647789580881,-0.02519647789580881,1,0.018651921496612323,-0.043848399392421133,-0.043848399392421133
base,UNP,2020-07-22,2020-07-29,hold_days,-0.007804750371640856,-0.008804750371640857,-0.008804750371640857,2,-0.005775850482164557,-0.0030288998894762997,-0.0030288998894762997
trough9_any,UNP,2020-09-03,2020-09-11,hold_days,0.02828670825962676,0.027286708259626757,0.027286708259626757,14,-0.03450304061225862,0.061789748871885375,0.061789748871885375
base,UNP,2020-10-02,2020-10-09,hold_days,0.04802651203381991,0.04702651203381991,0.04702651203381991,1,0.045913449679953366,0.0011130623538665452,0.0011130623538665452
trough9_any,UNP,2020-12-10,2020-12-17,hold_days,-0.0015799670781737607,-0.0025799670781737607,-0.0025799670781737607,7,-0.0003873252568895591,-0.0021926418212842016,-0.0021926418212842016
trough9_any,UNP,2021-03-03,2021-03-10,hold_days,0.033409483854659694,0.03240948385465969,0.03240948385465969,5,0.02074985644545313,0.011659627409206563,0.011659627409206563
trough9_any,UNP,2021-04-13,2021-04-20,hold_days,-0.005946030051595108,-0.006946030051595108,-0.006946030051595108,5,-0.007475164250802413,0.0005291341992073048,0.0005291341992073048
trough9_any,UNP,2021-05-05,2021-05-12,hold_days,-0.006977924003008007,-0.007977924003008008,-0.007977924003008008,5,-0.025583879801226783,0.017605955798218775,0.017605955798218775
base,UNP,2021-05-13,2021-05-20,hold_days,-0.014344031611303154,-0.015344031611303155,-0.015344031611303155,1,0.021537061649813394,-0.03688109326111655,-0.03688109326111655
trough9_any,UNP,2021-05-18,2021-05-25,hold_days,-0.0022478873339890626,-0.0032478873339890626,-0.0032478873339890626,18,0.031247889374938165,-0.03449577670892723,-0.03449577670892723
trough9_any,UNP,2021-05-26,2021-06-03,hold_days,0.00974055287625264,0.008740552876252639,0.008740552876252639,26,0.005503942955932484,0.003236609920320155,0.003236609920320155
trough9_any,UNP,2021-06-07,2021-06-14,hold_days,-0.0014800367087900446,-0.0024800367087900446,-0.0024800367087900446,38,0.010054227823163453,-0.012534264531953498,-0.012534264531953498
trough9_any,UNP,2021-07-13,2021-07-20,hold_days,-0.016881233692340958,-0.01788123369234096,-0.01788123369234096,5,-0.00871478228263789,-0.00916645140970307,-0.00916645140970307
trough9_any,UNP,2021-08-31,2021-09-08,hold_days,-0.007332572109808644,-0.008332572109808645,-0.008332572109808645,27,0.0005291244832856812,-0.008861696593094326,-0.008861696593094326
trough9_any,UNP,2022-04-06,2022-04-13,hold_days,0.006997971623619481,0.005997971623619481,0.005997971623619481,36,-0.01726022578176889,0.02325819740538837,0.02325819740538837
trough9_any,UNP,2022-04-21,2022-04-28,hold_days,-0.021071951556956403,-0.022071951556956404,-0.022071951556956404,51,-0.012145449788645735,-0.00992650176831067,-0.00992650176831067
base,UNP,2022-04-27,2022-05-04,hold_days,0.0012669708082382325,0.00026697080823823247,0.00026697080823823247,1,0.03906483553245588,-0.038797864724217646,-0.038797864724217646
base,UNP,2022-06-21,2022-06-28,hold_days,0.018570666164879013,0.017570666164879012,0.017570666164879012,4,0.008090847483112507,0.009479818681766505,0.009479818681766505
base,UNP,2022-09-29,2022-10-06,hold_days,-0.004969908569799619,-0.005969908569799619,-0.005969908569799619,2,0.020506758902605338,-0.026476667472404958,-0.026476667472404958
trough9_any,UNP,2022-10-10,2022-10-17,hold_days,0.02344754845230934,0.02244754845230934,0.02244754845230934,375,0.006800445270720212,0.015647103181589128,0.015647103181589128
trough9_any,UNP,2022-12-05,2022-12-12,hold_days,0.02260014753659756,0.021600147536597558,0.021600147536597558,7,0.017814948415948217,0.0037851991206493407,0.0037851991206493407
trough9_any,UNP,2022-12-16,2022-12-23,hold_days,-0.0014271970212599294,-0.0024271970212599294,-0.0024271970212599294,18,-0.014840332997848815,0.012413135976588885,0.012413135976588885
trough9,UNP,2022-12-30,2023-01-09,hold_days,0.02120054418938344,0.02020054418938344,0.02020054418938344,2,0.025360097885784638,-0.005159553696401198,-0.005159553696401198
trough9_any,UNP,2022-12-30,2023-01-09,hold_days,0.02120054418938344,0.02020054418938344,0.02020054418938344,2,0.025360097885784638,-0.005159553696401198,-0.005159553696401198
trough9_any,UNP,2023-02-16,2023-02-24,hold_days,-0.03241545798026424,-0.03341545798026424,-0.03341545798026424,17,-0.020192952872683634,-0.013222505107580607,-0.013222505107580607
base,UNP,2023-04-27,2023-05-04,hold_days,0.018187450726381504,0.017187450726381504,0.017187450726381504,1,-0.01331924743379187,0.030506698160173373,0.030506698160173373
base,UNP,2023-05-19,2023-05-26,hold_days,-0.02950193748363994,-0.03050193748363994,-0.03050193748363994,3,0.030236639811770827,-0.06073857729541077,-0.06073857729541077
trough9_any,UNP,2023-05-22,2023-05-30,hold_days,-0.013988230918033029,-0.01498823091803303,-0.01498823091803303,6,0.03199609456579222,-0.04698432548382525,-0.04698432548382525
trough9_any,UNP,2023-10-05,2023-10-12,hold_days,0.03663285467794175,0.03563285467794175,0.03563285467794175,104,0.017930216364218765,0.017702638313722985,0.017702638313722985
trough9_any,UNP,2024-02-20,2024-02-27,hold_days,0.024884572757353896,0.023884572757353895,0.023884572757353895,7,0.0307728451724798,-0.006888272415125907,-0.006888272415125907
trough9_any,UNP,2024-03-14,2024-03-21,hold_days,0.008331414596413511,0.007331414596413511,0.007331414596413511,30,0.015346680691630255,-0.008015266095216744,-0.008015266095216744
base,UNP,2024-05-02,2024-05-09,hold_days,0.037527789579872683,0.03652778957987268,0.03652778957987268,1,0.03257275566714668,0.003955033912726003,0.003955033912726003
trough9,UNP,2024-07-10,2024-07-17,hold_days,0.0868054327380714,0.0858054327380714,0.0858054327380714,1,0.006562647377946984,0.07924278536012441,0.07924278536012441
trough9_any,UNP,2024-07-10,2024-07-17,hold_days,0.0868054327380714,0.0858054327380714,0.0858054327380714,1,0.006562647377946984,0.07924278536012441,0.07924278536012441
trough9,UNP,2024-08-07,2024-08-14,hold_days,0.018493396656674932,0.01749339665667493,0.01749339665667493,2,0.045025160141724196,-0.027531763485049265,-0.027531763485049265
trough9_any,UNP,2024-08-07,2024-08-14,hold_days,0.018493396656674932,0.01749339665667493,0.01749339665667493,2,0.045025160141724196,-0.027531763485049265,-0.027531763485049265
trough9_any,UNP,2024-10-01,2024-10-08,hold_days,-0.03253931144350064,-0.03353931144350064,-0.03353931144350064,5,0.013311278650226521,-0.04685059009372716,-0.04685059009372716
trough9_any,UNP,2024-12-17,2024-12-24,hold_days,-0.0005655097942819376,-0.0015655097942819376,-0.0015655097942819376,43,0.0058483076895463615,-0.007413817483828299,-0.007413817483828299
base,UNP,2025-03-14,2025-03-21,hold_days,-0.015366417937058507,-0.01636641793705851,-0.01636641793705851,1,-0.006269898198156265,-0.010096519738902243,-0.010096519738902243
trough9_any,UNP,2025-03-27,2025-04-03,hold_days,-0.0508540081275668,-0.0518540081275668,-0.0518540081275668,6,-0.04057619056030637,-0.011277817567260429,-0.011277817567260429
base,UNP,2025-06-04,2025-06-11,hold_days,0.021958696288384205,0.020958696288384204,0.020958696288384204,2,0.011448745141271255,0.00950995114711295,0.00950995114711295
trough9,UNP,2025-08-04,2025-08-11,hold_days,-0.010853015394855836,-0.011853015394855837,-0.011853015394855837,3,0.010929309633511908,-0.022782325028367745,-0.022782325028367745
trough9_any,UNP,2025-08-04,2025-08-11,hold_days,-0.010853015394855836,-0.011853015394855837,-0.011853015394855837,3,0.010929309633511908,-0.022782325028367745,-0.022782325028367745
trough9,UNP,2026-05-07,2026-05-14,hold_days,0.016799326505154255,0.015799326505154254,0.015799326505154254,3,0.04846752955381817,-0.03266820304866391,-0.03266820304866391
trough9_any,UNP,2026-05-07,2026-05-14,hold_days,0.016799326505154255,0.015799326505154254,0.015799326505154254,3,0.04846752955381817,-0.03266820304866391,-0.03266820304866391
trough9_any,UNP,2026-05-28,2026-06-04,hold_days,-0.00647546046224734,-0.00747546046224734,-0.00747546046224734,7,0.027162613568291194,-0.034638074030538535,-0.034638074030538535
base,MO,2016-09-13,2016-09-20,hold_days,-0.009126722885774874,-0.010126722885774875,-0.010126722885774875,4,0.01609085854195147,-0.026217581427726344,-0.026217581427726344
trough9,MO,2016-09-21,2016-09-28,hold_days,0.004252053493896124,0.003252053493896124,0.003252053493896124,2,0.0010289405037622323,0.0022231129901338917,0.0022231129901338917
trough9_any,MO,2016-09-21,2016-09-28,hold_days,0.004252053493896124,0.003252053493896124,0.003252053493896124,2,0.0010289405037622323,0.0022231129901338917,0.0022231129901338917
trough9_any,MO,2016-09-30,2016-10-07,hold_days,-0.020718255585786882,-0.021718255585786883,-0.021718255585786883,11,-0.01692108905447265,-0.004797166531314234,-0.004797166531314234
base,MO,2016-10-07,2016-10-14,hold_days,0.008397647496753091,0.007397647496753091,0.007397647496753091,2,-0.01794549251445887,0.025343140011211962,0.025343140011211962
trough9_any,MO,2017-04-26,2017-05-03,hold_days,-0.01803965512654182,-0.01903965512654182,-0.01903965512654182,6,0.0057465624635388846,-0.024786217590080706,-0.024786217590080706
base,MO,2017-10-09,2017-10-16,hold_days,0.028315194441046243,0.027315194441046242,0.027315194441046242,3,0.02307151878288982,0.0042436756581564206,0.0042436756581564206
trough9_any,MO,2017-11-06,2017-11-13,hold_days,0.037667229585275575,0.036667229585275574,0.036667229585275574,31,0.010061821998249787,0.026605407587025787,0.026605407587025787
base,MO,2017-11-07,2017-11-14,resistance,0.022080972599412663,0.021080972599412662,0.021080972599412662,1,0.00727208906839838,0.013808883531014282,0.013808883531014282
base,MO,2018-01-12,2018-01-22,hold_days,0.023990875591843208,0.022990875591843207,0.022990875591843207,3,0.0346729473920151,-0.01168207180017189,-0.01168207180017189
trough9_any,MO,2018-02-28,2018-03-07,hold_days,0.017792068521788718,0.016792068521788717,0.016792068521788717,145,0.007335085968661392,0.009456982553127324,0.009456982553127324
trough9_any,MO,2018-04-17,2018-04-24,hold_days,-0.13566737580119936,-0.13666737580119936,-0.13666737580119936,5,-0.052641002607057064,-0.0840263731941423,-0.0840263731941423
trough9_any,MO,2018-12-24,2019-01-02,hold_days,0.03679551670274628,0.03579551670274628,0.03579551670274628,1189,0.07454987818950087,-0.038754361486754596,-0.038754361486754596
base,MO,2019-04-04,2019-04-11,hold_days,0.025274666968885473,0.024274666968885472,0.024274666968885472,1,0.011372355859144534,0.012902311109740938,0.012902311109740938
trough9_any,MO,2019-06-28,2019-07-08,hold_days,0.03653665436762066,0.03553665436762066,0.03553665436762066,133,0.01103426259139928,0.024502391776221377,0.024502391776221377
trough9,MO,2019-08-28,2019-09-05,hold_days,-0.04362093504435349,-0.044620935044353494,-0.044620935044353494,1,0.04063928195917965,-0.08526021700353315,-0.08526021700353315
trough9_any,MO,2019-08-28,2019-09-05,hold_days,-0.04362093504435349,-0.044620935044353494,-0.044620935044353494,1,0.04063928195917965,-0.08526021700353315,-0.08526021700353315
trough9_any,MO,2019-09-24,2019-10-01,hold_days,0.010557182105431329,0.009557182105431328,0.009557182105431328,1548,-0.016716312230771857,0.026273494336203185,0.026273494336203185
trough9,MO,2020-03-11,2020-03-18,hold_days,-0.053359239207205644,-0.054359239207205645,-0.054359239207205645,2,-0.08013907479021243,0.025779835583006783,0.025779835583006783
trough9_any,MO,2020-03-11,2020-03-18,hold_days,-0.053359239207205644,-0.054359239207205645,-0.054359239207205645,2,-0.08013907479021243,0.025779835583006783,0.025779835583006783
trough9,MO,2020-09-03,2020-09-11,hold_days,0.006929560929729073,0.005929560929729073,0.005929560929729073,2,-0.03450304061225862,0.04043260154198769,0.04043260154198769
trough9_any,MO,2020-09-03,2020-09-11,hold_days,0.006929560929729073,0.005929560929729073,0.005929560929729073,2,-0.03450304061225862,0.04043260154198769,0.04043260154198769
trough9_any,MO,2020-09-15,2020-09-22,hold_days,-0.0988777851403172,-0.0998777851403172,-0.0998777851403172,5,-0.018706496569104836,-0.08117128857121236,-0.08117128857121236
trough9,MO,2020-12-02,2020-12-09,hold_days,0.07396306401351338,0.07296306401351338,0.07296306401351338,2,0.005581245712070748,0.06738181830144263,0.06738181830144263
trough9_any,MO,2020-12-02,2020-12-09,hold_days,0.07396306401351338,0.07296306401351338,0.07296306401351338,2,0.005581245712070748,0.06738181830144263,0.06738181830144263
trough9_any,MO,2021-01-29,2021-02-05,hold_days,0.03383650339889366,0.03283650339889366,0.03283650339889366,17,0.03724245303837015,-0.004405949639476492,-0.004405949639476492
trough9_any,MO,2021-05-25,2021-06-02,hold_days,-0.002015598778379646,-0.003015598778379646,-0.003015598778379646,6,0.005572853942223732,-0.008588452720603379,-0.008588452720603379
trough9_any,MO,2021-07-13,2021-07-20,hold_days,0.007899215034647078,0.006899215034647078,0.006899215034647078,5,-0.00871478228263789,0.015613997317284967,0.015613997317284967
trough9,MO,2021-07-22,2021-07-29,hold_days,0.034262643344668886,0.033262643344668885,0.033262643344668885,3,0.015813500120512636,0.01744914322415625,0.01744914322415625
trough9_any,MO,2021-07-22,2021-07-29,hold_days,0.034262643344668886,0.033262643344668885,0.033262643344668885,3,0.015813500120512636,0.01744914322415625,0.01744914322415625
trough9_any,MO,2021-08-04,2021-08-11,hold_days,0.024239784731452163,0.023239784731452162,0.023239784731452162,16,0.0069654761579727165,0.016274308573479446,0.016274308573479446
base,MO,2021-09-16,2021-09-23,hold_days,0.00040939406693163427,-0.0005906059330683658,-0.0005906059330683658,2,-0.009641593734379006,0.00905098780131064,0.00905098780131064
trough9_any,MO,2022-12-28,2023-01-05,hold_days,-0.010468828682649867,-0.011468828682649868,-0.011468828682649868,9,-0.0016531478177825853,-0.009815680864867282,-0.009815680864867282
trough9_any,MO,2023-01-11,2023-01-19,hold_days,-0.02793555861584618,-0.02893555861584618,-0.02893555861584618,23,-0.022712713942738105,-0.006222844673108074,-0.006222844673108074
trough9_any,MO,2023-03-23,2023-03-30,hold_days,0.023930166262955854,0.022930166262955853,0.022930166262955853,55,0.023753650634771972,-0.0008234843718161189,-0.0008234843718161189
base,MO,2023-03-24,2023-03-31,hold_days,0.014783048716515479,0.013783048716515478,0.013783048716515478,1,0.03654849119556869,-0.02276544247905321,-0.02276544247905321
trough9_any,MO,2023-06-14,2023-06-22,hold_days,-0.004323268500930344,-0.005323268500930344,-0.005323268500930344,9,-0.006657192866330042,0.0013339243653996977,0.0013339243653996977
trough9_any,MO,2023-08-04,2023-08-11,hold_days,-0.006136453306894163,-0.007136453306894163,-0.007136453306894163,60,-0.006535300454435622,-0.000601152852458541,-0.000601152852458541
trough9_any,MO,2023-08-16,2023-08-23,hold_days,0.008654525309723882,0.007654525309723882,0.007654525309723882,201,0.0289651088486782,-0.02131058353895432,-0.02131058353895432
trough9_any,MO,2023-10-02,2023-10-09,hold_days,0.026935934344519463,0.025935934344519462,0.025935934344519462,248,0.004561473775665181,0.02137446056885428,0.02137446056885428
trough9_any,MO,2024-02-13,2024-02-21,hold_days,0.005965910076923819,0.004965910076923819,0.004965910076923819,5,0.010258584357329292,-0.005292674280405473,-0.005292674280405473
base,MO,2024-06-18,2024-06-26,hold_days,0.034821405840270936,0.033821405840270935,0.033821405840270935,4,-0.002511002049320421,0.036332407889591356,0.036332407889591356
base,MO,2024-10-10,2024-10-17,hold_days,0.0012078566178412853,0.00020785661784128526,0.00020785661784128526,2,0.005419525698796335,-0.0052116690809550495,-0.0052116690809550495
trough9_any,MO,2025-01-06,2025-01-14,hold_days,-0.014014189453218973,-0.015014189453218973,-0.015014189453218973,7,-0.022101938130140164,0.007087748676921191,0.007087748676921191
trough9_any,MO,2025-04-02,2025-04-09,hold_days,-0.013305302927109186,-0.014305302927109187,-0.014305302927109187,12,-0.02708669383190887,0.012781390904799683,0.012781390904799683
trough9,MO,2025-07-10,2025-07-17,hold_days,-0.00973535321720731,-0.01073535321720731,-0.01073535321720731,1,-0.008126710515620417,-0.002608642701586894,-0.002608642701586894
trough9_any,MO,2025-07-10,2025-07-17,hold_days,-0.00973535321720731,-0.01073535321720731,-0.01073535321720731,1,-0.008126710515620417,-0.002608642701586894,-0.002608642701586894
trough9_any,MO,2025-07-28,2025-08-04,hold_days,0.05483649687437642,0.053836496874376416,0.053836496874376416,19,-0.00033984567255396225,0.05417634254693038,0.05417634254693038
base,MO,2025-10-09,2025-10-16,hold_days,-0.022215427521722342,-0.023215427521722343,-0.023215427521722343,3,-0.009593688227431785,-0.013621739294290558,-0.013621739294290558
trough9_any,MO,2025-10-16,2025-10-23,hold_days,0.004824038421439525,0.003824038421439525,0.003824038421439525,24,0.003040469075750174,0.0007835693456893509,0.0007835693456893509
base,MO,2025-10-17,2025-10-24,hold_days,-0.005841757162688865,-0.006841757162688865,-0.006841757162688865,1,-0.0015341217830460163,-0.005307635379642849,-0.005307635379642849
trough9,MO,2025-10-22,2025-10-29,hold_days,-0.038181000460492664,-0.039181000460492665,-0.039181000460492665,1,0.006752661600444743,-0.04593366206093741,-0.04593366206093741
trough9_any,MO,2025-10-24,2025-10-31,hold_days,-0.12818919999901757,-0.12918919999901757,-0.12918919999901757,3,-0.004854198422193368,-0.1243350015768242,-0.1243350015768242
base,MO,2025-11-25,2025-12-03,hold_days,0.001199816624291028,0.00019981662429102796,0.00019981662429102796,1,0.02542847868623288,-0.025228662061941853,-0.025228662061941853
base,MO,2025-12-23,2025-12-31,hold_days,-0.0005916663841780689,-0.001591666384178069,-0.001591666384178069,4,-0.006757900255699223,0.005166233871521154,0.005166233871521154
base,MO,2026-08-13,2026-08-20,hold_days,0.028580153740958014,0.027580153740958013,0.027580153740958013,1,-0.01685784997498041,0.04443800371593842,0.04443800371593842
trough9_any,AEP,2016-08-15,2016-08-22,hold_days,0.0,-0.001,-0.001,54,-0.0016165393223458446,0.0006165393223458446,0.0006165393223458446
base,AEP,2016-09-13,2016-09-20,hold_days,0.018805796578097,0.017805796578097,0.017805796578097,4,0.01609085854195147,0.0017149380361455302,0.0017149380361455302
trough9_any,AEP,2016-09-30,2016-10-07,hold_days,-0.037688851308650406,-0.03868885130865041,-0.03868885130865041,17,-0.01692108905447265,-0.021767762254177758,-0.021767762254177758
base,AEP,2016-11-15,2016-11-22,hold_days,-0.004877249688699625,-0.005877249688699625,-0.005877249688699625,1,0.011039803322634434,-0.01691705301133406,-0.01691705301133406
trough9,AEP,2016-11-22,2016-11-30,hold_days,-0.002028157431573474,-0.003028157431573474,-0.003028157431573474,4,-0.00021762885081788585,-0.0028105285807555882,-0.0028105285807555882
trough9_any,AEP,2016-11-22,2016-11-30,hold_days,-0.002028157431573474,-0.003028157431573474,-0.003028157431573474,4,-0.00021762885081788585,-0.0028105285807555882,-0.0028105285807555882
base,AEP,2016-12-30,2017-01-09,hold_days,-0.01032398393702394,-0.01132398393702394,-0.01132398393702394,2,0.01379211563792837,-0.02511609957495231,-0.02511609957495231
trough9_any,AEP,2017-01-19,2017-01-26,hold_days,-0.0009569005524034946,-0.0019569005524034946,-0.0019569005524034946,9,0.01893256534581278,-0.020889465898216275,-0.020889465898216275
trough9_any,AEP,2017-01-27,2017-02-03,hold_days,0.01683315640506855,0.01583315640506855,0.01583315640506855,17,0.010673057892953919,0.00516009851211463,0.00516009851211463
base,AEP,2018-06-13,2018-06-20,hold_days,0.05420738235034661,0.05320738235034661,0.05320738235034661,2,0.00044960566238727573,0.052757776687959335,0.052757776687959335
trough9_any,AEP,2018-08-08,2018-08-15,hold_days,0.02076487588014686,0.01976487588014686,0.01976487588014686,7,-0.006009248868246941,0.0257741247483938,0.0257741247483938
trough9_any,AEP,2018-09-25,2018-10-02,hold_days,0.02205991714354605,0.021059917143546047,0.021059917143546047,55,0.010060634106226374,0.010999283037319674,0.010999283037319674
base,AEP,2018-09-27,2018-10-04,hold_days,0.011467905982563309,0.010467905982563308,0.010467905982563308,1,0.00465632164126073,0.005811584341302578,0.005811584341302578
trough9_any,AEP,2019-01-03,2019-01-10,hold_days,0.02679692430662417,0.02579692430662417,0.02579692430662417,62,0.06854670234620097,-0.0427497780395768,-0.0427497780395768
base,AEP,2019-04-08,2019-04-15,hold_days,0.013349627915488105,0.012349627915488104,0.012349627915488104,4,0.006244160560778589,0.006105467354709515,0.006105467354709515
base,AEP,2019-08-02,2019-08-09,hold_days,0.021947914528234636,0.020947914528234635,0.020947914528234635,2,-0.02283453492352172,0.043782449451756356,0.043782449451756356
trough9,AEP,2019-09-13,2019-09-20,hold_days,0.017915676294005367,0.016915676294005366,0.016915676294005366,3,-0.003991679504236401,0.020907355798241767,0.020907355798241767
trough9_any,AEP,2019-09-13,2019-09-20,hold_days,0.017915676294005367,0.016915676294005366,0.016915676294005366,3,-0.003991679504236401,0.020907355798241767,0.020907355798241767
trough9_any,AEP,2019-10-15,2019-10-22,hold_days,0.026269994973348476,0.025269994973348475,0.025269994973348475,35,-0.0024571915497475505,0.027727186523096026,0.027727186523096026
trough9,AEP,2019-10-17,2019-10-24,hold_days,0.02924736807772077,0.02824736807772077,0.02824736807772077,2,0.012741395346250517,0.015505972731470252,0.015505972731470252
base,AEP,2019-11-01,2019-11-08,hold_days,-0.040689662433863405,-0.041689662433863406,-0.041689662433863406,3,0.01004744829150872,-0.051737110725372126,-0.051737110725372126
trough9_any,AEP,2019-11-04,2019-11-11,hold_days,-0.03609096855013816,-0.03709096855013816,-0.03709096855013816,20,0.0025984792966731174,-0.03968944784681128,-0.03968944784681128
trough9_any,AEP,2020-03-23,2020-03-30,hold_days,0.19585701593609106,0.19485701593609106,0.19485701593609106,507,0.19052391548357228,0.004333100452518779,0.004333100452518779
trough9_any,AEP,2020-04-29,2020-05-06,hold_days,-0.05184649309298939,-0.05284649309298939,-0.05284649309298939,6,-0.02633016873198657,-0.02651632436100282,-0.02651632436100282
trough9_any,AEP,2020-09-21,2020-09-28,hold_days,0.01625503091510061,0.01525503091510061,0.01525503091510061,11,0.019914120191076634,-0.004659089275976025,-0.004659089275976025
base,AEP,2020-11-02,2020-11-09,hold_days,-0.0025141708896651016,-0.0035141708896651016,-0.0035141708896651016,3,0.07384751787339838,-0.07736168876306349,-0.07736168876306349
trough9,AEP,2020-11-02,2020-11-09,hold_days,-0.0025141708896651016,-0.0035141708896651016,-0.0035141708896651016,3,0.07384751787339838,-0.07736168876306349,-0.07736168876306349
trough9_any,AEP,2020-11-02,2020-11-09,hold_days,-0.0025141708896651016,-0.0035141708896651016,-0.0035141708896651016,3,0.07384751787339838,-0.07736168876306349,-0.07736168876306349
trough9_any,AEP,2020-11-13,2020-11-20,hold_days,-0.08211882598416687,-0.08311882598416687,-0.08311882598416687,14,-0.003792221669662088,-0.07932660431450478,-0.07932660431450478
trough9,AEP,2020-12-18,2020-12-28,hold_days,-0.024132328608286846,-0.025132328608286847,-0.025132328608286847,2,-0.014975098353451788,-0.010157230254835059,-0.010157230254835059
trough9_any,AEP,2020-12-18,2020-12-28,hold_days,-0.024132328608286846,-0.025132328608286847,-0.025132328608286847,2,-0.014975098353451788,-0.010157230254835059,-0.010157230254835059
trough9_any,AEP,2021-01-11,2021-01-19,hold_days,0.024498667813554587,0.023498667813554586,0.023498667813554586,123,-0.0025047007926080056,0.02600336860616259,0.02600336860616259
