stock,entry_date,exit_date,branch,z,spy_z,vr,streak_len,streak_decline,ret,ret_net,bench_ret,excess_ret
MRK,2016-06-27,2016-07-05,market_wide,3.6057137900951397,-5.930563547350802,1.150648612131553,2.0,-0.04108887640099187,0.04863506537880613,0.04763506537880613,0.03523726970120822,0.012397795677597911
MRK,2016-08-09,2016-08-16,idiosyncratic,2.0433218862588314,0.0,0.7664770814723351,2.0,-0.021453100994914515,0.008801466879079456,0.007801466879079456,0.007111128725552085,0.0006903381535273709
MRK,2016-09-14,2016-09-21,market_wide,2.2013637709954597,-2.7195510031502583,1.1786499458073671,2.0,-0.02199883778745798,0.022004994840409964,0.021004994840409963,0.01773253022907162,0.0032724646113383438
MRK,2016-09-29,2016-10-06,market_wide,2.088566407054219,-1.752291801145166,1.1959000439192564,1.0,-0.021958787547590557,0.012114231792744956,0.011114231792744955,0.0004667372126143654,0.01064749458013059
MRK,2016-10-11,2016-10-18,market_wide,3.121761855142189,-4.844487757478962,1.2743319131558661,1.0,-0.03082937244642296,0.002583448496383145,0.001583448496383145,0.0024656375692624355,-0.0008821890728792905
MRK,2016-10-28,2016-11-04,market_wide,4.071814031048493,-3.347601387135993,2.035848100997197,1.0,-0.03997403206459338,-0.00033949808499844636,-0.0013394980849984464,-0.014052756596682259,0.012713258511683811
MRK,2016-12-20,2016-12-28,idiosyncratic,2.7794717747656836,-0.015134031841723416,0.9520869250239933,2.0,-0.031069755859364053,-0.020330754760671144,-0.021330754760671145,-0.009636148226117469,-0.011694606534553675
MRK,2017-01-19,2017-01-26,market_wide,2.48464003523436,-3.916301950020916,0.8079336480056479,3.0,-0.0322426023330044,0.014420470862682944,0.013420470862682943,0.005381562952697427,0.008038907909985515
MRK,2017-06-29,2017-07-07,market_wide,3.247029594321566,-3.983635859765066,0.8141042358749359,4.0,-0.027509025571892252,-0.01834006766885543,-0.019340067668855432,-0.0026352439334025313,-0.0167048237354529
MRK,2017-07-26,2017-08-02,idiosyncratic,2.0068924740088314,0.008440604329215192,1.386868287225714,4.0,-0.018112238531751198,0.02653691977642625,0.025536919776426248,0.005405655703469403,0.020131264072956845
MRK,2017-08-08,2017-08-15,market_wide,2.0596386795956185,-1.887982104341437,0.8100662388266271,3.0,-0.01889160559099298,0.0028882204202633766,0.0018882204202633765,0.0008149485770283516,0.001073271843235025
MRK,2017-08-18,2017-08-25,market_wide,2.043997618093638,-2.977256205087171,1.2547023749215505,2.0,-0.019298370631763997,0.023581183069391498,0.022581183069391497,0.00378256820837497,0.018798614861016527
MRK,2017-10-25,2017-11-01,market_wide,2.501603136396426,-2.3801812212004454,1.249844033391436,3.0,-0.022385405207338598,-0.1138511513655317,-0.1148511513655317,-0.01171130961348732,-0.10313984175204438
MRK,2018-01-31,2018-02-07,market_wide,2.3245179968416823,-2.032730847605433,1.1209847871143428,3.0,-0.044971108243570666,-0.056877636297495204,-0.057877636297495205,-0.057259387821466334,-0.0006182484760288709
MRK,2018-05-02,2018-05-09,market_wide,2.256376059244618,-3.162334280613796,0.8311918775344614,3.0,-0.03648887363261749,0.011344021489464229,0.010344021489464228,0.02385344171663828,-0.013509420227174052
MRK,2018-10-10,2018-10-17,market_wide,3.4751206310108045,-7.928493457921751,1.5454514164291204,1.0,-0.0261266497697953,0.019446278218302027,0.018446278218302026,0.005123466192765713,0.013322812025536312
MRK,2018-10-24,2018-10-31,market_wide,3.30995576124735,-5.515144359034835,1.3069408793771986,2.0,-0.02797321723718359,0.043521615261642,0.042521615261642,0.028810232341377473,0.013711382920264525
MRK,2018-12-14,2018-12-21,market_wide,2.45952542458761,-3.3739160392782708,0.9546989700892559,1.0,-0.025236044060653585,-0.046809262761766,-0.047809262761766,-0.06502641347582883,0.017217150714062823
MRK,2018-12-24,2019-01-02,market_wide,6.325810727201604,-3.6071321202461504,0.6555757697170645,7.0,-0.09316864518587172,0.06240337117287864,0.06140337117287864,0.07035978679226651,-0.00895641561938787
MRK,2019-04-18,2019-04-26,idiosyncratic,4.672319705622343,-0.12678825265273996,2.521460711107824,6.0,-0.09440729543112401,0.04700083869391025,0.04600083869391025,0.006054461733035144,0.03994637696087511
MRK,2019-07-11,2019-07-18,idiosyncratic,2.6397848817737524,0.16899182579555713,1.6388252710362259,2.0,-0.04548645443068724,0.02086433339764615,0.01986433339764615,0.0038463189685356003,0.01601801442911055
MRK,2019-09-10,2019-09-17,idiosyncratic,3.1598966986167234,-0.016540950559437766,2.4769725930699504,2.0,-0.05637096804940954,0.016750570115532826,0.015750570115532825,0.004477918868926789,0.011272651246606036
MRK,2019-10-22,2019-10-29,idiosyncratic,3.0099006806182396,-0.25737754626938186,2.970872479948486,2.0,-0.0399151201477008,0.046740384576605676,0.045740384576605675,0.012408736641917661,0.03333164793468801
MRK,2019-11-04,2019-11-11,idiosyncratic,2.2160522654425656,0.5391610464442361,0.8115329571525742,2.0,-0.03184841758839722,-0.007389867280584217,-0.008389867280584218,0.009917894313089315,-0.018307761593673533
MRK,2020-01-07,2020-01-14,market_wide,2.131641769348792,-1.6258642815123097,1.7065604406557653,1.0,-0.02662581106816284,0.00818377211556709,0.0071837721155670895,0.013310560071497335,-0.006126787955930245
MRK,2020-01-23,2020-01-30,idiosyncratic,2.5362701928662705,-0.08713637583413791,1.3956184277097696,5.0,-0.03255384298279732,-0.023261206640551202,-0.024261206640551203,-0.025696227284619177,0.0014350206440679747
MRK,2020-02-13,2020-02-21,idiosyncratic,2.852052712893272,-0.07049883463349503,1.3582014613282571,3.0,-0.04307719903077987,0.0045136586253498034,0.0035136586253498034,-0.008438058615103938,0.01195171724045374
MRK,2020-02-27,2020-03-05,market_wide,3.4538673995443143,-3.8038688475046856,1.223464689447642,5.0,-0.05346135671689107,0.044825886312991337,0.043825886312991336,0.024126906883014332,0.019698979429977004
MRK,2020-03-09,2020-03-16,market_wide,2.168784882398276,-5.520984508302962,1.1174893599705007,1.0,-0.039416134543588076,-0.10717297004680848,-0.10817297004680848,-0.10910704087936796,0.0009340708325594749
MRK,2020-03-19,2020-03-26,market_wide,2.1967623535190577,-2.69616219745197,1.0004255228079717,2.0,-0.05034875750027875,0.039587325065194356,0.038587325065194356,0.07104877725204828,-0.03246145218685392
MRK,2020-04-21,2020-04-28,market_wide,2.4539645365326384,-1.8933419627605959,1.524581878125464,2.0,-0.058710549834654756,0.0333502727035111,0.032350272703511096,0.051028935571576284,-0.018678662868065188
MRK,2020-05-01,2020-05-08,market_wide,3.140246751855113,-1.744297101999595,0.725806154600482,4.0,-0.0751371461823125,-0.016351230566855057,-0.017351230566855058,0.036260211513733376,-0.053611442080588434
MRK,2020-06-11,2020-06-18,market_wide,2.3332235292680155,-3.0341193697629154,1.354711062495611,3.0,-0.06694778912108758,-0.006776127512467034,-0.007776127512467034,0.032490285227244176,-0.04026641273971121
MRK,2020-10-28,2020-11-04,market_wide,2.200906686918361,-6.301369399519228,0.9942419713333469,3.0,-0.045722086655047775,0.058282991721972044,0.05728299172197204,0.04842464437279426,0.008858347349177786
MRK,2021-01-27,2021-02-03,market_wide,3.430155305717543,-3.189252997243673,1.6639001081079439,2.0,-0.05027687688204443,0.0032437171788874952,0.002243717178887495,0.02260617573845014,-0.020362458559562646
MRK,2021-02-08,2021-02-16,idiosyncratic,2.0535881656264343,0.4971705044229273,1.4111402682306444,4.0,-0.03510349374639577,-0.010527627949376228,-0.011527627949376229,0.002416278447446407,-0.013943906396822636
MRK,2021-04-28,2021-05-05,idiosyncratic,2.0239210386761157,-0.08833627628941525,1.1002051015638672,5.0,-0.02701017010649374,0.007912945728520748,0.006912945728520748,0.01778106456469919,-0.010868118836178442
MRK,2021-05-27,2021-06-04,idiosyncratic,3.270721478729054,0.03679384977948372,1.7732376699321721,5.0,-0.046949643132294744,0.023014992777296017,0.022014992777296016,0.01449503097281557,0.007519961804480446
MRK,2021-09-09,2021-09-16,market_wide,2.9592406235420765,-2.0174148585069176,1.7713657438520396,3.0,-0.0445247533891039,-0.016323923846395805,-0.017323923846395806,0.0004652417086785654,-0.01778916555507437
MRK,2021-10-14,2021-10-21,idiosyncratic,2.271037220420212,1.1967540893617008,0.5275821382174983,5.0,-0.04405677887276159,0.03625715356800785,0.03525715356800785,0.025049106152326805,0.010208047415681043
MRK,2021-11-05,2021-11-12,idiosyncratic,6.289797449739579,0.35575840859397995,2.720854904949895,1.0,-0.09863040250552005,0.029285630405507357,0.028285630405507356,0.010746268440019469,0.017539361965487887
MRK,2021-11-26,2021-12-03,market_wide,2.370212292437696,-6.272979825524453,1.7862912897732792,2.0,-0.04396124253820725,-0.07352213989504919,-0.07452213989504919,-0.014296422738396153,-0.060225717156653036
MRK,2022-02-07,2022-02-14,market_wide,2.4963374591923415,-1.137029163692066,1.6194318379752113,3.0,-0.054017882646848224,-0.014307592290321525,-0.015307592290321526,-0.024683250467064988,0.009375658176743462
MRK,2022-06-02,2022-06-09,idiosyncratic,2.202566453566576,0.21811010551924298,0.8834104487382132,3.0,-0.033089618545281176,-0.022222232998785674,-0.023222232998785675,-0.035360604119989425,0.01213837112120375
MRK,2022-06-10,2022-06-17,market_wide,2.237700536232683,-5.689136525809614,0.772253396299256,3.0,-0.036472292997010256,-0.021420534857043094,-0.022420534857043095,-0.05627707562541684,0.033856540768373744
MRK,2022-08-29,2022-09-06,market_wide,2.0468869785212602,-3.203951644095509,1.2576196190070346,2.0,-0.029688927919487497,-0.0133576224357288,-0.0143576224357288,-0.02657093360167906,0.012213311165950258
MRK,2022-09-21,2022-09-28,market_wide,2.2564380122273953,-3.8528541398301637,0.8857421237462108,3.0,-0.0363657210176437,0.0266179206082493,0.0256179206082493,-0.017234786265348356,0.04285270687359766
MRK,2022-11-11,2022-11-18,idiosyncratic,2.355476900176452,0.5131246303121308,1.3484086255788148,1.0,-0.038571132933461406,0.06400583863937404,0.06300583863937403,-0.008170357259712935,0.07117619589908697
MRK,2023-01-09,2023-01-17,idiosyncratic,3.0190949869869383,-0.07290576418213034,1.8884228582170215,1.0,-0.03883668916435457,0.0006341700141474504,-0.0003658299858525496,0.004642693625923844,-0.005008523611776393
MRK,2023-01-27,2023-02-03,idiosyncratic,2.2354363573066607,0.1990946212773554,0.9497683804197579,2.0,-0.029560910289595812,-0.02315403368146507,-0.02415403368146507,0.005362594233833784,-0.029516627915298854
MRK,2023-02-28,2023-03-07,market_wide,3.3132764055980344,-2.539634229615989,1.4896612701784693,3.0,-0.039334456994202543,0.04734558021823121,0.04634558021823121,0.005960090230810566,0.04038548998742064
MRK,2023-03-09,2023-03-16,market_wide,2.5206001769795225,-3.959686052010428,0.6800017225546416,2.0,-0.03298261117214131,0.004518991253434912,0.003518991253434912,-0.0017018991643094061,0.005220890417744318
MRK,2023-03-17,2023-03-24,market_wide,2.5384711147481838,-1.8785141802049246,2.5731486011566553,2.0,-0.03279784260644431,0.006724569562104543,0.005724569562104543,0.015652616175597434,-0.009928046613492891
MRK,2023-05-18,2023-05-25,idiosyncratic,2.5561438704481882,1.5061903201686857,1.1760353408019644,6.0,-0.03307902853612603,-0.014912124872247468,-0.01591212487224747,-0.019121808718004285,0.0032096838457568166
MRK,2023-05-30,2023-06-06,idiosyncratic,2.9415521385029457,0.04558284767259138,1.2421904358324471,3.0,-0.03899625727527223,0.007694350816509932,0.006694350816509932,0.0103182554638801,-0.0036239046473701677
MRK,2023-06-07,2023-06-14,idiosyncratic,2.8576493778963705,-0.24524306092180861,1.70404811752794,2.0,-0.039784419747274605,0.007144759096579856,0.006144759096579856,0.02196063038246221,-0.015815871285882355
MRK,2023-07-07,2023-07-14,market_wide,4.169937771361503,-1.226252923176396,1.4588755805993758,4.0,-0.055377295874022896,-0.015229556507518116,-0.016229556507518117,0.03355801910202971,-0.04978757560954783
MRK,2023-07-27,2023-08-03,market_wide,3.057558449690117,-1.2633699044989455,1.3205216363912837,4.0,-0.046381103915062415,0.0043698139892576204,0.0033698139892576204,-0.01887724240134392,0.02224705639060154
MRK,2023-09-27,2023-10-04,market_wide,2.4558442625004595,-2.9661176576606385,0.9403062773849291,7.0,-0.0359859431339256,-0.01702902420850383,-0.01802902420850383,-0.012204244332821745,-0.0058247798756820846
MRK,2023-10-19,2023-10-26,market_wide,2.335861999825669,-2.663843849110942,1.2482616785819214,2.0,-0.03590280932831799,0.050980819478403605,0.049980819478403604,-0.026873337429640487,0.07685415690804409
MRK,2024-03-04,2024-03-11,idiosyncratic,4.017409599336059,-0.10426753694943698,2.0275128492761163,4.0,-0.038595621117852606,-0.010318469112940876,-0.011318469112940877,0.01391853535198595,-0.025237004464926827
MRK,2024-04-04,2024-04-11,market_wide,3.0352377127465155,-5.998025777898056,0.7727065209555968,4.0,-0.03251217640028603,-0.011828317889394757,-0.012828317889394758,0.003970535634074901,-0.01679885352346966
MRK,2024-05-02,2024-05-09,market_wide,2.056041717580923,-1.1155805536606294,0.9613130584455027,4.0,-0.022408556815087886,0.015359369044707583,0.014359369044707582,0.025470140138430075,-0.011110771093722493
MRK,2024-05-29,2024-06-05,market_wide,3.813697817006413,-2.2242325069268825,1.2961797670834359,4.0,-0.03966441490411136,0.02819687651862468,0.02719687651862468,0.01638353057526931,0.010813345943355368
MRK,2024-06-28,2024-07-08,market_wide,6.075553529021277,-1.1896368759302154,6.294570752760298,4.0,-0.06889294360383448,0.01599343674251985,0.01499343674251985,0.0019273906381265249,0.013066046104393325
MRK,2024-07-30,2024-08-06,market_wide,7.646559426791904,-2.841394129874374,5.065397656839544,1.0,-0.09805908866687849,-0.03557485320460019,-0.03657485320460019,-0.04034460821221664,0.0037697550076164488
MRK,2024-09-26,2024-10-03,idiosyncratic,2.147830972199785,0.18901244776141402,1.1416484632187798,6.0,-0.04678028209815566,-0.025731594032439853,-0.026731594032439854,-0.008433826199265582,-0.018297767833174272
MRK,2024-10-07,2024-10-14,market_wide,2.3643847878845996,-2.9977862480747044,0.9096938502013355,4.0,-0.053599467079488414,0.010129920078144394,0.009129920078144393,0.02936676197989674,-0.020236841901752345
MRK,2024-11-15,2024-11-22,market_wide,2.50781619471715,-1.1184068123243742,1.7614290421557592,5.0,-0.06422440435413843,0.0297994870733278,0.0287994870733278,0.01769525259620308,0.01110423447712472
MRK,2025-02-04,2025-02-11,market_wide,4.922952778966636,-2.1281798655850745,3.9809182542019306,1.0,-0.09069048970989267,-0.04628600130409943,-0.047286001304099434,-0.006818714427821004,-0.04046728687627843
MRK,2025-03-25,2025-04-01,idiosyncratic,2.1926139721945828,0.20342121755909248,1.0666659776126346,3.0,-0.07241635178483773,-0.008535227607436968,-0.009535227607436969,-0.01216177005977348,0.002626542452336511
MRK,2025-04-04,2025-04-11,market_wide,2.9694490064738566,-6.375243630816407,1.1636433467115728,4.0,-0.09235743196463284,-0.02810840116501445,-0.029108401165014453,0.033618887654403906,-0.06272728881941836
MRK,2025-05-14,2025-05-21,idiosyncratic,2.3669040677594393,0.07129075781537318,1.5888574088586145,2.0,-0.08653490677132882,0.04777460695360514,0.046774606953605136,0.0033433618801612663,0.04343124507344387
MRK,2025-07-31,2025-08-07,market_wide,2.2042556980686663,-1.320019171876918,1.5677386071051596,4.0,-0.07779467818732404,0.028801750099010537,0.027801750099010536,0.0010092398358967358,0.0267925102631138
MRK,2026-04-15,2026-04-22,idiosyncratic,2.6941364894410094,0.3567849214610411,0.8924931868091053,5.0,-0.042864109965132006,-0.04249368600406256,-0.04349368600406256,0.01157938148202109,-0.05507306748608365
MRK,2026-06-01,2026-06-08,idiosyncratic,2.3113384318669583,0.27501986213502805,0.9412356826452698,3.0,-0.04216563007248124,0.03777022452333689,0.03677022452333689,-0.01853485785073472,0.05530508237407161
MRK,2026-07-10,2026-07-17,idiosyncratic,2.219755700496634,0.44958571123860097,0.7802429725207213,3.0,-0.041285163695937294,0.03205443986916312,0.03105443986916312,8.666727117789819e-05,0.03096777259798522
MRK,2026-08-27,2026-09-03,market_wide,2.6361019914079358,-1.2911161730437855,0.6214180926242967,2.0,-0.04416743353733074,0.018724088408768713,0.017724088408768712,-0.004954093942581506,0.022678182351350218
MRK,2026-09-10,2026-09-17,market_wide,2.691970262119051,-4.136060238426495,0.8789861474020843,4.0,-0.05008529830427052,0.02286355108148941,0.021863551081489407,0.0022891216460707575,0.01957442943541865
CRM,2015-12-11,2015-12-18,market_wide,2.801353597037498,-4.705092452280874,1.352156187333265,3.0,-0.051924193159709295,0.002081368795833427,0.001081368795833427,-0.002269552439903788,0.003350921235737215
CRM,2016-01-08,2016-01-15,market_wide,2.7076529778777427,-3.7418421775869715,1.200376404163971,3.0,-0.04957822044102089,-0.03236383326609049,-0.03336383326609049,-0.021130171905381245,-0.012233661360709247
CRM,2016-01-21,2016-01-28,market_wide,2.3541641123815555,-3.1695274007661656,0.8219338389005421,4.0,-0.048720368758525735,-0.054955931922804346,-0.05595593192280435,-0.007477729677482281,-0.048478202245322066
CRM,2016-02-02,2016-02-09,market_wide,2.5176002046788692,-1.3089367891310248,1.4207921713084408,1.0,-0.057276677481364155,-0.1114381507884552,-0.1124381507884552,-0.0026322208730241714,-0.10980592991543103
CRM,2016-06-27,2016-07-05,market_wide,2.4672027784055386,-5.930563547350802,1.4714421878436836,2.0,-0.07547412110523888,0.03417911317300826,0.03317911317300826,0.03523726970120822,-0.0020581565281999614
CRM,2016-08-15,2016-08-22,idiosyncratic,2.3117416694297694,0.40766870534447736,3.3843709778709066,1.0,-0.03319865674557498,-0.021160686146504015,-0.022160686146504016,-0.0034488566803279053,-0.01871182946617611
CRM,2016-09-01,2016-09-09,market_wide,3.4928962866743944,-2.6646264307019667,5.318940499099882,5.0,-0.053019064950493286,-0.022526623192259287,-0.02352662319225929,-0.021258250272816803,-0.002268372919442485
CRM,2016-09-26,2016-10-03,market_wide,3.282525356983397,-1.718863902809798,1.6112752304923124,2.0,-0.058989002677537344,0.004701357669060657,0.0037013576690606573,0.011602817115207165,-0.007901459446146508
CRM,2016-10-05,2016-10-12,market_wide,2.90995534683928,-1.6685891302728653,5.419009527102344,1.0,-0.0579646923361182,0.0556855120281865,0.0546855120281865,-0.020345614825188596,0.0750311268533751
CRM,2016-10-13,2016-10-20,market_wide,2.802992212623128,-3.3190925668982003,0.45857510343451274,3.0,-0.059520682696226866,0.02775039199946816,0.02675039199946816,0.01109863633938768,0.01565175566008048
CRM,2016-11-23,2016-12-01,idiosyncratic,2.1381423371541994,0.07887230535044247,0.8323241553736452,3.0,-0.049119031827785764,-0.07423928663500434,-0.07523928663500434,-0.01364637839430638,-0.06159290824069796
CRM,2016-12-02,2016-12-09,market_wide,2.5330525836097695,-2.015584051460111,1.764635023710667,3.0,-0.061976992995638705,0.04034474309065872,0.03934474309065872,0.033412797343044476,0.005931945747614242
CRM,2017-07-03,2017-07-11,market_wide,2.0098100109542045,-2.3704834979811977,0.6134885573742609,3.0,-0.022590429769453097,0.02613235667013658,0.02513235667013658,-0.004262724064754364,0.029395080734890944
CRM,2017-08-10,2017-08-17,market_wide,2.935691953436525,-13.12515258998461,1.4595138269730976,3.0,-0.03171280287221183,0.037087916353575556,0.036087916353575555,0.007207246170074066,0.02888067018350149
CRM,2017-09-14,2017-09-21,idiosyncratic,2.0862564066169864,-0.05101074480119268,1.1535099830440012,3.0,-0.02466473066454685,-0.004616889543018532,-0.005616889543018532,-0.0003611135031653667,-0.005255776039853165
CRM,2017-09-25,2017-10-02,market_wide,2.075204916799418,-1.8090272473248723,1.323395345347735,1.0,-0.026016496124599824,0.015897172699926188,0.014897172699926187,0.016159523792846686,-0.0012623510929204995
CRM,2017-11-29,2017-12-06,idiosyncratic,3.0453704299502244,-0.08832868342992571,1.2268785066143275,3.0,-0.03378452999787102,-0.005891999239393209,-0.006891999239393209,-0.0015994795244302917,-0.005292519714962917
CRM,2018-02-02,2018-02-09,market_wide,2.9411406352037015,-6.382002060583913,1.184638808636097,2.0,-0.027477887443939638,-0.03430226580213369,-0.03530226580213369,-0.05242716720399154,0.01712490140185785
CRM,2018-03-21,2018-03-28,market_wide,2.3915170012296687,-2.929238214845332,2.4964424348060392,1.0,-0.027333939784823024,-0.07247335578789249,-0.07347335578789249,-0.042817273343735196,-0.030656082444157295
CRM,2018-04-24,2018-05-01,market_wide,3.183304876697312,-3.344704034314118,1.312754409769335,4.0,-0.052868406769970726,0.04436713814232962,0.04336713814232962,0.004648396815385425,0.038718741326944195
CRM,2018-06-25,2018-07-02,market_wide,2.566079034140898,-5.612924093792888,1.278050998815431,5.0,-0.047281821918166295,0.05435862937432945,0.05335862937432945,-0.0033071370565537217,0.05666576643088317
CRM,2018-07-30,2018-08-06,market_wide,4.234794947539393,-2.6342129987145424,2.5275463264043916,3.0,-0.0728152667606266,0.033905669815061934,0.03290566981506193,0.006510646796427988,0.026395023018633945
CRM,2018-10-08,2018-10-15,market_wide,2.4638787578691175,-3.2258884376623786,2.198769048396241,1.0,-0.04140089704517395,-0.04507233378043096,-0.04607233378043096,-0.04803065425039221,0.00195832046996125
CRM,2018-10-19,2018-10-26,market_wide,2.3643238795999655,-1.9966063776046845,0.6904516350822912,3.0,-0.04713772043830902,-0.035376021660537105,-0.036376021660537106,-0.04804910720324285,0.011673085542705741
CRM,2018-10-29,2018-11-05,market_wide,3.3518197307778523,-3.087558595923277,1.5753275911894513,2.0,-0.06967309705306046,0.033971920585021964,0.03297192058502196,0.044295691922911384,-0.011323771337889421
CRM,2018-11-12,2018-11-19,market_wide,3.629063385060297,-1.5620160759639115,1.2744583148170592,2.0,-0.08014391525112553,-0.07272029225100618,-0.07372029225100618,-0.002708090389855422,-0.07101220186115076
CRM,2018-11-20,2018-11-28,market_wide,3.6368900743643096,-4.144048201728433,2.125401697001738,2.0,-0.0896265997784392,0.1654926571382087,0.1644926571382087,0.039444518236428694,0.12504813890178001
CRM,2018-12-17,2018-12-24,market_wide,2.6895564018944973,-4.0503163553369514,1.2550734434211983,2.0,-0.07304815005907027,-0.07261317847986182,-0.07361317847986182,-0.07021740130102894,-0.0033957771788328817
CRM,2019-03-27,2019-04-03,market_wide,2.2107316391216094,-2.954981830938164,1.7063706275122081,4.0,-0.07085947950113433,0.04834970843595965,0.04734970843595965,0.02770032857954896,0.019649379856410687
CRM,2019-06-03,2019-06-10,market_wide,2.894500674171688,-3.2151455420345068,1.988866203096123,2.0,-0.06784033827763752,0.0529978059489189,0.051997805948918896,0.05544557809017614,-0.0034477721412572437
CRM,2019-06-11,2019-06-18,idiosyncratic,2.8211966738991907,-0.01442383740476873,1.6022794171078447,2.0,-0.06895289917362894,0.002930541091163308,0.0019305410911633078,0.008554888401288041,-0.006624347310124733
CRM,2019-06-25,2019-07-02,market_wide,2.1528111513920822,-1.2396460269081802,0.9209894272290133,3.0,-0.04999975764815438,0.032007407894868445,0.031007407894868444,0.02970453853044064,0.0013028693644278055
CRM,2019-08-02,2019-08-09,market_wide,3.263889094080914,-4.003303486987571,1.7352137898974105,3.0,-0.07173813090106369,-0.01599161298667917,-0.016991612986679172,-0.004931471291994893,-0.012060141694684279
CRM,2020-02-24,2020-03-02,market_wide,3.2390192329715664,-7.995182099944483,1.981749722522725,2.0,-0.038374025636887084,-0.04937080038432806,-0.05037080038432806,-0.037220115729589165,-0.013150684654738898
CRM,2020-03-06,2020-03-13,market_wide,2.957344428309852,-3.0930996817291248,1.0928589028515108,2.0,-0.06608223231535416,-0.09934187937067662,-0.10034187937067662,-0.07860724637822158,-0.02173463299245504
CRM,2020-03-16,2020-03-23,market_wide,5.711493019060147,-3.5410372747083207,1.443621769907629,1.0,-0.15888475029057758,0.13049058319312623,0.12949058319312623,-0.04159591107296856,0.1710864942660948
CRM,2020-04-01,2020-04-08,market_wide,3.1135797526455633,-1.1614167609610984,0.8307203772544471,2.0,-0.10537207920964689,0.127256551456153,0.126256551456153,0.11346406439397394,0.012792487062179059
CRM,2020-04-21,2020-04-28,market_wide,2.0314174631387645,-1.8933419627605959,2.0255727098609158,1.0,-0.07495683504375349,0.02590303259650839,0.02490303259650839,0.051028935571576284,-0.026125902975067894
CRM,2020-05-14,2020-05-21,market_wide,2.2615710771015247,-1.9156778606469214,1.1369406804259155,3.0,-0.085783051013671,0.04946099410838101,0.048460994108381006,0.022547650276761644,0.025913343831619362
CRM,2020-09-04,2020-09-14,market_wide,4.020975572737707,-2.907118549701398,0.687996308809797,3.0,-0.09439999009217703,-0.03164488026740042,-0.03264488026740042,-0.0007653092017144703,-0.03187957106568595
CRM,2020-10-30,2020-11-06,market_wide,2.5645664828422756,-3.0645384835569107,1.5057976830250241,3.0,-0.07203353897588259,0.12003255294372361,0.11903255294372361,0.07742427842672894,0.04160827451699467
CRM,2020-12-02,2020-12-09,idiosyncratic,4.299672106458533,0.21429526858902864,4.784697543130577,3.0,-0.10842819606325453,-0.0009509090474970616,-0.0019509090474970616,0.01394910766759061,-0.015900016715087673
CRM,2021-02-26,2021-03-05,market_wide,3.7226832564631698,-3.772526218437335,3.1548180392120426,2.0,-0.09967967358987123,-0.026512852303606227,-0.027512852303606228,0.018939420825168973,-0.0464522731287752
CRM,2021-05-04,2021-05-11,market_wide,3.775058098325958,-1.7774942705559407,1.5047541507952662,4.0,-0.08316451524811336,-0.007459285568272911,-0.008459285568272912,0.008220432980355907,-0.01667971854862882
CRM,2021-09-13,2021-09-20,market_wide,2.710200897714302,-2.8850325777837846,0.9290204489800246,5.0,-0.04856227531912951,0.01617408113090968,0.015174081130909678,-0.02310658164120205,0.03828066277211173
CRM,2021-09-28,2021-10-05,market_wide,2.579055050479093,-2.817774769212684,0.9851898748175344,2.0,-0.04673898001099062,-0.0018731145638170021,-0.002873114563817002,-0.004540575088217036,0.0016674605244000338
CRM,2021-11-10,2021-11-17,market_wide,2.468886245423921,-1.0476780461252753,1.1377013772491102,2.0,-0.03319769235075964,0.027863740461065323,0.026863740461065322,0.004976515598311249,0.021887224862754073
CRM,2021-11-22,2021-11-30,market_wide,2.647759167932695,-1.0054743119196692,1.1930179111322032,3.0,-0.0362959841181342,-0.04002201862698729,-0.04102201862698729,-0.035580702234279005,-0.005441316392708284
CRM,2021-12-01,2021-12-08,market_wide,9.730155133420745,-3.915734255351105,5.291448077737859,2.0,-0.15245663437380652,0.05888627529346069,0.05788627529346069,0.03381724989244739,0.0240690254010133
CRM,2022-01-05,2022-01-12,market_wide,4.851147421353112,-1.8299608410798645,4.574725564920764,2.0,-0.10878404997063587,0.044625871545960205,0.043625871545960204,0.006003396575959163,0.03762247497000104
CRM,2022-02-03,2022-02-10,market_wide,3.2153143694630537,-1.2147096076056625,1.4889391137593315,3.0,-0.08537163980066911,0.023029571393052617,0.022029571393052616,-0.010232124355869177,0.03226169574892179
CRM,2022-02-11,2022-02-18,market_wide,2.143729440151217,-3.571292537564149,1.1487981766894815,2.0,-0.06368215808602591,-0.05319855996811895,-0.05419855996811895,-0.017310218580074532,-0.03688834138804442
CRM,2022-02-22,2022-03-01,market_wide,2.871012313213386,-3.9326025776135523,1.2960584139003448,4.0,-0.0892414397062112,0.07051694758101124,0.06951694758101123,0.0014845565216825563,0.06803239105932868
CRM,2022-03-08,2022-03-15,market_wide,2.4867025666593405,-3.3551995985997074,0.8998910813565402,4.0,-0.087028877153011,0.021137120117677988,0.020137120117677987,0.01644595683209249,0.003691163285585497
CRM,2022-04-06,2022-04-13,market_wide,2.205011606496648,-3.0247634818665987,1.2129787183659386,2.0,-0.08238524131227494,-0.02539583720498051,-0.02639583720498051,0.0012805548319210214,-0.02767639203690153
CRM,2022-04-22,2022-04-29,market_wide,2.4429168279401017,-5.3487075598529925,1.4948059806437002,3.0,-0.10428986084225877,0.026308150899760463,0.025308150899760462,-0.02237032814230977,0.04767847904207023
CRM,2022-05-09,2022-05-16,market_wide,2.677445371383985,-4.4102758405991045,1.28285966148149,3.0,-0.11796431764419456,0.003178547272443266,0.002178547272443266,0.007448637896093402,-0.005270090623650136
