stock,low_date,entry_date,exit_date,ret,ret_net,exit_reason,days_held,bench_ret,excess_ret
ADI,2024-10-15,2024-10-17,2024-10-24,0.010292920829370278,0.009292920829370277,hold_days,5,-0.01798549710894093,0.027278417938311206
LRCX,2018-06-11,2018-06-13,2018-06-20,-0.05444489343578618,-0.05544489343578618,hold_days,5,0.0012618315668206925,-0.05670672500260687
LRCX,2019-09-27,2019-10-01,2019-10-02,-0.01037363823697246,-0.011373638236972461,market_dd,1,-0.017355492895839375,0.005981854658866914
LRCX,2021-10-04,2021-10-06,2021-10-13,-0.013267339091445507,-0.014267339091445508,hold_days,5,0.002844715431898903,-0.01711205452334441
LRCX,2025-08-18,2025-08-20,2025-08-27,0.045587445625513645,0.044587445625513644,hold_days,5,0.0016218199903248465,0.0429656256351888
KLAC,2018-06-11,2018-06-13,2018-06-20,-0.02823964733689943,-0.029239647336899433,hold_days,5,0.0012618315668206925,-0.030501478903720125
KLAC,2020-06-24,2020-06-26,2020-07-06,0.07395709427332653,0.07295709427332653,hold_days,5,0.048794985461840135,0.024162108811486394
KLAC,2021-10-04,2021-10-06,2021-10-13,-0.026405382467165284,-0.027405382467165285,hold_days,5,0.002844715431898903,-0.030250097899064188
KLAC,2024-03-11,2024-03-13,2024-03-20,0.01051246651532467,0.009512466515324669,hold_days,5,0.004730736212519737,0.004781730302804932
KLAC,2024-11-15,2024-11-19,2024-11-26,0.025679691700942975,0.024679691700942974,hold_days,5,0.04047434828011243,-0.015794656579169453
KLAC,2025-08-15,2025-08-19,2025-08-26,0.013720191550169902,0.012720191550169901,hold_days,5,0.0013749163555218935,0.011345275194648008
SNPS,2015-09-18,2015-09-22,2015-09-28,-0.02652069808560964,-0.02752069808560964,market_dd,4,-0.03793776205561361,0.01041706397000397
SNPS,2018-09-26,2018-09-28,2018-10-05,-0.05486262679874132,-0.05586262679874132,hold_days,5,-0.022968892199858093,-0.03289373459888323
SNPS,2020-01-27,2020-01-29,2020-01-31,-0.01947625556381849,-0.02047625556381849,market_dd,2,-0.017730954643960795,-0.002745300919857696
CDNS,2019-12-03,2019-12-05,2019-12-12,0.01625892318065425,0.015258923180654249,hold_days,5,0.01568093651127045,-0.00042201333061619994
CDNS,2024-07-11,2024-07-15,2024-07-18,-0.11976053520190932,-0.12076053520190932,market_dd,3,-0.007389778984121298,-0.11337075621778803
CDNS,2025-07-16,2025-07-18,2025-07-25,0.0526665865939282,0.0516665865939282,hold_days,5,0.020731277108148705,0.030935309485779494
PANW,2015-12-28,2015-12-30,2015-12-31,-0.003676687157151415,-0.004676687157151415,market_dd,1,-0.009967083758748219,0.005290396601596804
PANW,2017-10-23,2017-10-25,2017-11-01,-0.03069674450831894,-0.03169674450831894,hold_days,5,0.00182618865456452,-0.03352293316288346
PANW,2020-06-24,2020-06-26,2020-07-06,0.04667467348617249,0.04567467348617249,hold_days,5,0.048794985461840135,-0.0031203119756676445
PANW,2021-05-06,2021-05-10,2021-05-12,-0.018310211801864762,-0.019310211801864763,market_dd,2,-0.03254120536891336,0.013230993567048599
PANW,2022-09-16,2022-09-20,2022-09-21,-0.02228321940389244,-0.02328321940389244,market_dd,1,-0.016884214408310227,-0.006399004995582214
PANW,2023-01-10,2023-01-12,2023-01-18,0.037188772659468405,0.036188772659468404,market_dd,3,-0.006094230011630786,0.04228300267109919
CRWD,2023-09-15,2023-09-19,2023-09-21,-0.01794562671119715,-0.01894562671119715,market_dd,2,-0.01969539306892898,0.0007497663577318292
FTNT,2016-12-14,2016-12-16,2016-12-23,-0.02015449876317854,-0.021154498763178542,hold_days,5,-0.0009981109922297948,-0.020156387770948747
FTNT,2020-09-08,2020-09-10,2020-09-17,-0.01207603617134223,-0.013076036171342231,hold_days,5,0.01462613428738857,-0.0277021704587308
FTNT,2025-12-10,2025-12-12,2025-12-17,-0.03454152183313319,-0.035541521833133194,market_dd,3,-0.007495375488500544,-0.02804614634463265
FTNT,2026-08-20,2026-08-24,2026-08-31,0.12461337257777139,0.12361337257777139,hold_days,5,-0.00912188090877697,0.13273525348654835
ANET,2018-01-02,2018-01-04,2018-01-11,0.12076155317670545,0.11976155317670545,hold_days,5,0.022794393558401183,0.09696715961830427
ANET,2020-02-14,2020-02-19,2020-02-21,-0.006932706110452602,-0.007932706110452603,market_dd,2,-0.012155117884224631,0.004222411773772028
ANET,2020-06-24,2020-06-26,2020-07-06,0.01813602989543206,0.01713602989543206,hold_days,5,0.048794985461840135,-0.031658955566408076
ANET,2022-01-25,2022-01-27,2022-02-03,0.036465426717503524,0.03546542671750352,hold_days,5,0.041417545590653804,-0.0059521188731502805
MSI,2016-10-13,2016-10-17,2016-10-24,0.018596603039362947,0.017596603039362946,hold_days,5,0.009371059083005395,0.00822554395635755
MSI,2018-10-11,2018-10-15,2018-10-22,0.02508119536992104,0.024081195369921038,hold_days,5,0.0002391774651513412,0.023842017904769697
MSI,2018-10-24,2018-10-26,2018-11-02,0.0765374160127199,0.0755374160127199,hold_days,5,0.04726188780941931,0.028275528203300593
MSI,2018-12-07,2018-12-11,2018-12-14,-0.017405399656383325,-0.018405399656383326,market_dd,3,-0.012411923835133898,-0.005993475821249428
MSI,2020-05-27,2020-05-29,2020-06-05,0.15199859380586656,0.15099859380586655,hold_days,5,0.06525517557557281,0.08574341823029374
MSI,2021-01-19,2021-01-21,2021-01-27,-0.004353014770187569,-0.005353014770187569,market_dd,4,-0.04093547415105825,0.03558245938087068
MSI,2023-12-15,2023-12-19,2023-12-20,-0.01143863089795627,-0.012438630897956271,market_dd,1,-0.017051109915858897,0.0046124790179026265
MSI,2026-03-20,2026-03-24,2026-03-26,-0.01042339042877971,-0.011423390428779712,market_dd,2,-0.007054495756550927,-0.004368894672228785
MSI,2026-06-08,2026-06-10,2026-06-17,-0.0236591472493497,-0.0246591472493497,hold_days,5,0.019559443779027852,-0.04421859102837755
HPQ,2015-08-04,2015-08-06,2015-08-13,-0.056071900916579986,-0.05707190091657999,hold_days,5,0.0016941789323021705,-0.05876607984888216
HPQ,2016-10-21,2016-10-25,2016-11-01,0.03237427884972033,0.03137427884972033,hold_days,5,-0.01830708375733503,0.04968136260705536
HPQ,2025-06-05,2025-06-09,2025-06-16,-0.012722473100072795,-0.013722473100072796,hold_days,5,-0.007757135914570168,-0.005965337185502628
HPQ,2025-11-11,2025-11-13,2025-11-18,-0.09087284875688839,-0.09187284875688839,market_dd,3,-0.02072687116763061,-0.07114597758925778
DELL,2017-02-17,2017-02-22,2017-03-01,-0.010652884046721378,-0.011652884046721379,hold_days,5,0.004551203144224969,-0.016204087190946348
DELL,2021-10-27,2021-10-29,2021-11-05,0.010985329893596019,0.009985329893596018,hold_days,5,0.025988984683235516,-0.0160036547896395
NXPI,2018-04-02,2018-04-04,2018-04-06,-0.014727774998040788,-0.01572777499804079,market_dd,2,-0.018064961465070417,0.0023371864670296283
NXPI,2020-01-27,2020-01-29,2020-01-31,-0.043720795875133556,-0.04472079587513356,market_dd,2,-0.017730954643960795,-0.026989841231172762
NXPI,2021-01-15,2021-01-20,2021-01-27,-0.07983246693244395,-0.08083246693244395,hold_days,5,-0.04301518030160456,-0.037817286630839386
NXPI,2024-10-31,2024-11-04,2024-11-11,-0.041620849113327196,-0.0426208491133272,hold_days,5,0.042620603177416116,-0.08524145229074331
NXPI,2025-09-04,2025-09-08,2025-09-15,-0.02762749774545359,-0.02862749774545359,hold_days,5,-0.006813025891310276,-0.021814471854143314
MCHP,2016-04-29,2016-05-03,2016-05-10,-0.009426063806627027,-0.010426063806627028,hold_days,5,0.007459485951410549,-0.017885549758037578
MCHP,2018-09-07,2018-09-11,2018-09-18,-0.03412251462893923,-0.03512251462893923,hold_days,5,0.009714500421545313,-0.04483701505048454
MCHP,2019-10-23,2019-10-25,2019-11-01,0.03290773285674553,0.03190773285674553,hold_days,5,0.010182326183518331,0.0217254066732272
MCHP,2020-08-05,2020-08-07,2020-08-14,0.012427898227328038,0.011427898227328037,hold_days,5,0.014994333319760189,-0.003566435092432152
MCHP,2023-10-25,2023-10-27,2023-11-03,0.057708169187046465,0.056708169187046464,hold_days,5,0.05625676454975803,0.00045140463728843283
MCHP,2024-09-06,2024-09-10,2024-09-17,0.024072227508247668,0.023072227508247667,hold_days,5,0.0242229377387988,-0.001150710230551133
ON,2023-02-24,2023-02-28,2023-03-07,0.016664426109105568,0.015664426109105567,hold_days,5,-0.00031062483953203657,0.015975050948637604
WDC,2016-10-17,2016-10-19,2016-10-26,0.054477956193292876,0.053477956193292875,hold_days,5,-0.014036544255564887,0.06751450044885776
STX,2016-11-02,2016-11-04,2016-11-11,0.128788133198247,0.127788133198247,hold_days,5,0.050681316196524495,0.0771068170017225
STX,2020-09-08,2020-09-10,2020-09-17,0.06988882470758329,0.06888882470758328,hold_days,5,0.01462613428738857,0.054262690420194715
STX,2022-02-24,2022-02-28,2022-03-01,-0.02462191879200104,-0.02562191879200104,market_dd,1,-0.017796714453261364,-0.007825204338739677
STX,2024-12-10,2024-12-12,2024-12-18,-0.05489050376185167,-0.05589050376185167,market_dd,4,-0.04121089775557707,-0.014679606006274604
STX,2025-03-10,2025-03-12,2025-03-13,-0.012798395272115237,-0.013798395272115238,market_dd,1,-0.010368399313566146,-0.0034299959585490924
TEAM,2017-02-28,2017-03-02,2017-03-09,-0.002097883396577016,-0.003097883396577016,hold_days,5,-0.005694514634830061,0.002596631238253045
TEAM,2019-09-27,2019-10-01,2019-10-02,-0.011990004860539027,-0.012990004860539028,market_dd,1,-0.017355492895839375,0.004365488035300347
TEAM,2021-07-27,2021-07-29,2021-08-05,0.2835188039589691,0.2825188039589691,hold_days,5,0.010437177009431808,0.2720816269495373
TEAM,2023-02-24,2023-02-28,2023-03-07,0.07393655304023916,0.07293655304023916,hold_days,5,-0.00031062483953203657,0.0732471778797712
TEAM,2025-08-01,2025-08-05,2025-08-12,-0.14797240120872257,-0.14897240120872257,hold_days,5,0.01635015846746235,-0.16532255967618492
TEAM,2025-11-17,2025-11-19,2025-11-20,-0.016858926444010436,-0.017858926444010437,market_dd,1,-0.012041659407945438,-0.005817267036064999
WDAY,2017-11-09,2017-11-13,2017-11-20,0.07186592271265835,0.07086592271265835,hold_days,5,0.011560239331432243,0.059305683381226104
WDAY,2020-07-28,2020-07-30,2020-08-06,0.017222286957673028,0.016222286957673027,hold_days,5,0.0062823942212111294,0.009939892736461897
WDAY,2022-09-16,2022-09-20,2022-09-21,-0.010940047400707864,-0.011940047400707865,market_dd,1,-0.016884214408310227,0.0049441670076023625
MDLZ,2015-11-13,2015-11-17,2015-11-24,0.0036513436430882784,0.0026513436430882784,hold_days,5,0.024552138164785742,-0.021900794521697464
MDLZ,2016-07-27,2016-07-29,2016-08-05,-0.016143648296334745,-0.017143648296334746,hold_days,5,0.015196585470564239,-0.032340233766898985
MDLZ,2016-12-01,2016-12-05,2016-12-12,0.03972740373702521,0.03872740373702521,hold_days,5,0.02202646106827877,0.016700942668746444
MDLZ,2017-08-31,2017-09-05,2017-09-12,0.006138443177142738,0.005138443177142738,hold_days,5,0.017607434362461927,-0.01246899118531919
MDLZ,2019-08-23,2019-08-27,2019-09-04,0.032708559558094485,0.031708559558094485,hold_days,5,0.021143613635109304,0.01056494592298518
MDLZ,2020-05-21,2020-05-26,2020-06-02,0.05303453586413198,0.05203453586413198,hold_days,5,0.043172709865789916,0.008861825998342066
MDLZ,2024-03-05,2024-03-07,2024-03-14,-0.0005635138341719692,-0.0015635138341719692,hold_days,5,-0.00783602349009438,0.00627250965592241
MDLZ,2024-03-26,2024-03-28,2024-04-04,-0.025571434842464935,-0.026571434842464936,market_dd,4,-0.02665740647224113,8.597162977619366e-05
MDLZ,2025-09-25,2025-09-29,2025-10-06,-0.005633361469468912,-0.006633361469468912,hold_days,5,0.016135541331843806,-0.022768902801312718
MDLZ,2026-05-15,2026-05-19,2026-05-27,0.015663219995920574,0.014663219995920573,hold_days,5,0.03588149612292835,-0.021218276127007774
KHC,2016-04-07,2016-04-11,2016-04-18,0.005518923063944969,0.004518923063944969,hold_days,5,0.020646427878575624,-0.016127504814630655
KHC,2016-07-12,2016-07-14,2016-07-21,-0.007923648966079777,-0.008923648966079778,hold_days,5,0.00759678264337138,-0.01652043160945116
KHC,2019-05-20,2019-05-22,2019-05-23,-0.01348821761772212,-0.014488217617722121,market_dd,1,-0.0142539223013467,-0.00023429531637542134
KHC,2019-11-14,2019-11-18,2019-11-25,0.0016123277217499066,0.0006123277217499066,hold_days,5,0.01204519152713357,-0.011432863805383664
KHC,2021-08-26,2021-08-30,2021-09-07,-0.0016798328373538451,-0.002679832837353845,hold_days,5,-0.006270370503822176,0.0035905376664683306
KHC,2023-06-12,2023-06-14,2023-06-22,-0.0163619931255915,-0.0173619931255915,hold_days,5,-0.00025555869548132826,-0.017106434430110173
HSY,2020-05-21,2020-05-26,2020-06-02,0.06946254545791897,0.06846254545791897,hold_days,5,0.043172709865789916,0.02528983559212905
HSY,2023-08-22,2023-08-24,2023-08-31,0.004582097440067656,0.003582097440067656,hold_days,5,0.02273336835278217,-0.019151270912714513
KDP,2020-01-14,2020-01-16,2020-01-24,0.015206660744719214,0.014206660744719213,hold_days,5,-0.008938376430247752,0.023145037174966965
KDP,2021-07-08,2021-07-12,2021-07-16,0.025729150906816267,0.024729150906816266,market_dd,4,-0.01870849916453121,0.04343765007134748
KDP,2021-09-07,2021-09-09,2021-09-14,0.0054551390737407335,0.0044551390737407335,market_dd,3,-0.006894483799188333,0.011349622872929066
KDP,2025-10-29,2025-10-31,2025-11-06,-0.029455086511025352,-0.030455086511025353,market_dd,4,-0.009553337891328062,-0.02090174861969729
KDP,2026-03-05,2026-03-09,2026-03-12,-0.044696705396047864,-0.045696705396047865,market_dd,3,-0.035154923327806564,-0.010541782068241301
STZ,2018-06-25,2018-06-27,2018-07-05,-0.05958763435534864,-0.06058763435534864,hold_days,5,0.015170109956417432,-0.07575774431176607
STZ,2019-09-25,2019-09-27,2019-10-02,0.003834805217367565,0.002834805217367565,market_dd,3,-0.022583078471701934,0.025417883689069498
STZ,2025-06-05,2025-06-09,2025-06-16,-0.04861806291119464,-0.04961806291119464,hold_days,5,-0.007757135914570168,-0.04186092699662447
MNST,2018-05-09,2018-05-11,2018-05-18,0.004059280720139169,0.003059280720139169,hold_days,5,0.0026361084907682297,0.0004231722293709392
MNST,2019-05-29,2019-05-31,2019-06-07,0.06563203230738979,0.06463203230738979,hold_days,5,0.04121422502344663,0.02341780728394316
MNST,2021-06-16,2021-06-18,2021-06-25,0.003923284677098016,0.0029232846770980156,hold_days,5,0.032382317191853804,-0.02945903251475579
MNST,2023-02-03,2023-02-07,2023-02-08,-0.004097217730828606,-0.005097217730828606,market_dd,1,-0.005882455490490046,0.0007852377596614399
MNST,2023-02-24,2023-02-28,2023-03-07,0.014347474978607888,0.013347474978607887,hold_days,5,-0.00031062483953203657,0.013658099818139924
MNST,2023-06-07,2023-06-09,2023-06-16,0.0209607120164097,0.0199607120164097,hold_days,5,0.026760187257856005,-0.006799475241446307
MNST,2024-08-05,2024-08-07,2024-08-14,-0.08490000404646303,-0.08590000404646303,hold_days,5,0.03825935836548622,-0.12415936241194925
CLX,2022-01-20,2022-01-24,2022-01-25,-0.007167657335502731,-0.008167657335502732,market_dd,1,-0.019842536660154675,0.011674879324651943
CLX,2024-11-25,2024-11-27,2024-12-05,0.01549508922238485,0.01449508922238485,hold_days,5,-3.888428998555238e-05,0.014533973512370402
CHD,2016-07-27,2016-07-29,2016-08-05,0.023208627164228224,0.022208627164228223,hold_days,5,0.015196585470564239,0.007012041693663984
CHD,2023-01-10,2023-01-12,2023-01-18,0.008231854034534969,0.007231854034534969,market_dd,3,-0.006094230011630786,0.013326084046165754
CHD,2023-03-01,2023-03-03,2023-03-07,-0.0065304568911455085,-0.0075304568911455086,market_dd,2,-0.017179585321861146,0.009649128430715637
