stock,hold_days,near_pct,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,support_age_days,support_birth_date,bench_ret,excess_ret,market_dist_from_low_20d,market_dist_from_low_60d,market_dist_from_low_120d,market_vol_5d,market_vol_10d,market_vol_20d,market_vol_ratio_5_60
MCD,5,0.01,2018-04-10,2018-04-17,133.1605987548828,132.98062133789062,hold_days,-0.0013515816140440284,-0.0023515816140440285,1,2018-04-09,0.01963237306882526,-0.02198395468286929,0.0333242091993041,0.043232354919092546,0.09301412048739155,0.016349253564513968,0.01574979292593896,0.015147997432372932,1.1512008633419109
MCD,5,0.01,2018-09-19,2018-09-26,131.8689422607422,137.3200225830078,hold_days,0.04133710507427368,0.04033710507427368,1,2018-09-18,0.004463866203429312,0.03587323887084437,0.02671160885881394,0.103725176770171,0.1407677302012621,0.004558082856031138,0.003384092437618981,0.0037702011993098797,0.9292831874239211
MCD,5,0.01,2018-10-12,2018-10-19,135.71290588378906,138.7532501220703,hold_days,0.022402764265358144,0.021402764265358143,1,2018-10-11,-0.00044648327070184735,0.02184924753605999,0.01409787650716814,0.01409787650716814,0.07624237315670387,0.015196821409296318,0.012196767205177905,0.009463970762900164,2.2678563402985508
MCD,5,0.01,2019-02-13,2019-02-21,145.1602325439453,152.378662109375,hold_days,0.04972732158750448,0.04872732158750448,1,2019-02-12,0.007549871964517507,0.04117744962298697,0.05564536679110218,0.17506754798803656,0.17506754798803656,0.009931002864752611,0.006785908437890304,0.008162331021102039,0.6768989629857126
MCD,5,0.01,2019-03-11,2019-03-18,151.8975830078125,154.3050537109375,resistance,0.015849302243349017,0.014849302243349016,3,2019-03-08,0.01611492610762144,-0.001265623864272425,0.03879022572342154,0.2001538164276493,0.2001538164276493,0.0026875339524139934,0.004025709236544031,0.0054498165675284545,0.213815969861564
MCD,5,0.01,2019-08-26,2019-09-03,183.01890563964844,184.1732635498047,hold_days,0.00630731511655469,0.00530731511655469,3,2019-08-23,0.009803812128744704,-0.004496497012190014,0.014120692760610717,0.051254954270419,0.051254954270419,0.01544642480558456,0.017164143289343823,0.014846601474315841,1.5509349815528648
MCD,5,0.01,2020-03-11,2020-03-18,161.70567321777344,117.93988800048828,hold_days,-0.2706508952122204,-0.2716508952122204,2,2020-03-09,-0.134941037051173,-0.13670985816104742,-0.0037913047193488284,-0.0037913047193488284,-0.0037913047193488284,0.05510302408119422,0.045622686339166614,0.031896151115258176,2.884404432016669
MCD,5,0.01,2020-05-14,2020-05-21,150.67620849609375,158.98265075683594,hold_days,0.05512776266173125,0.05412776266173125,1,2020-05-13,0.04186602864654021,0.01226173401519104,0.030329287564116868,0.28005862496708034,0.28005862496708034,0.019681916171138264,0.01695206774017737,0.0206372679538439,0.47214494472170626
MCD,5,0.01,2020-09-08,2020-09-15,185.76773071289062,193.41307067871094,hold_days,0.04115537147641857,0.040155371476418567,4,2020-09-04,0.014510236444842617,0.02564513503157595,-0.008830602945970871,0.09525653617412143,0.5022717365227207,0.018563944459009194,0.012161414019053752,0.00929304423190643,1.7835115894777565
MCD,5,0.01,2020-11-23,2020-12-01,188.74237060546875,189.11170959472656,hold_days,0.0019568419537860926,0.0009568419537860926,3,2020-11-20,0.015033206468905824,-0.014076364515119733,0.1398380185742553,0.1398380185742553,0.20490457172946597,0.006336958570691589,0.01102429864359701,0.015190260706848273,0.4825936891486122
MCD,5,0.01,2021-05-13,2021-05-20,202.2742462158203,204.39585876464844,hold_days,0.0104887922635708,0.0094887922635708,1,2021-05-12,0.002488579631533705,0.007000212632037095,0.0205079784396038,0.11499125330360192,0.24260532462684392,0.011149792561256798,0.009852259261947768,0.008363026048686231,1.3404338395491713
MCD,5,0.01,2021-08-11,2021-08-18,208.50787353515625,210.7473602294922,hold_days,0.010740537785774995,0.009740537785774994,1,2021-08-10,-0.016059445081382462,0.025799982867157456,0.054526685837007004,0.07458194550309787,0.1838291496435488,0.004095473228078758,0.006717979021484254,0.008179165061369143,0.6060882828635236
MCD,5,0.01,2021-09-21,2021-09-23,214.05665588378906,217.86605834960938,resistance,0.017796234600097716,0.016796234600097715,1,2021-09-20,0.024794765761917192,-0.007998531161819478,-0.0010029627916279243,0.01711257257489022,0.06670911441001656,0.011840598682913353,0.008108511643889385,0.006853012513616394,1.6893864146170248
MCD,5,0.01,2021-11-12,2021-11-19,223.1084747314453,224.2477569580078,hold_days,0.005106404980509405,0.004106404980509405,1,2021-11-11,-0.00896812063667285,0.013074525617182253,0.030124333438526073,0.07109720433474788,0.10832641307779918,0.0032281565612201765,0.0031081476061304352,0.00381668470793853,0.46425173368133366
MCD,5,0.01,2022-02-28,2022-03-07,220.28363037109375,201.8883819580078,hold_days,-0.08350710573498799,-0.08450710573498799,4,2022-02-24,-0.024160051643186353,-0.06034705409180163,0.029390433564083142,0.031916332086971276,0.05762404222169573,0.017782741794899387,0.01310008072665212,0.011897484096978035,1.8518809446456785
