stock,hold_days,near_pct,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,support_age_days,support_birth_date,bench_ret,excess_ret,market_depth_10d,weight,period
GILD,5,0.01,2016-12-09,2016-12-16,51.32817459106445,52.65346145629883,hold_days,0.025819871362912084,0.024819871362912083,1,2016-12-08,0.0007838541046834013,0.02403601725822868,-0.004927067831895161,1.0,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
GILD,5,0.01,2017-06-09,2017-06-16,46.32781600952149,46.28193283081055,hold_days,-0.000990402368665877,-0.001990402368665877,1,2017-06-08,-0.00196135082131077,-2.9051547355106976e-05,0.0032302574166378005,0.9483158813337952,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
GILD,5,0.01,2017-08-07,2017-08-14,53.00911331176758,52.55438232421875,hold_days,-0.00857835491181258,-0.009578354911812581,3,2017-08-04,-0.0030403503604555793,-0.006538004551357002,-0.002430646877903473,1.0,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
GILD,5,0.01,2017-10-17,2017-10-24,58.279541015625,58.17784881591797,hold_days,-0.0017449039222832141,-0.002744903922283214,1,2017-10-16,0.008910259222626227,-0.011655163144909442,0.0012029481020270493,0.9807528303675672,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
GILD,5,0.01,2017-11-15,2017-11-22,52.15668487548828,52.89026641845703,hold_days,0.014064957247953869,0.013064957247953868,1,2017-11-14,0.015964348440768106,-0.002899391192814238,0.008877234698755293,0.8579642448199153,"(2015-06-17 23:59:59, 2017-12-13 00:00:00]"
GILD,5,0.01,2018-05-08,2018-05-15,48.031707763671875,49.33523178100586,hold_days,0.027138823040555815,0.026138823040555814,1,2018-05-07,0.01767886872931479,0.008459954311241025,0.004630804003251945,0.9259071359479689,"(2017-12-13 00:00:00, 2020-06-01 00:00:00]"
GILD,5,0.01,2018-11-26,2018-12-03,50.0816764831543,53.01446533203125,hold_days,0.05856011728887389,0.05756011728887389,3,2018-11-23,0.04392149880526475,0.013638618483609144,0.03261410908945584,0.47817425456870655,"(2017-12-13 00:00:00, 2020-06-01 00:00:00]"
GILD,5,0.01,2019-08-06,2019-08-13,49.20209503173828,49.44818115234375,hold_days,0.005001537443613424,0.004001537443613424,1,2019-08-05,0.017305326103385754,-0.013303788659772331,0.048633870638994804,0.22185806977608313,"(2017-12-13 00:00:00, 2020-06-01 00:00:00]"
GILD,5,0.01,2019-10-03,2019-10-10,48.30328369140625,49.102779388427734,hold_days,0.016551580677810707,0.015551580677810706,1,2019-10-02,0.011521453211284616,0.00403012746652609,0.03461341452774144,0.4461853675561369,"(2017-12-13 00:00:00, 2020-06-01 00:00:00]"
GILD,5,0.01,2019-12-31,2020-01-08,50.91106796264648,51.55351638793945,hold_days,0.012619032579798573,0.011619032579798572,1,2019-12-30,0.0108559751877495,0.0007630573920490713,0.0053489152847541735,0.9144173554439332,"(2017-12-13 00:00:00, 2020-06-01 00:00:00]"
