stock,hold_days,near_pct,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,support_age_days,support_birth_date,bench_ret,excess_ret,stock_mom_5d,market_mom_5d,rel_mom_5d
ABT,5,0.01,2021-07-16,2021-07-23,106.62059783935547,109.6057357788086,hold_days,0.027997760282218787,0.026997760282218786,1,2021-07-15,0.01707621067781795,0.009921549604400837,-0.018077037895562587,0.010393593919657995,-0.02847063181522058
ABT,5,0.01,2021-11-24,2021-12-02,113.91816711425781,116.93305969238281,hold_days,0.026465423860806414,0.025465423860806413,1,2021-11-23,-0.02836766079275721,0.05383308465356362,-0.048972415555383675,-0.005252166356191745,-0.04372024919919193
ABT,5,0.01,2022-04-01,2022-04-08,108.38783264160156,112.65643310546875,hold_days,0.039382653567599846,0.038382653567599845,1,2022-03-31,-0.0030315622506371653,0.04141421581823701,0.004583454210620896,-0.0010979928380764337,0.00568144704869733
ABT,5,0.01,2023-04-27,2023-05-04,102.37834167480469,103.64988708496094,hold_days,0.012420062577250812,0.011420062577250811,1,2023-04-26,-0.02607354813965812,0.03749361071690893,-0.031525612202682685,-0.027327564003390648,-0.004198048199292037
ABT,5,0.01,2023-09-08,2023-09-15,94.63040924072266,95.5792465209961,hold_days,0.010026769279416037,0.009026769279416036,1,2023-09-07,0.005671714178340892,0.003355055101075144,-0.035820385183129466,-0.012847104642875196,-0.02297328054025427
ABT,5,0.01,2023-09-29,2023-10-06,90.98535919189453,91.0135269165039,hold_days,0.0003095852438188551,-0.0006904147561811449,2,2023-09-27,-0.007860184060620501,0.007169769304439356,-0.008187737168227183,-0.011812924857666496,0.003625187689439313
ABT,5,0.01,2023-10-13,2023-10-20,85.84003448486328,91.42288208007812,hold_days,0.06503780699434958,0.06403780699434958,1,2023-10-12,-0.011258620257379559,0.07529642725172914,-0.057284079018403045,0.01833957137318043,-0.07562365039158347
ABT,5,0.01,2024-10-04,2024-10-11,108.01932525634766,111.35658264160156,hold_days,0.030895003068516225,0.029895003068516224,1,2024-10-03,0.005849278454957529,0.024045724613558694,-0.004435474081739943,-0.0032357761395648277,-0.0011996979421751153
ABT,5,0.01,2025-04-29,2025-05-06,126.98181915283203,129.47279357910156,hold_days,0.019616780125597755,0.018616780125597754,4,2025-04-25,0.0037548841123464793,0.014861896013251275,-0.0027716470676438787,0.05608445727214795,-0.058856104339791826
ABT,5,0.01,2025-10-06,2025-10-13,130.71861267089844,128.41192626953125,hold_days,-0.017646197081165327,-0.018646197081165328,4,2025-10-02,-0.017377381947351722,-0.0012688151338136056,0.007787385599614005,0.01073997051386133,-0.002952584914247325
ABT,5,0.01,2025-10-17,2025-10-24,126.19474792480469,124.53558349609375,hold_days,-0.013147650405384348,-0.014147650405384349,1,2025-10-16,0.021156368090278654,-0.035304018495663,-0.03835029173001647,-0.005451236403785642,-0.03289905532623083
ABT,5,0.01,2026-03-10,2026-03-17,109.082763671875,109.24063873291016,hold_days,0.0014472961237950166,0.0004472961237950166,4,2026-03-06,-0.004790794241798402,0.005238090365593418,-0.012881136457197573,-0.02073112475064587,0.007849988293448296
ABT,5,0.01,2026-08-05,2026-08-11,105.70999908447266,109.72000122070312,resistance,0.0379339908330345,0.0369339908330345,1,2026-08-04,0.004990771182474374,0.03194321965056013,-0.01687328810698474,0.017084632785807186,-0.033957920892791926
ABBV,5,0.01,2015-11-17,2015-11-24,38.918392181396484,39.40182876586914,hold_days,0.01242180258165293,0.011421802581652929,4,2015-11-13,0.020828472598358072,-0.009406670016705143,-0.05092514072734555,-0.010042268321814207,-0.040882872405531345
ABBV,5,0.01,2016-05-20,2016-05-27,39.25132369995117,41.23722457885742,hold_days,0.05059449444525921,0.04959449444525921,1,2016-05-19,0.02712943626498454,0.022465058180274666,-0.05136858721183957,-0.012808982757553267,-0.0385596044542863
ABBV,5,0.01,2016-07-20,2016-07-27,42.06358337402344,43.05199432373047,hold_days,0.023498020625542626,0.022498020625542625,1,2016-07-19,-0.006193023699053168,0.028691044324595794,-0.024795953179141406,0.007842612079948186,-0.03263856525908959
ABBV,5,0.01,2016-08-05,2016-08-12,44.13990783691406,44.571083068847656,hold_days,0.009768376352906838,0.008768376352906837,1,2016-08-04,0.003226383819551426,0.005541992533355411,0.021322725682254795,-0.0007996111994954536,0.02212233688175025
ABBV,5,0.01,2017-01-12,2017-01-20,41.43937683105469,41.35147476196289,hold_days,-0.0021212208245835473,-0.0031212208245835473,1,2017-01-11,0.0016131266016843337,-0.004734347426267881,-0.024223739879090656,0.00683099788778363,-0.031054737766874285
ABBV,5,0.01,2017-02-13,2017-02-16,40.918678283691406,41.57463073730469,resistance,0.016030636401926923,0.015030636401926922,3,2017-02-10,0.01047322495332459,0.004557411448602333,-0.0041204282679138116,0.010644460873487471,-0.014764889141401283
ABBV,5,0.01,2017-08-18,2017-08-24,48.209205627441406,49.69075393676758,resistance,0.03073164741139922,0.02973164741139922,1,2017-08-17,0.0060397692796079205,0.0236918781317913,-0.008376306332141481,-0.0032272889793896198,-0.005149017352751861
ABBV,5,0.01,2018-06-28,2018-07-06,65.26673889160156,68.43721771240234,hold_days,0.04857725197617846,0.04757725197617846,1,2018-06-27,0.014325145094730152,0.03325210688144831,-0.06860040563936143,-0.024421316975270946,-0.04417908866409048
ABBV,5,0.01,2018-11-26,2018-12-03,62.175846099853516,67.525390625,hold_days,0.08603895018260288,0.08503895018260288,3,2018-11-23,0.05396117197357109,0.031077778209031792,-0.050033704865592554,-0.03505321192292821,-0.014980492942664347
ABBV,5,0.01,2019-01-29,2019-02-05,56.53805923461914,58.1582145690918,hold_days,0.028656012541028453,0.027656012541028452,1,2019-01-28,0.03213563844796141,-0.00447962590693296,-0.13810039307077848,-0.013767401638903554,-0.12433299143187493
ABBV,5,0.01,2019-03-26,2019-04-02,58.939125061035156,60.62494659423828,hold_days,0.02860275803988177,0.02760275803988177,1,2019-03-25,0.019769595575503063,0.007833162464378707,-0.014135079686716678,-0.013974445361250254,-0.00016063432546642442
ABBV,5,0.01,2019-04-22,2019-04-29,57.7905387878418,59.380401611328125,hold_days,0.027510780429353066,0.026510780429353065,4,2019-04-18,0.009689004698879344,0.01682177573047372,-0.03878587516225318,0.011146668606130783,-0.04993254376838396
ABBV,5,0.01,2020-01-02,2020-01-09,68.21073150634766,68.71347045898438,hold_days,0.007370379140266614,0.006370379140266614,3,2019-12-30,0.0034483673963974226,0.0029220117438691915,-0.018947319121317974,-0.0002650531825278968,-0.018682265938790077
ABBV,5,0.01,2020-02-19,2020-02-26,72.6757583618164,68.25221252441406,hold_days,-0.060866868638366434,-0.061866868638366435,1,2020-02-18,-0.07856944828005552,0.016702579641689086,-0.012031836099597015,-0.0005388281987158683,-0.011493007900881147
ABBV,5,0.01,2020-08-11,2020-08-18,73.49407958984375,75.85743713378906,hold_days,0.0321571146565105,0.0311571146565105,1,2020-08-10,0.0023654790508622625,0.028791635605648236,-0.03710664025383914,0.03413204154828975,-0.07123868180212889
ABBV,5,0.01,2021-02-02,2021-02-09,84.1495590209961,85.71920013427734,hold_days,0.01865299273748544,0.01765299273748544,1,2021-02-01,0.034092440134301016,-0.016439447396815576,-0.0742081163694649,-0.021895259172671988,-0.052312857196792906
ABBV,5,0.01,2021-06-03,2021-06-10,92.36717224121094,95.68450927734375,hold_days,0.035914675697441556,0.034914675697441555,1,2021-06-02,0.004854958206616855,0.0300597174908247,-0.027583556028863088,0.00511921250975389,-0.03270276853861698
ABBV,5,0.01,2021-07-20,2021-07-27,96.59307861328125,98.182861328125,hold_days,0.016458557255521145,0.015458557255521144,1,2021-07-19,0.020321047660364355,-0.004862490404843212,-0.007848697856176812,-0.03169981427702051,0.0238511164208437
ABBV,5,0.01,2021-09-21,2021-09-28,89.18527221679688,89.34339904785156,hold_days,0.0017730150631856123,0.0007730150631856123,1,2021-09-20,0.011659117697980337,-0.010886102634794725,-0.010048448317459546,-0.027157875642199736,0.01710942732474019
ABBV,5,0.01,2021-12-01,2021-12-08,97.64618682861328,102.66708374023438,hold_days,0.05141928297142484,0.05041928297142484,1,2021-11-30,0.042147947314821854,0.008271335656602985,-0.003199380546801467,-0.030328055792019137,0.02712867524521767
ABBV,5,0.01,2022-05-02,2022-05-09,126.93265533447266,129.5851593017578,hold_days,0.020896939091801903,0.019896939091801902,3,2022-04-29,-0.023712060485798436,0.04360899957760034,-0.05232576276458267,-0.035634137378951714,-0.01669162538563096
ABBV,5,0.01,2022-07-21,2022-07-28,128.01597595214844,129.7488555908203,hold_days,0.01353643266618243,0.012536432666182429,1,2022-07-20,0.020335936544407573,-0.007799503878225145,-0.020233403256172844,0.04067110273482166,-0.060904505990994506
ABBV,5,0.01,2022-12-19,2022-12-27,141.34457397460938,142.657470703125,hold_days,0.009288624894447484,0.008288624894447483,3,2022-12-16,0.015177040725629531,-0.006888415831182049,-0.01582226512132945,-0.016428888870149594,0.0006066237488201454
ABBV,5,0.01,2023-06-29,2023-07-07,118.80134582519531,120.82552337646484,hold_days,0.017038338557611166,0.016038338557611165,1,2023-06-28,-0.006125560927720208,0.022163899485331373,-0.031784593455782106,-0.0027692102191191337,-0.029015383236662973
ABBV,5,0.01,2024-03-04,2024-03-11,162.7641143798828,165.13592529296875,hold_days,0.014572075190666833,0.013572075190666832,4,2024-02-29,0.0041293607686359035,0.009442714422030929,0.004604193254024169,0.004299007600170546,0.0003051856538536235
ABBV,5,0.01,2024-04-29,2024-05-06,149.87393188476562,150.99667358398438,hold_days,0.007491240705435054,0.006491240705435054,3,2024-04-26,0.008755821943127406,-0.0022645812376923527,-0.04080299603676152,0.014968558698379875,-0.05577155473514139
ABBV,5,0.01,2025-02-11,2025-02-19,182.7755889892578,188.03504943847656,hold_days,0.02877550814254448,0.02777550814254448,1,2025-02-10,0.008968145055684884,0.018807363086859596,0.0010518112201001184,-0.0026186186527240585,0.003670429872824177
ABBV,5,0.01,2025-03-27,2025-04-03,193.15158081054688,192.12255859375,hold_days,-0.00532753712125289,-0.00632753712125289,1,2025-03-26,-0.050193975979753724,0.043866438858500834,-0.05159007145378858,0.0029812943400999714,-0.05457136579388855
ABBV,5,0.01,2025-08-08,2025-08-15,192.09080505371094,200.4708251953125,hold_days,0.04362530595495406,0.04262530595495406,2,2025-08-06,0.009618132829665393,0.03300717312528867,0.05205795247709122,0.00011427141660980134,0.05194368106048142
ABBV,5,0.01,2026-01-21,2026-01-28,212.85646057128906,215.3380584716797,hold_days,0.011658550995963246,0.010658550995963245,1,2026-01-20,0.0021176251484336106,0.008540925847529635,-0.019441395634956615,-0.00913160089731424,-0.010309794737642375
ABBV,5,0.01,2026-02-20,2026-02-27,221.38450622558594,228.54373168945312,hold_days,0.032338421445681886,0.031338421445681885,1,2026-02-19,-0.005005289485116804,0.03634371093079869,0.015663945035756965,-0.0032499631730971146,0.01891390820885408
ABBV,5,0.01,2026-03-24,2026-03-31,202.0733184814453,214.17604064941406,hold_days,0.05989272734727735,0.05889272734727735,1,2026-03-23,0.004584310747562936,0.054308416599714415,-0.0745992337289142,-0.01213074048035967,-0.062468493248554524
ABBV,5,0.01,2026-04-10,2026-04-17,204.7715606689453,206.9072723388672,hold_days,0.010429727951210443,0.009429727951210443,3,2026-04-07,0.01996980783164215,-0.010540079880431708,-0.012001079409542204,0.025373020095336374,-0.03737409950487858
ABBV,5,0.01,2026-08-05,2026-08-12,246.1999969482422,248.75999450683594,hold_days,0.010398040578091239,0.009398040578091238,1,2026-08-04,0.006517424107188807,0.0028806164709024307,-0.0737082380528673,0.017084632785807186,-0.09079287083867449
ABBV,5,0.01,2026-08-21,2026-08-28,264.9599914550781,255.47999572753906,hold_days,-0.03577897053618495,-0.03677897053618495,1,2026-08-20,-0.0038069213475110386,-0.03297204918867391,0.043895937032706334,-0.0022353235931461546,0.04613126062585249
ACN,5,0.01,2015-08-07,2015-08-14,85.8640365600586,85.6240234375,hold_days,-0.002795269500179054,-0.003795269500179054,1,2015-08-06,0.0076068301452894005,-0.011402099645468455,0.00428608319068835,-0.009831452348547987,0.014117535539236337
ACN,5,0.01,2015-09-10,2015-09-17,80.12818908691406,81.55181121826172,hold_days,0.01776680775605044,0.01676680775605044,1,2015-09-09,0.020730734736812195,-0.003963926980761756,0.034998491341016624,0.012291666741842455,0.02270682459917417
ACN,5,0.01,2016-02-10,2016-02-18,78.81401062011719,82.41964721679688,hold_days,0.04574867549957351,0.04474867549957351,1,2016-02-09,0.03861814522059426,0.0061305302789792515,-0.10113653592661886,-0.023648772546056906,-0.07748776338056196
ACN,5,0.01,2016-09-15,2016-09-22,93.5252685546875,96.0086898803711,hold_days,0.026553479760728527,0.025553479760728526,1,2016-09-14,0.016273011344961175,0.009280468415767351,-0.04621269799624905,-0.027392401690112256,-0.018820296306136797
ACN,5,0.01,2016-10-11,2016-10-18,98.8046646118164,99.27767944335938,hold_days,0.004787373484858692,0.0037873734848586924,4,2016-10-07,-0.0018733686089621449,0.005660742093820837,-0.0281314640553032,0.0012878401487119717,-0.029419304204015173
ACN,5,0.01,2016-12-05,2016-12-12,100.47257995605469,105.49958801269531,hold_days,0.050033631651932975,0.049033631651932974,3,2016-12-02,0.029692196703683837,0.019341434948249137,-0.028573662336462413,-0.007165379611145384,-0.02140828272531703
ACN,5,0.01,2017-02-02,2017-02-09,96.99034881591797,99.84098815917969,hold_days,0.029390958771290387,0.028390958771290387,1,2017-02-01,0.014157591025336425,0.014233367745953962,-0.03708459926583518,-0.007666373976263352,-0.02941822528957183
ACN,5,0.01,2017-05-19,2017-05-26,104.32617950439453,105.9732437133789,hold_days,0.01578764042552705,0.014787640425527049,1,2017-05-18,0.017212713714128025,-0.0024250732886009763,-0.0033109243365132546,-0.010176509908082165,0.006865585571568911
ACN,5,0.01,2017-06-23,2017-06-30,105.8438949584961,106.65448760986328,hold_days,0.007658378895495588,0.006658378895495588,1,2017-06-22,-0.0033159386448085026,0.00997431754030409,-0.03896723395070767,-0.0005784745839663152,-0.038388759366741354
ACN,5,0.01,2017-07-28,2017-08-04,110.72473907470703,112.2769775390625,hold_days,0.014018894759446399,0.013018894759446398,1,2017-07-27,0.006016346658689331,0.007002548100757067,-0.002956141132147927,0.003584504836605884,-0.006540645968753811
ACN,5,0.01,2018-04-12,2018-04-19,131.83567810058594,135.7884063720703,hold_days,0.029982234918749295,0.028982234918749294,1,2018-04-11,0.009229005836915993,0.0197532290818333,-0.0017368260406817049,0.0006970053854891134,-0.0024338314261708183
ACN,5,0.01,2018-11-26,2018-12-03,140.40667724609375,147.8702392578125,hold_days,0.05315674552028038,0.05215674552028038,3,2018-11-23,0.05396117197357109,-0.0018044264532907084,-0.034217729133807495,-0.03505321192292821,0.0008354827891207117
ACN,5,0.01,2019-06-28,2019-07-08,165.13775634765625,170.08912658691406,hold_days,0.02998327183780991,0.02898327183780991,1,2019-06-27,0.011010139086672588,0.017973132751137322,-0.01887235612643101,-0.011503762178824428,-0.007368593947606583
ACN,5,0.01,2019-08-26,2019-08-27,174.7008819580078,176.2113037109375,resistance,0.008645759174202405,0.007645759174202405,3,2019-08-23,-0.0020891337258143183,0.009734892900016723,-0.002121687227322755,-0.013137621414721301,0.011015934187398546
ACN,5,0.01,2019-09-25,2019-10-02,170.589599609375,165.20928955078125,hold_days,-0.03153949637559306,-0.03253949637559306,1,2019-09-24,-0.035105848285747365,0.0025663519101543075,-0.024673037480492543,-0.010935557617289149,-0.013737479863203395
