feature,n,spearman_rho,p_value
market_vol_5d,1152,-0.12092982491157317,3.869289487754542e-05
market_vol_10d,1152,-0.09577900785733946,0.0011347090097189342
market_vol_20d,1151,-0.08929309069109836,0.0024281102721082602
market_vol_ratio_5_60,1138,-0.08864652641654981,0.002762206831371032
market_dist_from_low_20d,1151,0.03663858906738301,0.21420648527419495
market_dist_from_low_60d,1138,0.020379961411089796,0.49219704111824086
market_dist_from_low_120d,1120,0.01021457995090428,0.7327479659436096
