stock,hold_days,near_pct,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,support_age_days,support_birth_date,bench_ret,excess_ret,birth_volume_ratio
ABBV,5,0.01,2021-06-03,2021-06-10,92.36715698242188,95.68450927734375,hold_days,0.035914846827570956,0.034914846827570956,1,2021-06-02,0.004854938645705076,0.03005990818186588,0.972858395282645
ABBV,5,0.01,2021-07-20,2021-07-27,96.59308624267578,98.18284606933594,hold_days,0.016458319000866473,0.015458319000866472,1,2021-07-19,0.020321073835490422,-0.00486275483462395,1.1092210355026189
ABBV,5,0.01,2021-09-21,2021-09-28,89.18525695800781,89.34339141845703,hold_days,0.001773100912000336,0.000773100912000336,1,2021-09-20,0.011659142327214322,-0.010886041415213987,0.8093723757837754
ABBV,5,0.01,2021-12-01,2021-12-08,97.64619445800781,102.66707611083984,hold_days,0.051419122687789365,0.050419122687789364,1,2021-11-30,0.0421479806862588,0.008271142001530563,1.6701239089249986
ABBV,5,0.01,2022-05-02,2022-05-09,126.93262481689453,129.58511352539062,hold_days,0.02089682390419645,0.019896823904196448,3,2022-04-29,-0.023712035167815282,0.04360885907201173,3.299091159460204
ABBV,5,0.01,2022-07-21,2022-07-28,128.01596069335938,129.7488555908203,hold_days,0.013536553474076563,0.012536553474076562,1,2022-07-20,0.02033593246337828,-0.00779937898930172,0.9547698077420468
ABBV,5,0.01,2022-12-19,2022-12-27,141.34457397460938,142.65745544433594,hold_days,0.00928851693990329,0.00828851693990329,3,2022-12-16,0.015177028567623818,-0.006888511627720528,4.012611641253778
ABBV,5,0.01,2023-06-29,2023-07-07,118.8013687133789,120.82553100585938,hold_days,0.017038206835511938,0.016038206835511937,1,2023-06-28,-0.006125532761762864,0.0221637395972748,1.0044030458033015
ABBV,5,0.01,2024-03-04,2024-03-11,162.7641143798828,165.13592529296875,hold_days,0.014572075190666833,0.013572075190666832,4,2024-02-29,0.004129388695435887,0.009442686495230945,1.5941096926009135
ABBV,5,0.01,2024-04-29,2024-05-06,149.87391662597656,150.99668884277344,hold_days,0.007491445089800708,0.006491445089800708,3,2024-04-26,0.008755856542855378,-0.00226441145305467,2.0862463832130493
ABBV,5,0.01,2025-02-11,2025-02-19,182.77560424804688,188.03506469726562,hold_days,0.028775505740257667,0.027775505740257667,1,2025-02-10,0.008968163164371212,0.018807342575886454,0.5625082032764268
ABBV,5,0.01,2025-03-27,2025-04-03,193.15159606933594,192.12257385253906,hold_days,-0.005327536700382662,-0.006327536700382662,1,2025-03-26,-0.05019397052461905,0.043866433824236384,0.9395923588535214
ABBV,5,0.01,2025-08-08,2025-08-15,192.09078979492188,200.47080993652344,hold_days,0.04362530942034315,0.04262530942034315,2,2025-08-06,0.009618114258651556,0.033007195161691594,0.7527887248680782
ABBV,5,0.01,2026-01-21,2026-01-28,212.85646057128906,215.3380584716797,hold_days,0.011658550995963246,0.010658550995963245,1,2026-01-20,0.002117623482348341,0.008540927513614904,1.027475640506802
ABBV,5,0.01,2026-02-20,2026-02-27,221.38450622558594,228.54373168945312,hold_days,0.032338421445681886,0.031338421445681885,1,2026-02-19,-0.005005293274797595,0.03634371472047948,0.6529963999995173
ABBV,5,0.01,2026-03-24,2026-03-31,202.0733184814453,214.17604064941406,hold_days,0.05989272734727735,0.05889272734727735,1,2026-03-23,0.004584303454465921,0.05430842389281143,0.8734575967114231
ABBV,5,0.01,2026-04-10,2026-04-17,204.7715606689453,206.9072723388672,hold_days,0.010429727951210443,0.009429727951210443,3,2026-04-07,0.019969814369782846,-0.010540086418572403,1.4144410679017207
ABBV,5,0.01,2026-08-05,2026-08-12,246.1999969482422,248.75999450683594,hold_days,0.010398040578091239,0.009398040578091238,1,2026-08-04,0.006517424107188807,0.0028806164709024307,1.3911717565518735
ABBV,5,0.01,2026-08-21,2026-08-28,264.9599914550781,255.47999572753906,hold_days,-0.03577897053618495,-0.03677897053618495,1,2026-08-20,-0.0038069213475111496,-0.0329720491886738,1.1432713184057302
ACN,5,0.01,2015-08-07,2015-08-14,85.86405181884766,85.62400817871094,hold_days,-0.0027956244208362513,-0.0037956244208362513,1,2015-08-06,0.007606850158087708,-0.01140247457892396,0.7898251986815426
ACN,5,0.01,2015-09-10,2015-09-17,80.12820434570312,81.55179595947266,hold_days,0.0177664235133439,0.016766423513343898,1,2015-09-09,0.020730566966992825,-0.003964143453648927,0.6285397832724661
ACN,5,0.01,2016-02-10,2016-02-18,78.81399536132812,82.41964721679688,hold_days,0.0457488779618187,0.0447488779618187,1,2016-02-09,0.03861805887218206,0.006130819089636641,1.6740601503759398
ACN,5,0.01,2016-09-15,2016-09-22,93.52527618408203,96.0086898803711,hold_days,0.026553396018858644,0.025553396018858643,1,2016-09-14,0.016273032707187607,0.009280363311671036,1.1296246876440477
ACN,5,0.01,2016-10-11,2016-10-18,98.80465698242188,99.27769470214844,hold_days,0.004787605505383485,0.0037876055053834854,4,2016-10-07,-0.0018733081563896414,0.005660913661773127,0.8039073345979801
ACN,5,0.01,2016-12-05,2016-12-12,100.47257995605469,105.4996109008789,hold_days,0.05003385945720695,0.04903385945720695,3,2016-12-02,0.029692193601843497,0.019341665855363455,1.0347982390993145
ACN,5,0.01,2017-02-02,2017-02-09,96.99031066894531,99.84099578857422,hold_days,0.029391442299417703,0.028391442299417702,1,2017-02-01,0.01415763002937842,0.014233812270039281,0.9884383585748507
ACN,5,0.01,2017-05-19,2017-05-26,104.32616424560547,105.9732437133789,hold_days,0.015787788995058616,0.014787788995058615,1,2017-05-18,0.01721284720090477,-0.0024250582058461534,1.1146653682619305
ACN,5,0.01,2017-06-23,2017-06-30,105.84387969970703,106.65448760986328,hold_days,0.0076585241627200595,0.0066585241627200595,1,2017-06-22,-0.003315963340253192,0.00997448750297325,3.681390364364924
ACN,5,0.01,2017-07-28,2017-08-04,110.72473907470703,112.27696990966797,hold_days,0.014018825855291794,0.013018825855291793,1,2017-07-27,0.006016256090930483,0.0070025697643613105,1.1788780139531485
ACN,5,0.01,2018-04-12,2018-04-19,131.83572387695312,135.78839111328125,hold_days,0.029981761544521035,0.028981761544521034,1,2018-04-11,0.009228952269744628,0.019752809274776406,0.663936778859953
ACN,5,0.01,2018-11-26,2018-12-03,140.40670776367188,147.87025451660156,hold_days,0.05315662529095189,0.052156625290951886,3,2018-11-23,0.05396119009219569,-0.001804564801243802,0.4177643289426842
ACN,5,0.01,2019-06-28,2019-07-08,165.13778686523438,170.08914184570312,hold_days,0.029983173896531934,0.028983173896531933,1,2019-06-27,0.01101010911152045,0.017973064785011483,1.7387496392898185
ACN,5,0.01,2019-08-26,2019-08-27,174.70089721679688,176.2113037109375,resistance,0.008645671076698891,0.007645671076698891,3,2019-08-23,-0.0020891345366960135,0.009734805613394903,1.2869512448657365
ACN,5,0.01,2019-09-25,2019-10-02,170.589599609375,165.20928955078125,hold_days,-0.03153949637559306,-0.03253949637559306,1,2019-09-24,-0.0351057876915426,0.0025662913159495426,1.4751295025900517
ACN,5,0.01,2019-10-23,2019-10-30,165.21897888183594,167.471923828125,hold_days,0.013636114697817892,0.01263611469781789,1,2019-10-22,0.010899463755948746,0.0017366509418691445,0.935660959745378
ACN,5,0.01,2021-06-07,2021-06-14,259.0350646972656,262.2662048339844,hold_days,0.012473755784742746,0.011473755784742745,4,2021-06-03,-0.0014949631053856605,0.012968718890128406,0.6492614366689845
ACN,5,0.01,2021-08-03,2021-08-10,293.2093200683594,294.7374267578125,hold_days,0.005211657968774208,0.004211657968774208,1,2021-08-02,0.00615300409841657,-0.001941346129642362,0.9339042178118436
ACN,5,0.01,2021-10-21,2021-10-28,320.4853515625,328.9794921875,hold_days,0.02650399022478722,0.02550399022478722,1,2021-10-20,0.004345905233322567,0.021158084991464654,0.999396950291474
ACN,5,0.01,2022-01-10,2022-01-18,344.3796691894531,322.3900451660156,hold_days,-0.06385285192704093,-0.06485285192704093,3,2022-01-07,-0.011388868115754125,-0.05346398381128681,1.7671930718288333
ACN,5,0.01,2022-03-24,2022-03-31,301.1090393066406,312.1614074707031,hold_days,0.03670553427925194,0.03570553427925194,1,2022-03-23,-0.0010980005440801577,0.036803534823332096,0.5317948183649371
ACN,5,0.01,2022-09-29,2022-10-06,240.63584899902344,251.0711212158203,hold_days,0.04336540985146087,0.04236540985146087,2,2022-09-27,0.032339896942372715,0.010025512909088152,0.9439878361051329
