stock,hold_days,near_pct,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,support_age_days,support_birth_date,bench_ret,excess_ret,bounce_1d,bounce_2d,bounce_3d,bounce_5d,bounce_to_entry_high
KO,5,0.01,2026-03-06,2026-03-13,75.5721206665039,76.38804626464844,hold_days,0.010796648167982204,0.009796648167982203,1,2026-03-05,-0.014613282819175955,0.024409930987158157,0.00012994615766270812,,,,0.00012994615766270812
KO,5,0.01,2026-07-10,2026-07-17,82.99475860595703,81.07620239257812,hold_days,-0.02311659489833373,-0.024116594898333732,1,2026-07-09,-0.00037505702958939846,-0.023741537868744333,0.010407909543122651,,,,0.010407909543122651
COP,5,0.01,2016-08-02,2016-08-09,29.206979751586914,30.271316528320312,hold_days,0.03644117898481336,0.03544117898481336,1,2016-08-01,0.017793672099294833,0.017647506885518527,0.004544004756880993,,,,0.004544004756880993
COP,5,0.01,2017-02-27,2017-03-06,35.151676177978516,35.86421203613281,hold_days,0.02027032379755145,0.019270323797551447,3,2017-02-24,0.004439985085743725,0.014830338711807722,0.006802922512086029,,,,0.006802922512086029
COP,5,0.01,2017-07-10,2017-07-17,32.273338317871094,32.23602294921875,hold_days,-0.0011562289678499482,-0.0021562289678499482,3,2017-07-07,0.009902167076722757,-0.012058396044572706,0.0055805615648820694,,,,0.0055805615648820694
COP,5,0.01,2017-09-11,2017-09-18,33.73950958251953,35.361534118652344,hold_days,0.04807492925069612,0.04707492925069612,3,2017-09-08,0.012566757701557574,0.034508171549138544,0.01034377191840119,,,,0.01034377191840119
COP,5,0.01,2017-10-09,2017-10-16,36.728240966796875,37.536197662353516,hold_days,0.02199824097993286,0.02099824097993286,3,2017-10-06,0.0071747506683901285,0.01382349031154273,0.0010235757195986572,,,,0.0010235757195986572
COP,5,0.01,2019-01-15,2019-01-18,50.74385452270508,52.18095016479492,resistance,0.028320584937961746,0.027320584937961745,1,2019-01-14,0.02758208749915636,-0.00026150256119461535,0.006401852684076781,,,,0.006401852684076781
COP,5,0.01,2019-08-27,2019-09-04,39.75288772583008,41.561954498291016,hold_days,0.045507807758213836,0.044507807758213835,4,2019-08-23,0.02286647718342838,0.021641330574785456,0.01884158835935623,0.011106767577654164,,,0.01884158835935623
COP,5,0.01,2019-11-19,2019-11-22,44.91686248779297,47.061744689941406,resistance,0.04775227127075832,0.04675227127075832,1,2019-11-18,-0.0012473823705777543,0.04799965364133607,0.008289171516145943,,,,0.008289171516145943
COP,5,0.01,2021-05-26,2021-06-03,46.062191009521484,49.4283447265625,hold_days,0.07307845422171089,0.07207845422171089,1,2021-05-25,0.004843617488593521,0.06723483673311736,0.0098396189364931,,,,0.0098396189364931
COP,5,0.01,2022-10-12,2022-10-19,102.1637954711914,106.3891372680664,hold_days,0.04135850452097278,0.04035850452097278,1,2022-10-11,0.04097865424551639,-0.0006201497245436061,0.006229376461959202,,,,0.006229376461959202
COP,5,0.01,2023-06-01,2023-06-08,89.71664428710938,94.23265838623047,hold_days,0.05033641343816919,0.04933641343816919,1,2023-05-31,0.029165050090359745,0.020171363347809446,0.0023163672106867317,,,,0.0023163672106867317
COP,5,0.01,2023-10-05,2023-10-12,103.81753540039062,110.8564682006836,hold_days,0.06780100079573348,0.06680100079573348,1,2023-10-04,0.018339601152799867,0.04846139964293361,0.0007941589674138605,,,,0.0007941589674138605
COP,5,0.01,2024-02-14,2024-02-22,101.3051528930664,103.9735107421875,hold_days,0.02633980378014633,0.02533980378014633,1,2024-02-13,0.011075855901402587,0.014263947878743743,0.003188485158656551,,,,0.003188485158656551
COP,5,0.01,2024-05-06,2024-05-13,114.47093200683594,113.37162017822266,hold_days,-0.009603414677777145,-0.010603414677777145,3,2024-05-03,0.011265674643723855,-0.021869089321501,0.010799242287973465,,,,0.010799242287973465
COP,5,0.01,2024-06-03,2024-06-10,106.17342376708984,105.64195251464844,hold_days,-0.005005690064278978,-0.006005690064278978,4,2024-05-30,0.01025953274463065,-0.01626522280890963,0.025532596067278757,0.002553144340617708,,,0.025532596067278757
COP,5,0.01,2024-06-17,2024-06-25,102.13610076904297,107.21771240234375,hold_days,0.049753334962254536,0.048753334962254535,3,2024-06-14,0.015084248673933098,0.03366908628832144,0.001371397043978817,,,,0.001371397043978817
COP,5,0.01,2024-12-23,2024-12-31,91.14816284179688,93.7867202758789,hold_days,0.02894800456550839,0.02794800456550839,3,2024-12-20,-0.006579856047296939,0.03452786061280533,0.013246273277070175,,,,0.013246273277070175
COP,5,0.01,2025-05-06,2025-05-13,83.545654296875,89.78083801269531,hold_days,0.07463205319649457,0.07363205319649457,1,2025-05-05,0.038829030163598066,0.03480302303289651,0.00022835229388107336,,,,0.00022835229388107336
COP,5,0.01,2025-08-11,2025-08-18,89.92955780029297,91.12708282470703,hold_days,0.013316256119855652,0.01231625611985565,4,2025-08-07,0.013374369266909047,-0.0010581131470533967,0.01414699157492394,0.010043150655057564,,,0.01414699157492394
COP,5,0.01,2025-11-26,2025-12-04,85.21165466308594,91.11160278320312,hold_days,0.06923874607815916,0.06823874607815916,1,2025-11-25,0.011699332069994517,0.056539414008164646,0.005425982620471892,,,,0.005425982620471892
COP,5,0.01,2026-02-24,2026-03-03,109.04686737060547,116.8662109375,hold_days,0.07170626497980725,0.07070626497980725,1,2026-02-23,-0.006280530224699765,0.07698679520450702,0.006461624304602287,,,,0.006461624304602287
COP,5,0.01,2026-04-20,2026-04-27,114.8250961303711,119.98212432861328,hold_days,0.044912030314235185,0.043912030314235184,3,2026-04-17,-0.016854937703767114,0.0607669680180023,0.003533220433508122,,,,0.003533220433508122
COST,5,0.01,2015-09-11,2015-09-18,117.85952758789062,118.49459838867188,hold_days,0.005388370493065731,0.0043883704930657306,2,2015-09-09,0.001934077013465485,0.0024542934796002456,0.0023626559170528694,0.009808185860173735,,,0.009808185860173735
COST,5,0.01,2015-12-21,2015-12-29,133.52841186523438,136.26788330078125,hold_days,0.0205160190050917,0.0195160190050917,3,2015-12-18,0.031548413327721514,-0.012032394322629814,0.010716396858722721,,,,0.010716396858722721
COST,5,0.01,2016-01-21,2016-01-28,125.98029327392578,125.31854248046875,hold_days,-0.005252811977649152,-0.006252811977649152,1,2016-01-20,0.0134970638822971,-0.019749875859946253,0.010482094979689105,,,,0.010482094979689105
COST,5,0.01,2016-02-05,2016-02-12,120.62712860107422,124.86863708496094,hold_days,0.03516214414680974,0.034162144146809736,1,2016-02-04,-0.010485261182683225,0.04464740532949296,0.004955483342999889,,,,0.004955483342999889
COST,5,0.01,2016-04-12,2016-04-19,126.43951416015625,129.09396362304688,hold_days,0.02099382839709696,0.019993828397096958,1,2016-04-11,0.02647786804766339,-0.006484039650566431,0.009863189626695634,,,,0.009863189626695634
COST,5,0.01,2016-05-19,2016-05-26,120.22502136230469,126.1310043334961,hold_days,0.049124407750308574,0.04812440775030857,1,2016-05-18,0.02983261451765684,0.018291793232651732,0.009978953289223158,,,,0.009978953289223158
COST,5,0.01,2017-01-04,2017-01-11,135.37533569335938,136.88365173339844,hold_days,0.011141734440131446,0.010141734440131445,1,2017-01-03,0.006831100734094209,0.003310633706037236,0.00018815621452694664,,,,0.00018815621452694664
COST,5,0.01,2017-07-24,2017-07-31,133.869873046875,140.52793884277344,hold_days,0.04973535601671264,0.04873535601671264,3,2017-07-21,0.0032613559350593846,0.045474000081653254,0.0037225604461306183,,,,0.0037225604461306183
COST,5,0.01,2019-03-26,2019-03-27,216.07705688476562,216.3843536376953,resistance,0.0014221628032149436,0.0004221628032149436,1,2019-03-25,-0.0043974036981964115,0.004819566501411355,0.0088620080526145,,,,0.0088620080526145
COST,5,0.01,2019-06-03,2019-06-10,218.47311401367188,232.77398681640625,hold_days,0.0654582732859268,0.06445827328592679,3,2019-05-31,0.05016310262980306,0.014295170656123735,0.006219325300503842,,,,0.006219325300503842
COST,5,0.01,2019-10-02,2019-10-09,258.9565124511719,269.6650085449219,hold_days,0.041352488077584626,0.040352488077584625,1,2019-10-01,0.011944488093099892,0.028407999984484733,0.004155913683285828,,,,0.004155913683285828
COST,5,0.01,2020-01-08,2020-01-10,268.2392883300781,270.5603332519531,resistance,0.008652889501477024,0.0076528895014770235,1,2020-01-07,0.002763999270651185,0.004888890230825838,0.011463924862051833,,,,0.011463924862051833
COST,5,0.01,2020-05-04,2020-05-11,278.37860107421875,283.7178039550781,hold_days,0.019179645490911446,0.018179645490911445,3,2020-05-01,0.023831331988565685,-0.00565168649765424,0.008512294806021892,,,,0.008512294806021892
COST,5,0.01,2020-12-09,2020-12-16,352.5877990722656,348.0189514160156,hold_days,-0.012958042417439364,-0.013958042417439365,2,2020-12-07,0.0010928613891434402,-0.015050903806582805,0.011437557423817024,0.0025714242078507255,,,0.011437557423817024
COST,5,0.01,2021-06-02,2021-06-09,359.9998474121094,359.4039306640625,hold_days,-0.0016553250017483645,-0.0026553250017483645,1,2021-06-01,0.0011370820541334314,-0.003792407055881796,0.006239525690957759,,,,0.006239525690957759
COST,5,0.01,2022-01-11,2022-01-19,495.51397705078125,465.2626647949219,hold_days,-0.0610503712446423,-0.0620503712446423,1,2022-01-10,-0.02776049510674594,-0.03428987613789636,0.006225995467676659,,,,0.006225995467676659
COST,5,0.01,2024-04-22,2024-04-29,705.5397338867188,717.4086303710938,hold_days,0.01682243524257787,0.01582243524257787,3,2024-04-19,0.01185295997155067,0.003969475271027201,0.008386146937360506,,,,0.008386146937360506
COST,5,0.01,2025-01-03,2025-01-13,907.8153076171875,915.857666015625,hold_days,0.00885902488199597,0.007859024881995968,1,2025-01-02,-0.002545804340754687,0.010404829222750656,0.007441180737786324,,,,0.007441180737786324
COST,5,0.01,2025-03-14,2025-03-21,896.2655029296875,901.5603637695312,hold_days,0.005907692332836723,0.0049076923328367225,1,2025-03-13,0.0036723926624724346,0.001235299670364288,0.014933281284104538,,,,0.014933281284104538
COST,5,0.01,2025-11-25,2025-12-03,890.400146484375,918.2073974609375,hold_days,0.03123006109821036,0.03023006109821036,1,2025-11-24,0.016736043969104886,0.013494017129105473,0.009265071281087778,,,,0.009265071281087778
COST,5,0.01,2026-03-24,2026-03-31,970.8654174804688,993.4067993164062,hold_days,0.023217823428540285,0.022217823428540284,1,2026-03-23,0.004584316555471091,0.017633506873069194,0.008377120207950561,,,,0.008377120207950561
COST,5,0.01,2026-06-23,2026-06-30,956.1597900390625,933.9849853515625,hold_days,-0.02319152605925212,-0.024191526059252122,1,2026-06-22,0.01041163185170979,-0.03460315791096191,0.0066537614440140835,,,,0.0066537614440140835
COST,5,0.01,2026-07-10,2026-07-17,914.7955322265625,939.37646484375,hold_days,0.026870411749124745,0.025870411749124744,1,2026-07-09,-0.00037505702958939846,0.026245468778714143,0.0035926557529497583,,,,0.0035926557529497583
DHR,5,0.01,2015-06-30,2015-07-08,34.917510986328125,34.97870635986328,hold_days,0.0017525697510087923,0.0007525697510087923,1,2015-06-29,-0.005253359426758419,0.006005929177767212,0.009912090998951184,,,,0.009912090998951184
DHR,5,0.01,2016-06-28,2016-07-06,40.28525924682617,67.91267395019531,hold_days,0.6857946360503,0.6847946360503,1,2016-06-27,0.047137080865292225,0.6376575551850078,0.008219914382057603,,,,0.008219914382057603
DHR,5,0.01,2016-10-18,2016-10-25,64.48692321777344,66.46122741699219,hold_days,0.03061557445610319,0.02961557445610319,1,2016-10-17,0.009392061051578304,0.020223513404524884,0.00751377274687548,,,,0.00751377274687548
