stock,hold_days,entry_date,exit_date,entry_price,exit_price,exit_reason,ret,ret_net,bench_ret,excess_ret
IBM,5,2015-06-01,2015-06-08,102.46034240722656,99.54631805419922,hold_days,-0.028440509611471043,-0.029440509611471044,-0.013099541114749758,-0.016340968496721286
IBM,5,2015-06-02,2015-06-09,102.14125061035156,99.75102233886719,hold_days,-0.02340120428525605,-0.02440120428525605,-0.013563373932909406,-0.010837830352346645
IBM,5,2015-06-03,2015-06-10,102.30382537841797,101.70170593261719,hold_days,-0.005885600500016186,-0.006885600500016186,-0.004153674051600276,-0.0027319264484159103
IBM,5,2015-06-12,2015-06-19,100.5397720336914,100.5397720336914,hold_days,0.0,-0.001,0.007602045276427827,-0.008602045276427828
IBM,5,2015-06-17,2015-06-24,100.64811706542969,100.5276870727539,hold_days,-0.001196544914968345,-0.002196544914968345,0.009196804912162904,-0.01139334982713125
IBM,5,2015-06-22,2015-06-29,100.98526000976562,98.1194076538086,hold_days,-0.02837891743488008,-0.02937891743488008,-0.0275775253584849,-0.0018013920763951807
IBM,5,2015-06-23,2015-06-30,101.5210952758789,97.93275451660156,hold_days,-0.03534576483366525,-0.03634576483366525,-0.02714974758580102,-0.00919601724786423
IBM,5,2015-06-25,2015-07-02,99.99183654785156,99.39580535888672,hold_days,-0.0059607984965813765,-0.0069607984965813765,-0.010670319310669418,0.0037095208140880418
IBM,5,2015-06-26,2015-07-06,99.61856842041016,99.17903900146484,hold_days,-0.004412123421513203,-0.005412123421513203,-0.015594289330776112,0.010182165909262908
IBM,5,2015-06-29,2015-07-07,98.1194076538086,99.34162139892578,hold_days,0.012456391394345623,0.011456391394345622,0.011956011140812128,-0.0004996197464665064
IBM,5,2015-06-30,2015-07-08,97.93275451660156,98.23380279541016,hold_days,0.0030740305457002126,0.0020740305457002126,-0.005253350753949726,0.0073273812996499385
IBM,5,2015-07-01,2015-07-09,99.03456115722656,98.64923095703125,hold_days,-0.0038908659329904838,-0.004890865932990484,-0.009996705149624252,0.005105839216633768
IBM,5,2015-07-07,2015-07-14,99.34162139892578,101.51507568359375,hold_days,0.021878586780258447,0.020878586780258446,0.01582889439080737,0.005049692389451077
IBM,5,2015-07-08,2015-07-15,98.23380279541016,101.46692657470703,hold_days,0.03291253812122541,0.03191253812122541,0.029898345006779348,0.002014193114446061
IBM,5,2015-07-13,2015-07-20,101.97870635986328,104.29060363769531,hold_days,0.022670392284383167,0.021670392284383166,0.021265137691535152,0.00040525459284801446
IBM,5,2015-07-14,2015-07-21,101.51507568359375,98.17964935302734,hold_days,-0.032856463023899996,-0.033856463023899996,0.009759164458778002,-0.043615627482678
IBM,5,2015-07-17,2015-07-24,103.8631362915039,96.18073272705078,hold_days,-0.07396660488752782,-0.07496660488752782,-0.020279038821843565,-0.05468756606568426
IBM,5,2015-07-20,2015-07-27,104.29060363769531,95.77135467529297,hold_days,-0.08168759854912855,-0.08268759854912855,-0.025556667717184678,-0.05713093083194387
IBM,5,2015-07-23,2015-07-30,97.37285614013672,96.90926361083984,hold_days,-0.004761003709593203,-0.005761003709593203,0.005824470911155011,-0.011585474620748215
IBM,5,2015-07-29,2015-08-05,96.9875259399414,95.06692504882812,hold_days,-0.019802555766837426,-0.020802555766837427,-0.0038384878524362342,-0.016964067914401193
IBM,5,2015-07-30,2015-08-06,96.90926361083984,94.8969497680664,hold_days,-0.02076492760129023,-0.02176492760129023,-0.009831385265524184,-0.011933542335766045
IBM,5,2015-08-03,2015-08-10,95.55461883544922,95.15796661376953,hold_days,-0.0041510523145170675,-0.0051510523145170675,0.007508097032952854,-0.012659149347469922
IBM,5,2015-08-10,2015-08-17,95.15796661376953,94.89088439941406,hold_days,-0.0028067246901093412,-0.0038067246901093412,-0.000868958979838963,-0.0029377657102703783
IBM,5,2015-08-12,2015-08-19,94.7998046875,93.45211791992188,hold_days,-0.014216134432140093,-0.015216134432140094,-0.004129150359719946,-0.011086984072420147
IBM,5,2015-08-17,2015-08-24,94.89088439941406,87.09610748291016,hold_days,-0.08214463344755207,-0.08314463344755207,-0.10170009540796332,0.018555461960411246
IBM,5,2015-08-26,2015-09-02,89.05693817138672,88.0552978515625,hold_days,-0.011247190172837485,-0.012247190172837485,0.005689336269951051,-0.017936526442788536
IBM,5,2015-08-27,2015-09-03,90.17390441894531,89.1054916381836,hold_days,-0.011848358875511278,-0.012848358875511279,-0.01590848231419595,0.00306012343868467
IBM,5,2015-09-02,2015-09-10,88.0552978515625,88.75338745117188,hold_days,0.007927854616835983,0.006927854616835983,-0.00014029691714623205,0.007068151533982215
IBM,5,2015-09-09,2015-09-16,88.0552978515625,90.09500885009766,hold_days,0.02316397818531657,0.02216397818531657,0.028969093746255004,-0.006805115560938435
IBM,5,2015-09-17,2015-09-24,89.9311294555664,87.66676330566406,hold_days,-0.02517889148741459,-0.02617889148741459,-0.031174285476911257,0.004995393989496666
IBM,5,2015-09-25,2015-10-02,88.2798843383789,87.76995849609375,hold_days,-0.005776240489063111,-0.006776240489063111,0.011871185228873093,-0.018647425717936206
IBM,5,2015-10-01,2015-10-08,87.1689453125,92.44439697265625,hold_days,0.06051985189500453,0.05951985189500453,0.052327104458682605,0.007192747436321922
IBM,5,2015-10-02,2015-10-09,87.76995849609375,92.51117706298828,hold_days,0.054018694415875146,0.053018694415875145,0.038005816345721755,0.01501287807015339
IBM,5,2015-10-09,2015-10-16,92.51117706298828,91.29702758789062,hold_days,-0.013124354414720929,-0.01412435441472093,0.010528907016784883,-0.024653261431505813
IBM,5,2015-10-16,2015-10-23,91.29702758789062,87.8306655883789,hold_days,-0.037967961182248655,-0.038967961182248656,0.02718914544583173,-0.06615710662808039
IBM,5,2015-10-19,2015-10-26,90.5867919921875,87.21144104003906,hold_days,-0.037260961315856544,-0.038260961315856545,0.026213104729766457,-0.064474066045623
IBM,5,2015-10-29,2015-11-05,85.32345581054688,84.92279815673828,hold_days,-0.004695750424106304,-0.005695750424106304,0.010139872125143334,-0.01583562254924964
IBM,5,2015-11-04,2015-11-11,85.9791030883789,82.7352066040039,hold_days,-0.037728894206311536,-0.03872889420631154,-0.010977314345668399,-0.02775157986064314
